record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,power,ACTIVE,1,7,220,1,1945
R0002,waste,ACTIVE,1,7,220,1,1945
R0003,transit,ACTIVE,1,7,220,1,1945
R0004,traffic,COMPLETE,1,7,128,19,1945
R0005,power,ACTIVE,1,4,220,1,1945
R0006,traffic,ACTIVE,1,4,220,1,1945
R0007,power,ACTIVE,1,6,220,1,1945
R0008,water,ACTIVE,1,7,220,1,1945
R0009,emergency,ACTIVE,1,3,148,120,1945
R0010,traffic,ACTIVE,1,4,220,1,1945
R0011,communications,ACTIVE,1,4,220,1,1945
R0012,emergency,ACTIVE,1,5,220,1,1945
R0013,traffic,ACTIVE,1,7,220,1,1945
R0014,communications,ACTIVE,1,4,220,1,1945
R0015,power,ACTIVE,1,6,220,1,1945
R0016,traffic,ACTIVE,1,6,220,1,1945
R0017,waste,ACTIVE,1,5,220,1,1945
R0018,transit,ACTIVE,1,6,220,1,1945
R0019,communications,ACTIVE,1,5,220,1,1945
R0020,communications,ACTIVE,1,4,220,1,1945
R0021,communications,ACTIVE,1,4,220,1,1945
R0022,water,ACTIVE,1,4,220,1,1945
R0023,emergency,ACTIVE,1,4,25,60,1945
R0024,traffic,ACTIVE,1,6,220,1,1945
R0025,emergency,ACTIVE,1,5,220,1,1945
R0026,traffic,ACTIVE,1,4,220,1,1945
R0027,waste,ACTIVE,1,5,220,1,1945
R0028,water,ACTIVE,1,5,220,1,1945
R0029,transit,ACTIVE,1,4,220,1,1945
R0030,water,ACTIVE,1,2,168,112,1945
R0031,power,ACTIVE,1,5,220,1,1945
R0032,power,ACTIVE,1,5,220,1,1945
R0033,power,ACTIVE,1,4,220,1,1945
R0034,water,ACTIVE,1,7,220,1,1945
R0035,transit,ACTIVE,1,6,220,1,1945
R0036,waste,ACTIVE,1,4,220,1,1945
R0037,communications,ACTIVE,1,6,220,1,1945
R0038,transit,ACTIVE,1,5,220,1,1945
R0039,communications,COMPLETE,0,3,95,20,1945
R0040,emergency,ACTIVE,1,4,34,42,1945
R0041,communications,ACTIVE,1,5,220,1,1945
R0042,communications,ACTIVE,1,3,91,103,1945
R0043,water,ACTIVE,0,7,13,42,1945
R0044,emergency,ACTIVE,1,5,220,1,1945
R0045,emergency,ACTIVE,1,4,220,1,1945
R0046,waste,ACTIVE,0,7,62,88,1945
R0047,traffic,ACTIVE,1,7,220,1,1945
R0048,transit,ACTIVE,1,5,17,32,1945
R0049,power,ACTIVE,1,7,220,1,1945
R0050,power,ACTIVE,1,5,23,74,1945
R0051,emergency,ACTIVE,1,4,220,1,1945
R0052,communications,ACTIVE,1,7,220,1,1945
R0053,emergency,ACTIVE,1,4,220,1,1945
R0054,water,ACTIVE,1,5,220,1,1945
R0055,transit,ACTIVE,1,5,220,1,1945
R0056,power,ACTIVE,1,7,220,1,1945
R0057,transit,ACTIVE,1,4,220,1,1945
R0058,power,ACTIVE,1,4,220,1,1945
R0059,waste,ACTIVE,1,7,220,1,1945
R0060,waste,ACTIVE,1,6,220,1,1945
R0061,traffic,ACTIVE,1,4,220,1,1945
R0062,water,ACTIVE,1,5,220,1,1945
R0063,emergency,ACTIVE,1,4,220,1,1945
R0064,emergency,ACTIVE,1,5,220,1,1945
R0065,power,ACTIVE,1,4,220,1,1945
R0066,power,ACTIVE,0,5,114,66,1945
R0067,communications,ACTIVE,1,6,220,1,1945
R0068,transit,ACTIVE,1,7,220,1,1945
R0069,communications,ACTIVE,1,7,220,1,1945
R0070,waste,ACTIVE,1,6,220,1,1945
R0071,waste,ACTIVE,1,5,220,1,1945
R0072,power,ACTIVE,1,5,220,1,1945
R0073,transit,ACTIVE,1,5,220,1,1945
R0074,water,ACTIVE,1,7,220,1,1945
R0075,water,ACTIVE,1,7,220,1,1945
R0076,power,ACTIVE,1,7,220,1,1945
R0077,traffic,ACTIVE,1,6,220,1,1945
R0078,communications,ACTIVE,1,4,220,1,1945
R0079,power,ACTIVE,1,4,220,1,1945
R0080,transit,ACTIVE,1,6,220,1,1945
R0081,waste,ACTIVE,1,4,220,1,1945
R0082,emergency,ACTIVE,1,6,220,1,1945
