record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,emergency,ACTIVE,1,5,220,1,1958
R0002,power,ACTIVE,1,5,220,1,1958
R0003,emergency,ACTIVE,1,6,220,1,1958
R0004,power,ACTIVE,1,5,220,1,1958
R0005,emergency,ACTIVE,1,7,220,1,1958
R0006,communications,ACTIVE,1,7,220,1,1958
R0007,emergency,ACTIVE,1,6,220,1,1958
R0008,power,ACTIVE,0,4,111,71,1958
R0009,emergency,ACTIVE,1,4,220,1,1958
R0010,water,ACTIVE,1,4,220,1,1958
R0011,emergency,ACTIVE,1,4,220,1,1958
R0012,power,ACTIVE,1,4,220,1,1958
R0013,communications,ACTIVE,1,4,220,1,1958
R0014,traffic,ACTIVE,1,5,220,1,1958
R0015,traffic,ACTIVE,1,4,220,1,1958
R0016,traffic,ACTIVE,1,5,220,1,1958
R0017,traffic,ACTIVE,1,6,220,1,1958
R0018,water,ACTIVE,1,6,220,1,1958
R0019,power,ACTIVE,1,7,220,1,1958
R0020,transit,ACTIVE,1,5,220,1,1958
R0021,traffic,ACTIVE,1,4,220,1,1958
R0022,waste,ACTIVE,1,5,220,1,1958
R0023,power,ACTIVE,1,5,220,1,1958
R0024,power,ACTIVE,1,5,220,1,1958
R0025,waste,ACTIVE,1,6,220,1,1958
R0026,transit,ACTIVE,1,4,220,1,1958
R0027,waste,ACTIVE,1,4,220,1,1958
R0028,power,ACTIVE,1,6,220,1,1958
R0029,waste,ACTIVE,1,7,220,1,1958
R0030,power,ACTIVE,1,5,220,1,1958
R0031,communications,ACTIVE,1,4,220,1,1958
R0032,waste,ACTIVE,1,5,220,1,1958
R0033,power,ACTIVE,1,4,220,1,1958
R0034,water,ACTIVE,1,4,220,1,1958
R0035,traffic,ACTIVE,1,7,220,1,1958
R0036,water,ACTIVE,1,4,220,1,1958
R0037,communications,ACTIVE,1,4,220,1,1958
R0038,communications,ACTIVE,1,4,220,1,1958
R0039,water,ACTIVE,1,5,220,1,1958
R0040,communications,ACTIVE,1,7,220,1,1958
R0041,water,ACTIVE,1,6,220,1,1958
R0042,power,ACTIVE,1,7,220,1,1958
R0043,emergency,ACTIVE,1,5,220,1,1958
R0044,waste,ACTIVE,1,6,220,1,1958
R0045,water,ACTIVE,1,4,220,1,1958
R0046,water,ACTIVE,1,7,220,1,1958
R0047,transit,ACTIVE,1,5,220,1,1958
R0048,transit,ACTIVE,1,5,220,1,1958
R0049,transit,ACTIVE,1,6,220,1,1958
R0050,traffic,ACTIVE,1,6,220,1,1958
R0051,traffic,ACTIVE,1,7,220,1,1958
R0052,emergency,ACTIVE,1,5,220,1,1958
R0053,waste,ACTIVE,1,6,220,1,1958
R0054,power,ACTIVE,1,4,220,1,1958
R0055,traffic,ACTIVE,1,7,220,1,1958
R0056,waste,ACTIVE,1,4,220,1,1958
R0057,traffic,ACTIVE,1,6,220,1,1958
R0058,traffic,ACTIVE,1,5,220,1,1958
R0059,communications,ACTIVE,1,6,220,1,1958
R0060,traffic,ACTIVE,1,7,220,1,1958
R0061,power,ACTIVE,1,4,220,1,1958
R0062,communications,ACTIVE,1,5,220,1,1958
R0063,water,ACTIVE,0,6,116,14,1958
R0064,transit,ACTIVE,1,6,220,1,1958
R0065,communications,ACTIVE,1,6,220,1,1958
R0066,power,ACTIVE,1,4,220,1,1958
R0067,water,ACTIVE,1,6,220,1,1958
R0068,power,ACTIVE,1,7,83,52,1958
R0069,transit,ACTIVE,1,4,220,1,1958
R0070,traffic,ACTIVE,1,4,220,1,1958
R0071,water,ACTIVE,1,6,220,1,1958
R0072,power,ACTIVE,1,6,220,1,1958
R0073,transit,ACTIVE,1,5,220,1,1958
R0074,power,ACTIVE,1,6,220,1,1958
R0075,emergency,ACTIVE,1,6,220,1,1958
R0076,waste,ACTIVE,1,6,220,1,1958
R0077,water,ACTIVE,1,4,220,1,1958
R0078,power,ACTIVE,1,4,220,1,1958
R0079,power,ACTIVE,1,7,220,1,1958
R0080,water,ACTIVE,1,7,220,1,1958
R0081,power,ACTIVE,1,4,220,1,1958
R0082,power,ACTIVE,1,5,220,1,1958
R0083,transit,ACTIVE,1,7,220,1,1958
R0084,transit,ACTIVE,1,6,220,1,1958
R0085,emergency,ACTIVE,1,7,220,1,1958
R0086,water,ACTIVE,1,7,220,1,1958
R0087,water,ACTIVE,1,4,220,1,1958
R0088,water,ACTIVE,1,4,220,1,1958
R0089,communications,ACTIVE,1,5,220,1,1958
R0090,emergency,ACTIVE,1,5,220,1,1958
R0091,water,ACTIVE,1,6,220,1,1958
R0092,transit,ACTIVE,1,5,220,1,1958
R0093,transit,ACTIVE,1,6,220,1,1958
R0094,communications,ACTIVE,1,5,220,1,1958
R0095,power,ACTIVE,1,4,220,1,1958
R0096,traffic,ACTIVE,1,7,220,1,1958
R0097,water,ACTIVE,0,7,93,33,1958
R0098,traffic,ACTIVE,1,6,220,1,1958
R0099,waste,ACTIVE,1,6,220,1,1958
R0100,traffic,ACTIVE,1,6,220,1,1958
R0101,transit,ACTIVE,1,4,220,1,1958
R0102,waste,ACTIVE,1,7,220,1,1958
R0103,emergency,ACTIVE,1,6,220,1,1958
R0104,emergency,ACTIVE,1,6,220,1,1958
R0105,communications,ACTIVE,1,4,220,1,1958
R0106,power,ACTIVE,1,6,220,1,1958
R0107,water,ACTIVE,1,6,220,1,1958
R0108,water,ACTIVE,1,4,220,1,1958
R0109,transit,ACTIVE,1,6,220,1,1958
R0110,emergency,INACTIVE,1,5,152,62,1958
R0111,waste,ACTIVE,1,7,220,1,1958
R0112,power,ACTIVE,1,6,220,1,1958
R0113,transit,ACTIVE,1,4,220,1,1958
R0114,traffic,ACTIVE,1,7,220,1,1958
R0115,water,ACTIVE,1,7,220,1,1958
R0116,waste,ACTIVE,1,7,220,1,1958
R0117,power,ACTIVE,1,7,220,1,1958
R0118,waste,ACTIVE,1,7,220,1,1958
R0119,communications,ACTIVE,1,5,220,1,1958
R0120,power,ACTIVE,1,4,220,1,1958
R0121,traffic,ACTIVE,1,5,220,1,1958
R0122,power,ACTIVE,1,5,220,1,1958
R0123,traffic,ACTIVE,1,4,220,1,1958
R0124,transit,ACTIVE,1,5,220,1,1958
R0125,transit,ACTIVE,1,6,220,1,1958
R0126,power,ACTIVE,1,6,220,1,1958
R0127,emergency,ACTIVE,1,7,220,1,1958
R0128,communications,ACTIVE,1,7,220,1,1958
R0129,water,ACTIVE,1,6,220,1,1958
R0130,waste,ACTIVE,1,4,220,1,1958
R0131,communications,ACTIVE,1,5,220,1,1958
R0132,waste,ACTIVE,1,5,220,1,1958
R0133,power,ACTIVE,1,6,220,1,1958
R0134,emergency,ACTIVE,1,6,220,1,1958
R0135,water,ACTIVE,1,4,220,1,1958
R0136,waste,ACTIVE,1,6,220,1,1958
R0137,traffic,ACTIVE,1,7,220,1,1958
R0138,traffic,ACTIVE,1,4,220,1,1958
R0139,water,ACTIVE,1,6,220,1,1958
R0140,emergency,ACTIVE,1,5,220,1,1958
R0141,emergency,ACTIVE,1,4,220,1,1958
R0142,transit,ACTIVE,1,4,220,1,1958
R0143,water,ACTIVE,1,6,220,1,1958
R0144,water,ACTIVE,1,5,220,1,1958
R0145,water,ACTIVE,1,6,220,1,1958
R0146,emergency,ACTIVE,1,5,220,1,1958
R0147,communications,ACTIVE,1,4,220,1,1958
R0148,water,ACTIVE,1,5,220,1,1958
R0149,traffic,ACTIVE,1,2,119,29,1958
R0150,waste,ACTIVE,1,7,220,1,1958
R0151,emergency,ACTIVE,1,6,220,1,1958
R0152,transit,ACTIVE,1,5,220,1,1958
R0153,emergency,ACTIVE,1,6,220,1,1958
R0154,waste,ACTIVE,1,5,220,1,1958
R0155,communications,ACTIVE,1,4,220,1,1958
R0156,emergency,ACTIVE,1,7,220,1,1958
R0157,transit,ACTIVE,1,6,220,1,1958
R0158,transit,ACTIVE,1,5,220,1,1958
R0159,water,ACTIVE,1,6,220,1,1958
R0160,transit,ACTIVE,1,7,220,1,1958
R0161,traffic,ACTIVE,1,7,220,1,1958
R0162,traffic,ACTIVE,1,6,220,1,1958
R0163,waste,ACTIVE,0,5,154,104,1958
R0164,transit,ACTIVE,1,6,220,1,1958
R0165,communications,ACTIVE,1,7,220,1,1958
R0166,emergency,ACTIVE,1,6,220,1,1958
R0167,water,ACTIVE,1,6,220,1,1958
R0168,traffic,ACTIVE,1,6,220,1,1958
R0169,waste,ACTIVE,1,7,220,1,1958
R0170,transit,ACTIVE,1,7,220,1,1958
R0171,waste,ACTIVE,1,7,220,1,1958
R0172,emergency,ACTIVE,1,4,220,1,1958
R0173,emergency,ACTIVE,1,5,220,1,1958
R0174,traffic,ACTIVE,1,5,220,1,1958
R0175,water,ACTIVE,1,6,220,1,1958
R0176,communications,ACTIVE,1,7,220,1,1958
R0177,emergency,ACTIVE,1,5,220,1,1958
R0178,communications,ACTIVE,1,6,220,1,1958
R0179,traffic,ACTIVE,1,4,220,1,1958
R0180,power,ACTIVE,1,6,220,1,1958
R0181,waste,ACTIVE,1,6,220,1,1958
R0182,emergency,ACTIVE,1,7,220,1,1958
R0183,traffic,ACTIVE,1,4,220,1,1958
R0184,traffic,ACTIVE,1,6,220,1,1958
R0185,power,ACTIVE,1,7,220,1,1958
R0186,transit,ACTIVE,1,7,220,1,1958
R0187,water,ACTIVE,1,4,220,1,1958
R0188,emergency,ACTIVE,1,7,220,1,1958
R0189,power,ACTIVE,1,5,220,1,1958
R0190,traffic,ACTIVE,1,6,220,1,1958
R0191,communications,ACTIVE,1,5,220,1,1958
R0192,transit,ACTIVE,1,5,220,1,1958
R0193,waste,ACTIVE,1,6,220,1,1958
R0194,power,ACTIVE,1,4,220,1,1958
R0195,water,ACTIVE,1,5,220,1,1958
R0196,power,ACTIVE,1,7,220,1,1958
R0197,power,ACTIVE,1,6,220,1,1958
R0198,power,ACTIVE,1,6,220,1,1958
R0199,emergency,ACTIVE,1,7,220,1,1958
R0200,power,ACTIVE,1,7,220,1,1958
R0201,transit,ACTIVE,1,6,220,1,1958
R0202,waste,ACTIVE,1,7,220,1,1958
R0203,traffic,ACTIVE,1,4,220,1,1958
R0204,emergency,ACTIVE,1,4,220,1,1958
R0205,water,ACTIVE,1,7,220,1,1958
R0206,power,ACTIVE,1,7,220,1,1958
R0207,water,ACTIVE,1,7,220,1,1958
R0208,traffic,ACTIVE,1,5,220,1,1958
R0209,transit,ACTIVE,1,7,220,1,1958
R0210,traffic,ACTIVE,1,7,220,1,1958
R0211,power,ACTIVE,1,4,220,1,1958
R0212,transit,ACTIVE,1,7,220,1,1958
R0213,power,ACTIVE,1,6,220,1,1958
R0214,waste,ACTIVE,1,6,220,1,1958
R0215,waste,ACTIVE,1,7,220,1,1958
R0216,traffic,ACTIVE,1,6,220,1,1958
R0217,traffic,ACTIVE,1,5,220,1,1958
R0218,traffic,ACTIVE,1,6,220,1,1958
R0219,waste,ACTIVE,1,5,220,1,1958
R0220,water,ACTIVE,1,7,220,1,1958
R0221,power,ACTIVE,1,6,220,1,1958
R0222,traffic,ACTIVE,1,4,220,1,1958
R0223,transit,ACTIVE,1,7,220,1,1958
R0224,waste,ACTIVE,1,5,220,1,1958
R0225,communications,ACTIVE,1,6,220,1,1958
R0226,communications,ACTIVE,1,5,220,1,1958
R0227,emergency,ACTIVE,1,4,220,1,1958
R0228,emergency,ACTIVE,1,4,220,1,1958
R0229,emergency,ACTIVE,1,7,220,1,1958
R0230,water,ACTIVE,1,5,220,1,1958
R0231,water,ACTIVE,1,5,220,1,1958
R0232,traffic,ACTIVE,1,4,220,1,1958
R0233,power,ACTIVE,1,5,220,1,1958
R0234,transit,ACTIVE,1,6,220,1,1958
R0235,waste,ACTIVE,1,5,220,1,1958
R0236,traffic,ACTIVE,1,6,220,1,1958
R0237,waste,ACTIVE,1,1,69,15,1958
R0238,water,ACTIVE,1,5,220,1,1958
R0239,transit,ACTIVE,1,6,220,1,1958
R0240,water,ACTIVE,1,4,220,1,1958
R0241,power,ACTIVE,1,7,220,1,1958
R0242,communications,ACTIVE,1,5,220,1,1958
R0243,communications,ACTIVE,1,7,220,1,1958
R0244,emergency,ACTIVE,1,5,220,1,1958
R0245,traffic,ACTIVE,1,4,220,1,1958
R0246,power,ACTIVE,1,6,220,1,1958
R0247,communications,ACTIVE,1,7,220,1,1958
R0248,water,ACTIVE,1,6,220,1,1958
R0249,transit,ACTIVE,1,5,220,1,1958
R0250,emergency,ACTIVE,1,4,220,1,1958
R0251,water,ACTIVE,1,6,220,1,1958
R0252,transit,ACTIVE,1,7,220,1,1958
R0253,water,ACTIVE,1,7,220,1,1958
R0254,power,ACTIVE,1,5,220,1,1958
R0255,power,ACTIVE,1,5,220,1,1958
R0256,communications,ACTIVE,1,7,220,1,1958
R0257,communications,ACTIVE,1,5,220,1,1958
R0258,communications,ACTIVE,1,5,220,1,1958
R0259,communications,ACTIVE,1,4,220,1,1958
R0260,emergency,ACTIVE,1,7,220,1,1958
R0261,power,ACTIVE,1,4,220,1,1958
R0262,traffic,ACTIVE,1,6,220,1,1958
R0263,power,ACTIVE,1,4,220,1,1958
R0264,transit,ACTIVE,1,5,220,1,1958
R0265,water,ACTIVE,1,6,220,1,1958
R0266,emergency,ACTIVE,1,4,220,1,1958
R0267,transit,ACTIVE,1,5,220,1,1958
R0268,water,ACTIVE,1,7,220,1,1958
R0269,power,ACTIVE,1,4,220,1,1958
R0270,waste,ACTIVE,1,4,220,1,1958
R0271,emergency,ACTIVE,1,4,220,1,1958
R0272,communications,ACTIVE,1,4,220,1,1958
R0273,communications,ACTIVE,1,5,220,1,1958
R0274,transit,ACTIVE,1,5,220,1,1958
R0275,communications,ACTIVE,1,6,220,1,1958
R0276,water,ACTIVE,1,4,220,1,1958
R0277,waste,ACTIVE,1,5,220,1,1958
R0278,traffic,ACTIVE,1,7,220,1,1958
R0279,transit,ACTIVE,1,5,220,1,1958
R0280,waste,ACTIVE,1,5,220,1,1958
R0281,emergency,ACTIVE,1,7,220,1,1958
R0282,communications,ACTIVE,1,7,220,1,1958
R0283,power,ACTIVE,1,4,220,1,1958
R0284,water,ACTIVE,1,5,220,1,1958
R0285,communications,ACTIVE,1,7,220,1,1958
R0286,water,ACTIVE,1,4,220,1,1958
R0287,water,ACTIVE,1,7,220,1,1958
R0288,power,ACTIVE,1,4,220,1,1958
R0289,emergency,ACTIVE,1,7,220,1,1958
R0290,waste,ACTIVE,1,6,220,1,1958
R0291,water,ACTIVE,1,4,220,1,1958
R0292,communications,ACTIVE,1,6,220,1,1958
R0293,emergency,ACTIVE,1,4,220,1,1958
R0294,traffic,ACTIVE,1,4,220,1,1958
R0295,water,ACTIVE,1,6,220,1,1958
R0296,waste,ACTIVE,1,4,220,1,1958
R0297,water,ACTIVE,1,6,220,1,1958
R0298,transit,ACTIVE,1,5,220,1,1958
R0299,emergency,ACTIVE,1,7,220,1,1958
R0300,emergency,ACTIVE,1,7,220,1,1958
R0301,waste,ACTIVE,1,5,220,1,1958
R0302,water,ACTIVE,1,6,220,1,1958
R0303,transit,ACTIVE,1,6,220,1,1958
R0304,power,ACTIVE,1,6,220,1,1958
R0305,traffic,ACTIVE,1,7,220,1,1958
R0306,waste,ACTIVE,1,4,220,1,1958
R0307,transit,ACTIVE,1,6,220,1,1958
R0308,power,ACTIVE,1,4,220,1,1958
R0309,power,ACTIVE,1,6,220,1,1958
R0310,emergency,ACTIVE,1,5,220,1,1958
R0311,water,ACTIVE,1,4,220,1,1958
R0312,transit,ACTIVE,1,5,220,1,1958
R0313,traffic,ACTIVE,1,7,220,1,1958
R0314,waste,ACTIVE,1,6,220,1,1958
R0315,communications,ACTIVE,1,6,220,1,1958
R0316,water,ACTIVE,1,4,220,1,1958
R0317,communications,ACTIVE,1,5,220,1,1958
R0318,water,ACTIVE,1,7,220,1,1958
R0319,traffic,ACTIVE,1,4,220,1,1958
R0320,water,ACTIVE,1,4,220,1,1958
R0321,water,ACTIVE,1,4,220,1,1958
R0322,power,ACTIVE,1,6,220,1,1958
R0323,emergency,ACTIVE,1,7,220,1,1958
R0324,waste,ACTIVE,1,5,220,1,1958
R0325,water,ACTIVE,1,5,220,1,1958
R0326,water,ACTIVE,1,6,220,1,1958
R0327,power,ACTIVE,0,7,28,65,1958
R0328,traffic,DEFERRED,1,3,90,7,1958
R0329,communications,ACTIVE,1,4,220,1,1958
R0330,water,ACTIVE,1,7,220,1,1958
R0331,waste,ACTIVE,1,5,220,1,1958
R0332,power,ACTIVE,1,6,220,1,1958
R0333,waste,ACTIVE,1,7,220,1,1958
R0334,communications,ACTIVE,1,5,220,1,1958
R0335,emergency,ACTIVE,1,6,220,1,1958
R0336,emergency,ACTIVE,1,7,220,1,1958
R0337,communications,ACTIVE,1,5,220,1,1958
R0338,power,ACTIVE,1,4,220,1,1958
R0339,emergency,ACTIVE,1,6,220,1,1958
R0340,waste,ACTIVE,1,5,220,1,1958
R0341,power,ACTIVE,1,7,220,1,1958
R0342,power,ACTIVE,1,6,220,1,1958
R0343,emergency,ACTIVE,1,4,220,1,1958
R0344,waste,ACTIVE,1,5,220,1,1958
R0345,communications,ACTIVE,1,5,220,1,1958
R0346,power,ACTIVE,1,6,220,1,1958
R0347,traffic,ACTIVE,1,7,220,1,1958
R0348,emergency,ACTIVE,1,6,220,1,1958
R0349,traffic,ACTIVE,1,4,220,1,1958
R0350,water,ACTIVE,1,5,220,1,1958
R0351,power,ACTIVE,1,5,220,1,1958
R0352,emergency,ACTIVE,1,6,220,1,1958
R0353,waste,ACTIVE,1,5,220,1,1958
R0354,waste,ACTIVE,1,7,220,1,1958
R0355,waste,ACTIVE,1,5,220,1,1958
R0356,traffic,ACTIVE,1,4,220,1,1958
R0357,communications,ACTIVE,1,4,220,1,1958
R0358,waste,ACTIVE,1,4,220,1,1958
R0359,emergency,ACTIVE,1,7,220,1,1958
R0360,emergency,ACTIVE,1,6,220,1,1958
R0361,communications,ACTIVE,1,4,220,1,1958
R0362,water,ACTIVE,1,4,220,1,1958
R0363,communications,ACTIVE,1,5,220,1,1958
R0364,emergency,ACTIVE,1,5,220,1,1958
R0365,waste,ACTIVE,1,4,220,1,1958
