record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,transit,ACTIVE,1,6,220,1,9549
R0002,power,ACTIVE,1,6,220,1,9549
R0003,emergency,ACTIVE,1,7,220,1,9549
R0004,power,ACTIVE,1,4,220,1,9549
R0005,communications,ACTIVE,1,7,220,1,9549
R0006,communications,ACTIVE,1,6,220,1,9549
R0007,power,ACTIVE,1,4,220,1,9549
R0008,water,ACTIVE,1,4,220,1,9549
R0009,transit,ACTIVE,1,7,220,1,9549
R0010,water,ACTIVE,1,5,220,1,9549
R0011,emergency,ACTIVE,1,4,220,1,9549
R0012,waste,ACTIVE,1,4,220,1,9549
R0013,water,ACTIVE,1,4,220,1,9549
R0014,communications,ACTIVE,1,4,57,46,9549
R0015,communications,ACTIVE,1,4,220,1,9549
R0016,water,ACTIVE,1,6,220,1,9549
R0017,communications,ACTIVE,1,4,220,1,9549
R0018,traffic,ACTIVE,1,7,220,1,9549
R0019,waste,ACTIVE,1,7,220,1,9549
R0020,transit,ACTIVE,1,4,220,1,9549
R0021,transit,ACTIVE,1,6,115,40,9549
R0022,water,ACTIVE,1,4,220,1,9549
R0023,traffic,ACTIVE,1,7,220,1,9549
R0024,transit,ACTIVE,1,7,220,1,9549
R0025,transit,INACTIVE,0,2,135,140,9549
R0026,communications,ACTIVE,1,6,220,1,9549
R0027,transit,ACTIVE,1,6,220,1,9549
R0028,traffic,ACTIVE,1,4,220,1,9549
R0029,emergency,ACTIVE,1,7,220,1,9549
R0030,traffic,ACTIVE,1,5,220,1,9549
R0031,water,ACTIVE,1,6,220,1,9549
R0032,waste,ACTIVE,1,7,220,1,9549
R0033,emergency,ACTIVE,1,7,220,1,9549
R0034,traffic,ACTIVE,1,6,220,1,9549
R0035,water,ACTIVE,1,7,220,1,9549
R0036,emergency,ACTIVE,1,6,220,1,9549
R0037,waste,ACTIVE,1,6,220,1,9549
R0038,water,ACTIVE,1,6,220,1,9549
R0039,transit,ACTIVE,1,7,220,1,9549
R0040,traffic,ACTIVE,1,6,220,1,9549
R0041,emergency,ACTIVE,1,5,220,1,9549
R0042,traffic,ACTIVE,1,5,220,1,9549
R0043,traffic,ACTIVE,1,6,220,1,9549
R0044,water,ACTIVE,1,7,220,1,9549
R0045,power,ACTIVE,1,7,220,1,9549
R0046,emergency,ACTIVE,1,4,220,1,9549
R0047,power,ACTIVE,1,5,220,1,9549
R0048,communications,ACTIVE,1,5,220,1,9549
R0049,emergency,ACTIVE,1,6,220,1,9549
R0050,traffic,ACTIVE,1,5,220,1,9549
R0051,water,ACTIVE,1,6,220,1,9549
R0052,transit,ACTIVE,1,4,220,1,9549
R0053,power,ACTIVE,1,7,220,1,9549
R0054,water,ACTIVE,1,4,220,1,9549
R0055,communications,ACTIVE,1,7,220,1,9549
R0056,transit,ACTIVE,1,4,220,1,9549
R0057,water,ACTIVE,1,7,220,1,9549
R0058,water,ACTIVE,1,7,220,1,9549
R0059,emergency,ACTIVE,1,7,220,1,9549
R0060,transit,ACTIVE,0,5,49,48,9549
R0061,transit,ACTIVE,1,4,220,1,9549
R0062,emergency,ACTIVE,1,4,220,1,9549
R0063,waste,ACTIVE,1,7,220,1,9549
R0064,water,ACTIVE,1,7,220,1,9549
R0065,transit,ACTIVE,1,5,220,1,9549
R0066,communications,ACTIVE,1,4,220,1,9549
R0067,transit,ACTIVE,1,5,220,1,9549
R0068,emergency,DEFERRED,1,2,101,127,9549
R0069,water,ACTIVE,1,5,220,1,9549
R0070,power,ACTIVE,1,5,220,1,9549
R0071,traffic,ACTIVE,1,4,220,1,9549
R0072,waste,ACTIVE,1,5,220,1,9549
R0073,water,ACTIVE,1,5,220,1,9549
R0074,waste,ACTIVE,1,7,220,1,9549
R0075,traffic,ACTIVE,1,7,220,1,9549
R0076,transit,ACTIVE,1,7,220,1,9549
R0077,communications,ACTIVE,1,5,220,1,9549
R0078,power,ACTIVE,1,7,220,1,9549
R0079,traffic,ACTIVE,1,5,220,1,9549
R0080,water,ACTIVE,1,6,220,1,9549
R0081,water,ACTIVE,1,6,220,1,9549
R0082,emergency,ACTIVE,1,7,220,1,9549
R0083,communications,ACTIVE,1,4,220,1,9549
R0084,traffic,ACTIVE,1,7,220,1,9549
R0085,traffic,ACTIVE,1,4,220,1,9549
R0086,emergency,ACTIVE,1,4,220,1,9549
R0087,waste,ACTIVE,1,7,220,1,9549
R0088,water,ACTIVE,1,6,220,1,9549
