record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,emergency,ACTIVE,0,7,90,131,5202
R0002,emergency,ACTIVE,1,6,42,35,5202
R0003,traffic,ACTIVE,0,4,15,9,5202
R0004,water,COMPLETE,1,5,121,78,5202
R0005,traffic,INACTIVE,1,7,97,59,5202
R0006,emergency,QUEUED,1,3,42,23,5202
R0007,transit,ACTIVE,0,5,127,45,5202
R0008,transit,ACTIVE,0,6,55,79,5202
R0009,water,DEFERRED,1,2,18,107,5202
R0010,transit,ACTIVE,1,1,154,10,5202
R0011,power,COMPLETE,1,5,152,52,5202
R0012,transit,ACTIVE,1,4,21,62,5202
R0013,transit,ACTIVE,1,5,151,6,5202
R0014,waste,ACTIVE,1,4,61,5,5202
R0015,waste,ACTIVE,0,4,25,95,5202
R0016,emergency,ACTIVE,1,6,106,122,5202
R0017,power,ACTIVE,1,1,61,73,5202
R0018,waste,ACTIVE,1,1,129,38,5202
R0019,transit,COMPLETE,1,6,9,130,5202
R0020,traffic,ACTIVE,1,3,67,94,5202
R0021,traffic,ACTIVE,1,1,67,26,5202
R0022,water,ACTIVE,1,3,84,71,5202
R0023,power,ACTIVE,0,6,143,133,5202
R0024,power,INACTIVE,1,2,49,127,5202
R0025,emergency,ACTIVE,1,2,164,111,5202
R0026,water,ACTIVE,0,7,85,18,5202
R0027,communications,ACTIVE,0,4,70,41,5202
R0028,water,QUEUED,1,7,26,62,5202
R0029,traffic,QUEUED,0,3,107,30,5202
R0030,waste,COMPLETE,1,7,80,13,5202
R0031,emergency,ACTIVE,1,6,23,116,5202
R0032,transit,INACTIVE,1,2,128,136,5202
R0033,water,DEFERRED,1,1,33,4,5202
R0034,waste,ACTIVE,0,6,163,73,5202
R0035,waste,ACTIVE,1,3,163,4,5202
R0036,emergency,ACTIVE,0,5,124,89,5202
R0037,water,ACTIVE,0,6,21,40,5202
R0038,communications,INACTIVE,0,3,22,36,5202
R0039,emergency,INACTIVE,0,1,86,40,5202
R0040,waste,ACTIVE,1,4,153,7,5202
R0041,transit,DEFERRED,1,2,129,83,5202
R0042,emergency,ACTIVE,1,6,144,47,5202
R0043,communications,ACTIVE,0,4,45,94,5202
R0044,communications,DEFERRED,1,6,142,41,5202
R0045,power,INACTIVE,1,4,78,68,5202
R0046,transit,ACTIVE,1,3,38,69,5202
R0047,power,DEFERRED,1,3,82,26,5202
R0048,traffic,ACTIVE,1,2,142,130,5202
R0049,power,ACTIVE,1,1,7,14,5202
R0050,water,ACTIVE,0,6,124,86,5202
R0051,power,COMPLETE,1,2,119,57,5202
R0052,communications,INACTIVE,0,2,24,86,5202
R0053,communications,COMPLETE,1,6,103,24,5202
R0054,traffic,COMPLETE,1,1,52,122,5202
R0055,traffic,ACTIVE,1,7,130,95,5202
R0056,transit,ACTIVE,0,6,117,95,5202
R0057,traffic,DEFERRED,0,2,127,124,5202
R0058,communications,ACTIVE,1,5,214,140,5202
R0059,communications,ACTIVE,1,6,9,123,5202
R0060,power,ACTIVE,1,2,179,124,5202
R0061,waste,ACTIVE,1,1,61,56,5202
R0062,transit,DEFERRED,1,3,68,24,5202
R0063,water,QUEUED,1,7,121,66,5202
R0064,power,INACTIVE,1,5,58,9,5202
R0065,traffic,QUEUED,0,2,145,18,5202
R0066,emergency,ACTIVE,1,4,81,54,5202
R0067,communications,ACTIVE,1,2,18,33,5202
R0068,communications,ACTIVE,0,7,137,58,5202
R0069,emergency,ACTIVE,0,6,124,40,5202
R0070,power,QUEUED,1,1,129,51,5202
R0071,communications,DEFERRED,1,7,80,10,5202
R0072,traffic,QUEUED,1,7,169,65,5202
R0073,transit,ACTIVE,1,2,136,37,5202
R0074,transit,COMPLETE,0,2,161,111,5202
R0075,communications,ACTIVE,1,6,131,56,5202
R0076,water,DEFERRED,1,2,153,59,5202
R0077,water,ACTIVE,1,7,9,21,5202
R0078,waste,ACTIVE,0,5,116,120,5202
R0079,waste,COMPLETE,1,3,113,108,5202
R0080,traffic,DEFERRED,1,2,95,16,5202
R0081,emergency,COMPLETE,1,6,60,30,5202
R0082,power,ACTIVE,1,7,97,14,5202
R0083,traffic,QUEUED,1,4,174,105,5202
R0084,water,ACTIVE,1,4,136,101,5202
R0085,power,ACTIVE,1,6,167,124,5202
R0086,traffic,ACTIVE,0,5,79,50,5202
R0087,transit,ACTIVE,1,3,102,60,5202
R0088,waste,ACTIVE,1,2,25,66,5202
