reading_id,district,signal_strength,district_code
R0001,toxteth,72.340,812885
R0002,toxteth,72.310,812885
R0003,old_swan,74.840,382963
R0004,wavertree,72.805,123615
R0005,aigburth,70.833,580862
R0006,sefton_park,71.958,289662
R0007,garston,72.526,668247
R0008,toxteth,71.707,812885
R0009,allerton,72.295,249353
R0010,maghull,72.180,138756
R0011,birkenhead,73.009,231003
R0012,woolton,72.545,779949
R0013,sefton_park,73.579,289662
R0014,garston,72.371,668247
R0015,old_swan,71.084,382963
R0016,broadgreen,70.994,902157
R0017,kirkby,74.281,237989
R0018,toxteth,73.972,812885
R0019,allerton,72.608,249353
R0020,prescot,72.513,349093
R0021,birkenhead,71.467,231003
R0022,old_swan,72.084,382963
R0023,fazakerley,73.307,864567
R0024,childwall,71.716,137259
R0025,maghull,72.569,138756
R0026,old_swan,72.812,382963
R0027,aigburth,72.971,580862
R0028,crosby,72.736,306031
R0029,kirkby,73.533,237989
R0030,wavertree,72.815,123615
R0031,west_derby,71.381,630092
R0032,garston,71.435,668247
R0033,woolton,72.569,779949
R0034,bootle,69.966,450509
R0035,toxteth,71.665,812885
R0036,speke,72.511,819034
R0037,allerton,72.727,249353
R0038,fazakerley,71.893,864567
R0039,huyton,71.876,109656
R0040,kirkdale,71.697,302303
R0041,prescot,71.865,349093
R0042,everton,72.478,675644
R0043,birkenhead,74.179,231003
R0044,garston,71.630,668247
R0045,knotty_ash,71.525,805187
R0046,wavertree,72.419,123615
R0047,prescot,72.947,349093
R0048,old_swan,72.195,382963
R0049,crosby,70.423,306031
R0050,crosby,72.128,306031
R0051,aigburth,73.472,580862
R0052,aigburth,72.465,580862
R0053,garston,71.940,668247
R0054,everton,73.421,675644
R0055,speke,71.325,819034
R0056,woolton,73.265,779949
R0057,garston,71.534,668247
R0058,mossley_hill,73.324,333758
R0059,kirkby,73.478,237989
R0060,aigburth,71.953,580862
R0061,mossley_hill,72.907,333758
R0062,bootle,72.328,450509
R0063,birkenhead,72.338,231003
R0064,toxteth,73.193,812885
R0065,garston,73.803,668247
R0066,aigburth,71.231,580862
R0067,old_swan,73.558,382963
R0068,aigburth,73.845,580862
R0069,knotty_ash,72.694,805187
R0070,anfield,71.486,464155
R0071,huyton,73.581,109656
R0072,birkenhead,71.922,231003
R0073,bootle,73.615,450509
R0074,bootle,73.452,450509
R0075,anfield,71.403,464155
R0076,toxteth,72.457,812885
R0077,speke,73.323,819034
R0078,kirkdale,74.280,302303
R0079,knotty_ash,71.923,805187
R0080,broadgreen,72.398,902157
R0081,huyton,69.930,109656
R0082,fazakerley,71.406,864567
R0083,wavertree,73.387,123615
R0084,old_swan,71.649,382963
R0085,crosby,71.354,306031
R0086,woolton,72.819,779949
R0087,crosby,73.270,306031
R0088,allerton,73.243,249353
R0089,prescot,73.688,349093
R0090,everton,71.893,675644
R0091,huyton,72.439,109656
R0092,anfield,72.995,464155
R0093,speke,72.494,819034
R0094,crosby,72.614,306031
R0095,mossley_hill,72.028,333758
R0096,old_swan,72.502,382963
R0097,aigburth,71.948,580862
R0098,toxteth,71.063,812885
R0099,kirkdale,74.132,302303
R0100,everton,71.544,675644
R0101,sefton_park,70.978,289662
R0102,birkenhead,72.731,231003
R0103,garston,71.679,668247
R0104,prescot,74.672,349093
R0105,sefton_park,71.396,289662
R0106,aigburth,71.946,580862
R0107,knotty_ash,73.247,805187
R0108,speke,74.030,819034
R0109,huyton,70.691,109656
R0110,woolton,74.637,779949
R0111,sefton_park,72.601,289662
R0112,everton,72.238,675644
R0113,wavertree,71.429,123615
R0114,fazakerley,71.911,864567
R0115,allerton,72.048,249353
R0116,fazakerley,72.948,864567
R0117,broadgreen,73.307,902157
R0118,speke,73.216,819034
R0119,bootle,71.012,450509
R0120,sefton_park,73.056,289662
R0121,broadgreen,73.283,902157
R0122,allerton,72.128,249353
R0123,toxteth,73.305,812885
R0124,mossley_hill,71.495,333758
R0125,childwall,72.409,137259
R0126,birkenhead,71.320,231003
R0127,sefton_park,73.774,289662
R0128,aigburth,73.449,580862
R0129,everton,74.389,675644
R0130,wavertree,71.474,123615
R0131,kirkby,72.953,237989
R0132,everton,71.664,675644
R0133,toxteth,73.028,812885
