record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,emergency,ACTIVE,1,4,220,1,4156
R0002,emergency,ACTIVE,1,6,220,1,4156
R0003,power,ACTIVE,0,7,130,75,4156
R0004,communications,ACTIVE,1,7,220,1,4156
R0005,transit,ACTIVE,1,4,220,1,4156
R0006,waste,ACTIVE,1,6,220,1,4156
R0007,transit,ACTIVE,1,7,220,1,4156
R0008,water,ACTIVE,1,5,220,1,4156
R0009,communications,ACTIVE,1,4,220,1,4156
R0010,power,ACTIVE,1,5,220,1,4156
R0011,waste,ACTIVE,1,6,220,1,4156
R0012,transit,ACTIVE,1,5,220,1,4156
R0013,water,ACTIVE,1,5,220,1,4156
R0014,water,ACTIVE,1,6,220,1,4156
R0015,waste,ACTIVE,1,5,220,1,4156
R0016,waste,ACTIVE,1,5,220,1,4156
R0017,emergency,ACTIVE,1,6,220,1,4156
R0018,traffic,ACTIVE,1,6,220,1,4156
R0019,waste,ACTIVE,1,6,220,1,4156
R0020,traffic,ACTIVE,1,7,220,1,4156
R0021,communications,ACTIVE,1,6,220,1,4156
R0022,emergency,ACTIVE,1,6,220,1,4156
R0023,emergency,ACTIVE,1,4,220,1,4156
R0024,power,ACTIVE,1,6,220,1,4156
R0025,waste,ACTIVE,1,7,220,1,4156
R0026,water,ACTIVE,1,6,220,1,4156
R0027,communications,ACTIVE,1,5,220,1,4156
R0028,waste,ACTIVE,1,6,220,1,4156
R0029,water,ACTIVE,1,4,220,1,4156
R0030,emergency,ACTIVE,1,6,220,1,4156
R0031,communications,ACTIVE,1,6,220,1,4156
R0032,transit,ACTIVE,1,6,220,1,4156
R0033,water,ACTIVE,1,6,220,1,4156
R0034,emergency,ACTIVE,1,7,220,1,4156
R0035,communications,ACTIVE,1,6,220,1,4156
R0036,traffic,ACTIVE,1,5,220,1,4156
R0037,traffic,ACTIVE,1,5,220,1,4156
R0038,transit,ACTIVE,1,5,220,1,4156
R0039,waste,ACTIVE,1,6,220,1,4156
R0040,transit,ACTIVE,1,4,220,1,4156
R0041,waste,ACTIVE,1,7,220,1,4156
R0042,power,ACTIVE,1,5,220,1,4156
R0043,power,ACTIVE,1,4,220,1,4156
R0044,traffic,ACTIVE,1,4,220,1,4156
R0045,traffic,ACTIVE,1,4,220,1,4156
R0046,power,ACTIVE,1,5,220,1,4156
R0047,communications,ACTIVE,1,6,220,1,4156
R0048,emergency,ACTIVE,1,4,220,1,4156
R0049,power,ACTIVE,1,5,220,1,4156
R0050,water,COMPLETE,1,3,116,24,4156
R0051,emergency,ACTIVE,1,4,220,1,4156
R0052,transit,ACTIVE,1,5,220,1,4156
R0053,waste,ACTIVE,1,5,220,1,4156
R0054,emergency,ACTIVE,1,4,220,1,4156
R0055,waste,ACTIVE,1,7,220,1,4156
R0056,water,ACTIVE,1,7,220,1,4156
R0057,transit,ACTIVE,1,5,220,1,4156
R0058,communications,ACTIVE,1,5,220,1,4156
R0059,emergency,ACTIVE,1,7,220,1,4156
R0060,traffic,ACTIVE,1,4,220,1,4156
R0061,communications,ACTIVE,1,4,220,1,4156
R0062,emergency,ACTIVE,1,5,220,1,4156
R0063,power,ACTIVE,1,7,220,1,4156
R0064,emergency,ACTIVE,1,4,220,1,4156
R0065,emergency,ACTIVE,1,6,220,1,4156
R0066,communications,ACTIVE,1,7,220,1,4156
R0067,waste,ACTIVE,1,5,220,1,4156
R0068,emergency,ACTIVE,1,6,220,1,4156
R0069,emergency,ACTIVE,1,7,220,1,4156
R0070,waste,ACTIVE,1,5,220,1,4156
R0071,traffic,ACTIVE,1,5,220,1,4156
R0072,waste,ACTIVE,1,5,220,1,4156
R0073,waste,ACTIVE,1,3,176,65,4156
R0074,water,ACTIVE,1,5,220,1,4156
R0075,emergency,ACTIVE,1,5,220,1,4156
R0076,waste,ACTIVE,1,5,220,1,4156
R0077,transit,ACTIVE,1,4,220,1,4156
R0078,waste,ACTIVE,1,6,220,1,4156
R0079,water,ACTIVE,1,7,220,1,4156
R0080,power,ACTIVE,1,6,220,1,4156
R0081,water,ACTIVE,1,6,220,1,4156
R0082,waste,ACTIVE,1,4,220,1,4156
R0083,communications,ACTIVE,1,5,220,1,4156
R0084,communications,ACTIVE,1,6,220,1,4156
R0085,transit,ACTIVE,1,4,220,1,4156
R0086,traffic,ACTIVE,1,5,220,1,4156
R0087,transit,ACTIVE,1,4,220,1,4156
R0088,water,ACTIVE,1,5,220,1,4156
R0089,power,ACTIVE,1,7,220,1,4156
R0090,communications,ACTIVE,1,4,220,1,4156
R0091,transit,ACTIVE,1,7,220,1,4156
R0092,emergency,ACTIVE,1,5,220,1,4156
R0093,waste,ACTIVE,1,4,220,1,4156
R0094,power,ACTIVE,1,6,220,1,4156
R0095,water,ACTIVE,1,5,220,1,4156
R0096,power,ACTIVE,1,7,220,1,4156
R0097,traffic,ACTIVE,1,4,220,1,4156
R0098,power,ACTIVE,1,4,220,1,4156
R0099,water,ACTIVE,1,4,220,1,4156
R0100,transit,ACTIVE,1,4,220,1,4156
R0101,power,ACTIVE,1,4,220,1,4156
R0102,communications,ACTIVE,1,5,220,1,4156
R0103,communications,ACTIVE,1,7,220,1,4156
R0104,emergency,ACTIVE,1,4,220,1,4156
R0105,water,ACTIVE,1,6,220,1,4156
R0106,traffic,ACTIVE,1,7,220,1,4156
R0107,waste,ACTIVE,1,7,220,1,4156
R0108,power,ACTIVE,1,7,220,1,4156
R0109,traffic,ACTIVE,1,4,220,1,4156
