record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,emergency,ACTIVE,1,4,220,1,3231
R0002,transit,ACTIVE,1,7,220,1,3231
R0003,water,ACTIVE,1,4,220,1,3231
R0004,waste,ACTIVE,1,7,220,1,3231
R0005,waste,ACTIVE,1,4,220,1,3231
R0006,water,ACTIVE,1,5,220,1,3231
R0007,emergency,ACTIVE,1,7,220,1,3231
R0008,water,ACTIVE,1,7,220,1,3231
R0009,communications,ACTIVE,1,7,220,1,3231
R0010,waste,ACTIVE,1,7,220,1,3231
R0011,communications,ACTIVE,1,4,220,1,3231
R0012,emergency,ACTIVE,1,4,220,1,3231
R0013,waste,ACTIVE,1,7,220,1,3231
R0014,traffic,ACTIVE,1,6,220,1,3231
R0015,traffic,ACTIVE,1,4,220,1,3231
R0016,water,ACTIVE,1,6,220,1,3231
R0017,power,ACTIVE,1,5,220,1,3231
R0018,transit,ACTIVE,1,4,220,1,3231
R0019,power,ACTIVE,1,6,220,1,3231
R0020,traffic,ACTIVE,1,5,220,1,3231
R0021,communications,ACTIVE,1,6,220,1,3231
R0022,communications,ACTIVE,1,7,220,1,3231
R0023,water,ACTIVE,1,6,220,1,3231
R0024,communications,ACTIVE,1,4,220,1,3231
R0025,communications,ACTIVE,1,7,220,1,3231
R0026,water,ACTIVE,1,4,220,1,3231
R0027,transit,ACTIVE,1,5,220,1,3231
R0028,emergency,ACTIVE,1,7,220,1,3231
R0029,traffic,ACTIVE,1,7,220,1,3231
R0030,power,ACTIVE,1,5,220,1,3231
R0031,water,ACTIVE,1,7,220,1,3231
R0032,waste,ACTIVE,1,7,220,1,3231
R0033,transit,ACTIVE,1,7,220,1,3231
R0034,traffic,ACTIVE,1,4,220,1,3231
R0035,communications,ACTIVE,1,6,220,1,3231
R0036,waste,ACTIVE,1,4,220,1,3231
R0037,water,ACTIVE,1,6,220,1,3231
R0038,waste,ACTIVE,1,6,220,1,3231
R0039,transit,ACTIVE,1,5,220,1,3231
R0040,water,ACTIVE,1,4,220,1,3231
R0041,waste,ACTIVE,1,7,220,1,3231
R0042,transit,ACTIVE,1,5,220,1,3231
R0043,transit,ACTIVE,1,4,220,1,3231
R0044,power,ACTIVE,1,7,220,1,3231
R0045,water,ACTIVE,1,5,220,1,3231
R0046,power,ACTIVE,1,7,220,1,3231
R0047,water,ACTIVE,1,6,220,1,3231
R0048,waste,ACTIVE,1,5,220,1,3231
R0049,communications,ACTIVE,1,6,220,1,3231
R0050,water,ACTIVE,1,6,220,1,3231
R0051,waste,ACTIVE,1,5,220,1,3231
R0052,communications,ACTIVE,1,6,220,1,3231
R0053,emergency,ACTIVE,1,7,220,1,3231
R0054,waste,ACTIVE,1,7,220,1,3231
R0055,emergency,ACTIVE,1,5,220,1,3231
R0056,emergency,ACTIVE,1,6,220,1,3231
R0057,waste,ACTIVE,1,5,220,1,3231
R0058,water,ACTIVE,1,6,220,1,3231
R0059,traffic,ACTIVE,1,5,220,1,3231
R0060,water,ACTIVE,1,4,220,1,3231
R0061,transit,ACTIVE,1,6,220,1,3231
R0062,emergency,ACTIVE,1,5,220,1,3231
R0063,power,ACTIVE,1,6,220,1,3231
R0064,power,ACTIVE,1,4,220,1,3231
R0065,waste,ACTIVE,1,6,220,1,3231
R0066,communications,ACTIVE,1,7,220,1,3231
R0067,communications,ACTIVE,1,6,220,1,3231
R0068,emergency,ACTIVE,1,7,220,1,3231
R0069,water,ACTIVE,1,7,220,1,3231
R0070,power,ACTIVE,1,5,220,1,3231
R0071,traffic,ACTIVE,1,7,220,1,3231
R0072,emergency,ACTIVE,1,5,220,1,3231
R0073,traffic,ACTIVE,1,7,220,1,3231
R0074,emergency,ACTIVE,1,5,220,1,3231
R0075,communications,ACTIVE,1,4,220,1,3231
R0076,power,ACTIVE,1,5,220,1,3231
R0077,traffic,ACTIVE,0,4,85,80,3231
R0078,power,ACTIVE,1,4,220,1,3231
R0079,communications,ACTIVE,1,4,220,1,3231
R0080,traffic,ACTIVE,1,6,220,1,3231
R0081,power,ACTIVE,1,5,220,1,3231
R0082,communications,ACTIVE,1,7,220,1,3231
R0083,waste,ACTIVE,1,5,220,1,3231
R0084,emergency,ACTIVE,1,7,220,1,3231
R0085,transit,ACTIVE,1,7,220,1,3231
R0086,transit,ACTIVE,1,5,220,1,3231
R0087,emergency,ACTIVE,1,7,220,1,3231
R0088,traffic,ACTIVE,1,5,220,1,3231
R0089,transit,ACTIVE,1,5,220,1,3231
R0090,traffic,ACTIVE,1,6,220,1,3231
R0091,water,ACTIVE,1,7,220,1,3231
R0092,emergency,ACTIVE,1,4,220,1,3231
R0093,power,ACTIVE,1,5,220,1,3231
R0094,power,ACTIVE,1,7,220,1,3231
R0095,power,ACTIVE,1,4,220,1,3231
R0096,water,ACTIVE,1,6,220,1,3231
R0097,waste,ACTIVE,1,4,220,1,3231
R0098,emergency,ACTIVE,1,6,220,1,3231
R0099,waste,ACTIVE,1,4,220,1,3231
R0100,communications,ACTIVE,1,4,220,1,3231
R0101,power,ACTIVE,1,5,220,1,3231
R0102,waste,ACTIVE,1,2,179,35,3231
R0103,communications,ACTIVE,1,4,220,1,3231
R0104,emergency,ACTIVE,1,6,220,1,3231
R0105,water,ACTIVE,1,5,220,1,3231
R0106,waste,ACTIVE,1,4,220,1,3231
R0107,communications,ACTIVE,1,6,220,1,3231
R0108,traffic,ACTIVE,1,5,220,1,3231
R0109,transit,ACTIVE,1,4,220,1,3231
R0110,emergency,ACTIVE,1,4,220,1,3231
R0111,power,ACTIVE,1,4,220,1,3231
R0112,waste,ACTIVE,1,4,220,1,3231
R0113,water,ACTIVE,1,6,220,1,3231
R0114,water,ACTIVE,1,5,220,1,3231
R0115,water,ACTIVE,1,6,220,1,3231
R0116,waste,ACTIVE,1,5,220,1,3231
R0117,power,ACTIVE,1,4,220,1,3231
R0118,power,ACTIVE,1,6,220,1,3231
R0119,transit,ACTIVE,1,6,220,1,3231
R0120,emergency,ACTIVE,1,4,220,1,3231
R0121,traffic,ACTIVE,1,4,220,1,3231
R0122,traffic,ACTIVE,1,4,220,1,3231
R0123,power,ACTIVE,1,6,220,1,3231
R0124,power,ACTIVE,1,5,220,1,3231
R0125,emergency,ACTIVE,1,4,220,1,3231
R0126,communications,ACTIVE,1,6,220,1,3231
R0127,power,ACTIVE,1,7,220,1,3231
R0128,transit,ACTIVE,1,5,220,1,3231
R0129,water,ACTIVE,1,7,220,1,3231
R0130,water,ACTIVE,1,7,220,1,3231
R0131,emergency,ACTIVE,1,6,220,1,3231
R0132,communications,ACTIVE,1,4,220,1,3231
R0133,emergency,ACTIVE,1,4,220,1,3231
R0134,power,QUEUED,1,7,174,40,3231
R0135,communications,ACTIVE,1,6,220,1,3231
R0136,communications,ACTIVE,1,7,220,1,3231
R0137,traffic,ACTIVE,1,7,220,1,3231
R0138,communications,ACTIVE,1,7,220,1,3231
R0139,power,ACTIVE,1,6,220,1,3231
R0140,water,ACTIVE,1,5,220,1,3231
R0141,traffic,ACTIVE,1,4,220,1,3231
R0142,transit,ACTIVE,1,5,220,1,3231
R0143,waste,ACTIVE,1,5,220,1,3231
