reading_id,district,signal_strength,district_code
R0001,crosby,71.988,991025
R0002,aigburth,71.609,253860
R0003,crosby,74.222,991025
R0004,fazakerley,71.520,150288
R0005,old_swan,72.469,904043
R0006,prescot,71.222,161850
R0007,everton,70.311,128864
R0008,prescot,72.258,161850
R0009,west_derby,72.580,303467
R0010,everton,71.201,128864
R0011,broadgreen,70.455,822574
R0012,kirkby,73.150,899719
R0013,aigburth,70.592,253860
R0014,garston,72.233,818115
R0015,aigburth,71.039,253860
R0016,kirkdale,72.360,357851
R0017,fazakerley,70.974,150288
R0018,fazakerley,72.443,150288
R0019,woolton,72.682,525354
R0020,garston,72.360,818115
R0021,west_derby,69.533,303467
R0022,knotty_ash,73.427,976852
R0023,birkenhead,71.761,774444
R0024,woolton,70.637,525354
R0025,kirkdale,73.364,357851
R0026,birkenhead,74.136,774444
R0027,childwall,74.087,840472
R0028,childwall,72.433,840472
R0029,broadgreen,72.800,822574
R0030,birkenhead,72.379,774444
R0031,everton,72.562,128864
R0032,sefton_park,71.021,184516
R0033,everton,71.883,128864
R0034,old_swan,73.359,904043
R0035,bootle,72.169,790152
R0036,crosby,72.968,991025
R0037,anfield,73.432,793250
R0038,prescot,71.736,161850
R0039,crosby,72.556,991025
R0040,allerton,70.803,383954
R0041,kirkdale,72.101,357851
R0042,speke,71.705,467550
R0043,crosby,72.064,991025
R0044,garston,71.242,818115
R0045,kirkdale,72.521,357851
R0046,kirkdale,71.301,357851
R0047,toxteth,73.005,111917
R0048,broadgreen,72.290,822574
R0049,aigburth,69.240,253860
R0050,wavertree,70.725,756411
R0051,garston,72.894,818115
R0052,broadgreen,70.978,822574
R0053,childwall,72.476,840472
R0054,broadgreen,71.193,822574
R0055,mossley_hill,70.880,159401
R0056,mossley_hill,72.598,159401
R0057,kirkdale,71.259,357851
R0058,mossley_hill,71.874,159401
R0059,allerton,70.195,383954
R0060,mossley_hill,72.326,159401
R0061,birkenhead,70.499,774444
R0062,toxteth,70.928,111917
R0063,childwall,71.741,840472
R0064,allerton,72.791,383954
R0065,huyton,70.685,906843
R0066,broadgreen,71.671,822574
R0067,mossley_hill,72.047,159401
R0068,broadgreen,72.488,822574
R0069,maghull,71.620,112990
R0070,speke,69.951,467550
R0071,west_derby,72.667,303467
R0072,prescot,71.015,161850
R0073,kirkby,72.210,899719
R0074,childwall,72.026,840472
R0075,west_derby,72.892,303467
R0076,birkenhead,71.806,774444
R0077,birkenhead,71.674,774444
R0078,west_derby,73.186,303467
R0079,bootle,71.793,790152
R0080,crosby,70.481,991025
R0081,allerton,71.784,383954
R0082,everton,72.133,128864
R0083,wavertree,71.771,756411
R0084,knotty_ash,72.317,976852
R0085,huyton,71.667,906843
R0086,knotty_ash,72.085,976852
R0087,garston,70.961,818115
R0088,speke,74.188,467550
R0089,fazakerley,70.735,150288
R0090,anfield,70.658,793250
R0091,knotty_ash,71.025,976852
R0092,allerton,72.525,383954
R0093,kirkdale,71.712,357851
R0094,woolton,71.301,525354
R0095,toxteth,70.938,111917
R0096,huyton,71.917,906843
R0097,huyton,72.950,906843
R0098,wavertree,70.828,756411
R0099,allerton,73.882,383954
R0100,garston,71.725,818115
R0101,aigburth,72.625,253860
R0102,broadgreen,72.246,822574
R0103,fazakerley,71.748,150288
R0104,kirkdale,71.192,357851
R0105,birkenhead,69.744,774444
R0106,sefton_park,70.902,184516
R0107,garston,71.825,818115
R0108,wavertree,69.587,756411
R0109,fazakerley,72.544,150288
R0110,toxteth,71.883,111917
R0111,anfield,73.006,793250
R0112,allerton,73.074,383954
R0113,bootle,71.087,790152
R0114,childwall,72.151,840472
R0115,prescot,71.361,161850
R0116,everton,70.732,128864
R0117,west_derby,72.078,303467
R0118,crosby,73.531,991025
R0119,wavertree,70.925,756411
R0120,toxteth,71.640,111917
R0121,fazakerley,71.445,150288
R0122,kirkdale,72.599,357851
R0123,anfield,72.857,793250
R0124,bootle,72.536,790152
R0125,kirkby,74.424,899719
R0126,knotty_ash,73.637,976852
R0127,huyton,72.159,906843
R0128,wavertree,70.844,756411
R0129,speke,71.928,467550
R0130,mossley_hill,70.779,159401
R0131,anfield,70.908,793250
R0132,toxteth,70.727,111917
R0133,huyton,72.934,906843
R0134,everton,69.970,128864
R0135,old_swan,72.558,904043
R0136,garston,72.061,818115
R0137,birkenhead,72.928,774444
R0138,maghull,72.376,112990
R0139,prescot,71.722,161850
R0140,maghull,71.560,112990
R0141,knotty_ash,70.555,976852
R0142,birkenhead,72.809,774444
R0143,kirkby,72.137,899719
R0144,old_swan,73.960,904043
R0145,crosby,72.618,991025
R0146,old_swan,72.388,904043
R0147,old_swan,71.885,904043
R0148,maghull,74.588,112990
R0149,fazakerley,72.880,150288
R0150,birkenhead,72.054,774444
R0151,aigburth,71.808,253860
R0152,birkenhead,69.916,774444
R0153,maghull,71.367,112990
R0154,broadgreen,72.195,822574
R0155,childwall,71.407,840472
R0156,crosby,73.657,991025
R0157,kirkby,70.636,899719
R0158,knotty_ash,73.327,976852
R0159,speke,73.871,467550
R0160,knotty_ash,70.370,976852
R0161,speke,71.073,467550
R0162,anfield,70.563,793250
R0163,old_swan,72.008,904043
R0164,west_derby,73.911,303467
R0165,everton,71.058,128864
R0166,garston,72.807,818115
R0167,everton,72.026,128864
R0168,everton,72.634,128864
R0169,maghull,73.180,112990
R0170,wavertree,71.747,756411
R0171,kirkdale,71.275,357851
R0172,allerton,72.144,383954
R0173,mossley_hill,71.870,159401
R0174,kirkdale,70.902,357851
R0175,huyton,75.550,906843
R0176,knotty_ash,72.767,976852
R0177,mossley_hill,73.366,159401
R0178,woolton,73.030,525354
R0179,fazakerley,72.819,150288
R0180,birkenhead,70.839,774444
R0181,west_derby,70.449,303467
R0182,crosby,69.966,991025
R0183,birkenhead,70.250,774444
R0184,speke,73.578,467550
R0185,old_swan,71.082,904043
R0186,mossley_hill,72.038,159401
R0187,everton,70.018,128864
R0188,kirkby,72.967,899719
R0189,kirkby,70.762,899719
R0190,speke,72.721,467550
R0191,mossley_hill,72.135,159401
R0192,kirkby,72.593,899719
R0193,broadgreen,70.158,822574
R0194,west_derby,70.404,303467
R0195,childwall,75.090,840472
R0196,broadgreen,72.129,822574
R0197,west_derby,71.655,303467
R0198,prescot,71.240,161850
R0199,maghull,74.599,112990
R0200,garston,71.048,818115
R0201,birkenhead,72.698,774444
R0202,childwall,71.760,840472
R0203,kirkdale,72.633,357851
R0204,birkenhead,73.013,774444
R0205,sefton_park,71.413,184516
R0206,aigburth,72.682,253860
R0207,huyton,73.179,906843
R0208,huyton,71.866,906843
R0209,kirkby,72.339,899719
R0210,prescot,71.284,161850
R0211,anfield,72.493,793250
R0212,toxteth,72.577,111917
R0213,old_swan,72.102,904043
R0214,aigburth,70.782,253860
R0215,fazakerley,72.255,150288
R0216,kirkby,71.771,899719
R0217,toxteth,70.197,111917
R0218,mossley_hill,71.673,159401
R0219,west_derby,71.579,303467
R0220,fazakerley,71.568,150288
R0221,aigburth,70.480,253860
R0222,maghull,73.116,112990
R0223,sefton_park,71.451,184516
R0224,speke,69.397,467550
R0225,aigburth,74.153,253860
R0226,garston,73.621,818115
R0227,birkenhead,71.718,774444
R0228,speke,74.324,467550
R0229,kirkdale,74.361,357851
R0230,childwall,72.710,840472
R0231,allerton,73.651,383954
R0232,huyton,73.909,906843
R0233,childwall,70.235,840472
