record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,emergency,ACTIVE,1,7,220,1,3467
R0002,waste,ACTIVE,1,4,220,1,3467
R0003,water,ACTIVE,1,5,220,1,3467
R0004,emergency,ACTIVE,1,4,220,1,3467
R0005,emergency,ACTIVE,1,7,220,1,3467
R0006,emergency,ACTIVE,1,7,220,1,3467
R0007,emergency,ACTIVE,1,7,220,1,3467
R0008,traffic,ACTIVE,1,6,220,1,3467
R0009,waste,ACTIVE,1,6,220,1,3467
R0010,water,ACTIVE,1,6,220,1,3467
R0011,communications,ACTIVE,1,7,220,1,3467
R0012,transit,ACTIVE,1,7,220,1,3467
R0013,emergency,ACTIVE,1,7,220,1,3467
R0014,transit,ACTIVE,1,5,220,1,3467
R0015,communications,ACTIVE,1,5,220,1,3467
R0016,power,ACTIVE,1,5,220,1,3467
R0017,power,ACTIVE,1,6,220,1,3467
R0018,emergency,ACTIVE,1,6,220,1,3467
R0019,transit,ACTIVE,1,5,220,1,3467
R0020,water,ACTIVE,1,7,220,1,3467
R0021,emergency,ACTIVE,1,7,220,1,3467
R0022,water,ACTIVE,1,5,220,1,3467
R0023,power,ACTIVE,1,6,220,1,3467
R0024,waste,ACTIVE,1,4,220,1,3467
R0025,transit,ACTIVE,1,7,220,1,3467
R0026,waste,ACTIVE,1,5,220,1,3467
R0027,power,ACTIVE,1,5,220,1,3467
R0028,waste,ACTIVE,1,4,220,1,3467
R0029,traffic,ACTIVE,1,6,220,1,3467
R0030,traffic,QUEUED,1,4,142,54,3467
R0031,emergency,ACTIVE,1,6,220,1,3467
R0032,communications,DEFERRED,0,2,174,48,3467
R0033,waste,ACTIVE,1,5,220,1,3467
R0034,power,ACTIVE,1,6,220,1,3467
R0035,power,ACTIVE,1,4,220,1,3467
R0036,power,ACTIVE,1,7,220,1,3467
R0037,transit,ACTIVE,1,7,220,1,3467
R0038,communications,ACTIVE,1,7,220,1,3467
R0039,power,ACTIVE,1,7,220,1,3467
R0040,water,ACTIVE,1,4,220,1,3467
R0041,communications,ACTIVE,1,7,220,1,3467
R0042,waste,ACTIVE,1,7,220,1,3467
R0043,water,ACTIVE,1,4,220,1,3467
R0044,water,ACTIVE,1,5,220,1,3467
R0045,communications,ACTIVE,1,5,220,1,3467
R0046,emergency,ACTIVE,1,5,220,1,3467
R0047,emergency,ACTIVE,1,6,220,1,3467
R0048,emergency,ACTIVE,1,7,220,1,3467
R0049,transit,ACTIVE,1,5,220,1,3467
R0050,emergency,ACTIVE,1,7,220,1,3467
R0051,emergency,ACTIVE,1,6,220,1,3467
R0052,traffic,ACTIVE,1,5,220,1,3467
R0053,power,ACTIVE,1,7,220,1,3467
R0054,water,ACTIVE,1,5,220,1,3467
R0055,transit,ACTIVE,1,5,220,1,3467
R0056,power,ACTIVE,1,7,220,1,3467
R0057,waste,ACTIVE,1,5,220,1,3467
R0058,traffic,ACTIVE,1,4,220,1,3467
R0059,water,ACTIVE,1,4,220,1,3467
R0060,communications,ACTIVE,1,4,220,1,3467
R0061,transit,ACTIVE,1,4,220,1,3467
R0062,power,ACTIVE,1,6,220,1,3467
R0063,transit,ACTIVE,1,5,220,1,3467
R0064,waste,ACTIVE,1,4,220,1,3467
R0065,power,ACTIVE,1,4,220,1,3467
R0066,traffic,ACTIVE,1,4,220,1,3467
R0067,waste,ACTIVE,1,5,220,1,3467
R0068,power,ACTIVE,1,7,220,1,3467
R0069,waste,ACTIVE,1,4,220,1,3467
R0070,power,ACTIVE,1,7,220,1,3467
R0071,traffic,ACTIVE,1,4,220,1,3467
R0072,emergency,ACTIVE,1,4,220,1,3467
R0073,transit,ACTIVE,1,6,220,1,3467
R0074,traffic,ACTIVE,1,7,220,1,3467
R0075,waste,ACTIVE,1,5,220,1,3467
R0076,emergency,ACTIVE,1,5,220,1,3467
R0077,water,ACTIVE,1,4,220,1,3467
R0078,traffic,ACTIVE,1,6,220,1,3467
R0079,emergency,ACTIVE,1,5,220,1,3467
R0080,communications,ACTIVE,1,5,220,1,3467
R0081,transit,ACTIVE,1,7,220,1,3467
R0082,water,ACTIVE,1,7,220,1,3467
R0083,communications,ACTIVE,1,4,220,1,3467
R0084,power,ACTIVE,1,4,220,1,3467
R0085,water,ACTIVE,1,5,220,1,3467
R0086,waste,ACTIVE,1,5,220,1,3467
R0087,power,ACTIVE,1,5,220,1,3467
R0088,traffic,ACTIVE,1,5,220,1,3467
R0089,emergency,ACTIVE,1,7,220,1,3467
R0090,waste,ACTIVE,1,7,220,1,3467
R0091,traffic,ACTIVE,1,4,220,1,3467
R0092,transit,ACTIVE,1,4,220,1,3467
R0093,emergency,ACTIVE,1,7,220,1,3467
R0094,power,ACTIVE,1,6,220,1,3467
R0095,waste,ACTIVE,1,6,220,1,3467
R0096,waste,ACTIVE,1,7,220,1,3467
R0097,communications,ACTIVE,1,4,220,1,3467
R0098,water,ACTIVE,1,6,220,1,3467
R0099,communications,ACTIVE,1,5,220,1,3467
R0100,traffic,ACTIVE,1,7,220,1,3467
R0101,traffic,ACTIVE,1,7,220,1,3467
R0102,power,ACTIVE,1,4,220,1,3467
R0103,emergency,ACTIVE,1,4,220,1,3467
R0104,transit,ACTIVE,1,5,220,1,3467
R0105,water,ACTIVE,1,4,220,1,3467
R0106,transit,ACTIVE,1,6,220,1,3467
R0107,emergency,ACTIVE,1,5,220,1,3467
R0108,emergency,ACTIVE,1,5,220,1,3467
R0109,water,ACTIVE,1,7,220,1,3467
R0110,traffic,ACTIVE,1,6,220,1,3467
R0111,traffic,ACTIVE,1,5,220,1,3467
R0112,water,ACTIVE,1,4,220,1,3467
R0113,traffic,ACTIVE,1,7,220,1,3467
R0114,traffic,ACTIVE,1,4,220,1,3467
R0115,water,ACTIVE,1,5,220,1,3467
R0116,emergency,ACTIVE,1,6,220,1,3467
R0117,power,ACTIVE,1,5,220,1,3467
R0118,emergency,ACTIVE,1,4,220,1,3467
R0119,water,ACTIVE,1,7,220,1,3467
R0120,water,ACTIVE,1,7,220,1,3467
R0121,emergency,ACTIVE,1,5,220,1,3467
R0122,communications,ACTIVE,1,4,220,1,3467
R0123,power,ACTIVE,1,4,220,1,3467
R0124,traffic,ACTIVE,1,6,220,1,3467
R0125,traffic,ACTIVE,1,5,220,1,3467
R0126,communications,ACTIVE,1,4,220,1,3467
R0127,communications,ACTIVE,1,5,220,1,3467
R0128,traffic,ACTIVE,1,4,220,1,3467
R0129,transit,ACTIVE,1,4,220,1,3467
R0130,power,ACTIVE,1,6,220,1,3467
R0131,emergency,ACTIVE,1,4,220,1,3467
R0132,waste,ACTIVE,1,7,220,1,3467
R0133,communications,ACTIVE,1,4,220,1,3467
R0134,transit,ACTIVE,1,7,220,1,3467
R0135,power,ACTIVE,1,7,220,1,3467
R0136,water,ACTIVE,1,5,220,1,3467
R0137,transit,ACTIVE,1,4,220,1,3467
R0138,transit,ACTIVE,1,6,220,1,3467
R0139,emergency,ACTIVE,1,4,220,1,3467
R0140,power,ACTIVE,1,5,220,1,3467
R0141,emergency,ACTIVE,1,4,220,1,3467
R0142,water,ACTIVE,1,7,220,1,3467
R0143,emergency,ACTIVE,1,4,220,1,3467
R0144,traffic,ACTIVE,1,5,220,1,3467
R0145,emergency,ACTIVE,1,4,220,1,3467
R0146,water,ACTIVE,1,5,220,1,3467
R0147,traffic,ACTIVE,1,5,220,1,3467
R0148,transit,ACTIVE,1,6,220,1,3467
R0149,waste,ACTIVE,1,6,220,1,3467
R0150,emergency,ACTIVE,1,7,220,1,3467
R0151,power,ACTIVE,1,6,220,1,3467
R0152,traffic,ACTIVE,1,6,220,1,3467
R0153,power,ACTIVE,1,4,220,1,3467
R0154,water,ACTIVE,1,6,220,1,3467
R0155,waste,ACTIVE,1,7,220,1,3467
R0156,power,ACTIVE,1,5,220,1,3467
R0157,emergency,ACTIVE,1,6,220,1,3467
R0158,emergency,ACTIVE,1,6,220,1,3467
R0159,communications,ACTIVE,1,7,220,1,3467
R0160,traffic,ACTIVE,1,5,220,1,3467
R0161,waste,ACTIVE,1,4,220,1,3467
