record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,power,ACTIVE,1,7,220,1,5391
R0002,communications,ACTIVE,1,4,220,1,5391
R0003,transit,ACTIVE,1,6,220,1,5391
R0004,power,ACTIVE,1,5,220,1,5391
R0005,traffic,ACTIVE,1,7,220,1,5391
R0006,emergency,ACTIVE,1,6,220,1,5391
R0007,transit,ACTIVE,1,5,220,1,5391
R0008,power,ACTIVE,1,5,220,1,5391
R0009,transit,ACTIVE,1,6,220,1,5391
R0010,water,ACTIVE,1,7,220,1,5391
R0011,communications,ACTIVE,1,5,220,1,5391
R0012,emergency,ACTIVE,1,4,220,1,5391
R0013,traffic,ACTIVE,1,4,220,1,5391
R0014,water,ACTIVE,1,7,220,1,5391
R0015,transit,ACTIVE,1,7,220,1,5391
R0016,transit,COMPLETE,1,2,45,132,5391
R0017,transit,ACTIVE,1,4,220,1,5391
R0018,transit,ACTIVE,1,4,220,1,5391
R0019,waste,ACTIVE,1,6,220,1,5391
R0020,transit,ACTIVE,1,7,220,1,5391
R0021,traffic,ACTIVE,1,6,220,1,5391
R0022,communications,ACTIVE,1,7,220,1,5391
R0023,transit,ACTIVE,1,5,220,1,5391
R0024,water,ACTIVE,1,4,220,1,5391
R0025,power,ACTIVE,1,7,220,1,5391
R0026,transit,ACTIVE,1,4,220,1,5391
R0027,water,ACTIVE,1,4,220,1,5391
R0028,communications,ACTIVE,1,5,220,1,5391
R0029,power,ACTIVE,1,4,220,1,5391
R0030,traffic,ACTIVE,1,5,220,1,5391
R0031,waste,ACTIVE,1,5,220,1,5391
R0032,waste,ACTIVE,1,5,220,1,5391
R0033,communications,ACTIVE,1,6,220,1,5391
R0034,transit,ACTIVE,1,6,220,1,5391
R0035,water,ACTIVE,1,4,220,1,5391
R0036,water,ACTIVE,1,4,220,1,5391
R0037,traffic,ACTIVE,1,5,220,1,5391
R0038,waste,ACTIVE,1,4,220,1,5391
R0039,waste,ACTIVE,1,6,220,1,5391
R0040,emergency,ACTIVE,1,7,220,1,5391
R0041,transit,ACTIVE,1,7,220,1,5391
R0042,emergency,ACTIVE,1,5,220,1,5391
R0043,transit,ACTIVE,1,6,220,1,5391
R0044,traffic,ACTIVE,1,7,220,1,5391
R0045,power,ACTIVE,1,5,220,1,5391
R0046,communications,ACTIVE,1,4,220,1,5391
R0047,traffic,ACTIVE,1,4,220,1,5391
R0048,water,ACTIVE,1,6,220,1,5391
R0049,power,ACTIVE,1,5,220,1,5391
R0050,communications,ACTIVE,1,5,220,1,5391
R0051,water,ACTIVE,1,5,220,1,5391
R0052,water,ACTIVE,1,5,220,1,5391
R0053,power,ACTIVE,1,7,220,1,5391
R0054,traffic,ACTIVE,1,4,220,1,5391
R0055,water,ACTIVE,1,7,220,1,5391
R0056,water,ACTIVE,1,7,220,1,5391
R0057,communications,ACTIVE,1,5,220,1,5391
R0058,waste,ACTIVE,1,5,220,1,5391
R0059,water,ACTIVE,1,4,220,1,5391
R0060,water,ACTIVE,1,5,220,1,5391
R0061,waste,ACTIVE,1,5,220,1,5391
R0062,waste,ACTIVE,1,4,220,1,5391
R0063,traffic,ACTIVE,1,5,220,1,5391
R0064,communications,ACTIVE,1,4,220,1,5391
R0065,water,ACTIVE,1,7,220,1,5391
R0066,communications,ACTIVE,1,5,220,1,5391
R0067,emergency,ACTIVE,1,6,220,1,5391
R0068,water,COMPLETE,1,4,121,139,5391
R0069,transit,ACTIVE,1,6,220,1,5391
R0070,water,ACTIVE,1,5,220,1,5391
