reading_id,district,signal_strength,district_code
R0001,birkenhead,74.044,277675
R0002,crosby,76.105,985703
R0003,kirkby,71.935,869672
R0004,birkenhead,73.213,277675
R0005,birkenhead,74.222,277675
R0006,woolton,74.000,620975
R0007,knotty_ash,73.865,517525
R0008,toxteth,72.517,816700
R0009,mossley_hill,74.361,837671
R0010,bootle,73.170,862422
R0011,toxteth,71.579,816700
R0012,kirkby,72.875,869672
R0013,aigburth,74.427,993978
R0014,fazakerley,73.262,494015
R0015,childwall,72.434,740656
R0016,kirkdale,72.720,933336
R0017,wavertree,72.759,396641
R0018,allerton,74.157,381642
R0019,maghull,74.300,267610
R0020,sefton_park,71.690,407891
R0021,allerton,72.662,381642
R0022,kirkdale,73.133,933336
R0023,childwall,73.068,740656
R0024,wavertree,72.684,396641
R0025,mossley_hill,72.337,837671
R0026,bootle,72.610,862422
R0027,huyton,74.621,755441
R0028,toxteth,71.107,816700
R0029,knotty_ash,72.235,517525
R0030,huyton,74.433,755441
R0031,crosby,73.764,985703
R0032,allerton,75.222,381642
R0033,crosby,73.186,985703
R0034,broadgreen,72.627,457292
R0035,old_swan,73.208,836027
R0036,bootle,71.652,862422
R0037,knotty_ash,75.154,517525
R0038,broadgreen,73.130,457292
R0039,wavertree,72.889,396641
R0040,speke,74.495,744523
R0041,mossley_hill,73.351,837671
R0042,woolton,73.426,620975
R0043,huyton,72.851,755441
R0044,allerton,74.388,381642
R0045,broadgreen,72.057,457292
R0046,wavertree,73.796,396641
R0047,old_swan,73.510,836027
R0048,everton,74.622,292398
R0049,toxteth,72.077,816700
R0050,allerton,74.911,381642
R0051,knotty_ash,72.784,517525
R0052,speke,73.967,744523
R0053,garston,73.998,659803
R0054,woolton,74.072,620975
R0055,kirkby,73.663,869672
R0056,crosby,73.269,985703
R0057,wavertree,72.327,396641
R0058,fazakerley,74.102,494015
R0059,allerton,73.060,381642
R0060,bootle,74.463,862422
R0061,maghull,74.029,267610
R0062,kirkby,72.905,869672
R0063,old_swan,73.499,836027
R0064,kirkby,72.888,869672
R0065,west_derby,74.534,251050
R0066,kirkby,72.028,869672
R0067,allerton,73.400,381642
R0068,old_swan,73.332,836027
R0069,mossley_hill,71.906,837671
R0070,knotty_ash,73.766,517525
R0071,garston,72.224,659803
R0072,kirkdale,73.683,933336
R0073,allerton,72.987,381642
R0074,huyton,73.464,755441
R0075,kirkdale,72.755,933336
R0076,knotty_ash,72.240,517525
R0077,childwall,72.892,740656
R0078,toxteth,74.840,816700
R0079,childwall,74.374,740656
R0080,huyton,74.152,755441
R0081,prescot,73.277,639176
R0082,broadgreen,72.649,457292
R0083,woolton,73.478,620975
R0084,bootle,71.430,862422
R0085,anfield,73.423,617841
R0086,bootle,74.034,862422
R0087,mossley_hill,73.957,837671
R0088,mossley_hill,75.857,837671
R0089,old_swan,73.979,836027
R0090,maghull,72.330,267610
R0091,everton,72.991,292398
R0092,speke,74.850,744523
R0093,childwall,72.952,740656
R0094,allerton,71.867,381642
R0095,knotty_ash,72.822,517525
R0096,toxteth,74.387,816700
R0097,bootle,74.181,862422
R0098,toxteth,75.028,816700
R0099,anfield,73.568,617841
R0100,west_derby,72.627,251050
R0101,everton,73.068,292398
R0102,west_derby,73.061,251050
R0103,bootle,74.937,862422
R0104,kirkby,71.368,869672
R0105,allerton,72.876,381642
R0106,fazakerley,71.919,494015
R0107,woolton,73.467,620975
R0108,fazakerley,74.539,494015
R0109,sefton_park,70.577,407891
R0110,crosby,72.884,985703
R0111,prescot,73.084,639176
R0112,sefton_park,73.054,407891
R0113,bootle,72.601,862422
R0114,maghull,73.869,267610
R0115,allerton,72.253,381642
R0116,toxteth,75.809,816700
R0117,prescot,73.307,639176
R0118,allerton,74.623,381642
R0119,garston,75.247,659803
R0120,garston,73.624,659803
R0121,wavertree,71.898,396641
R0122,birkenhead,73.367,277675
R0123,toxteth,73.896,816700
R0124,toxteth,72.264,816700
R0125,huyton,74.906,755441
R0126,prescot,75.777,639176
R0127,allerton,73.180,381642
R0128,huyton,74.125,755441
R0129,west_derby,74.376,251050
R0130,maghull,75.182,267610
R0131,kirkby,71.543,869672
R0132,knotty_ash,68.960,517525
R0133,huyton,73.439,755441
R0134,knotty_ash,71.126,517525
R0135,old_swan,73.378,836027
R0136,garston,74.350,659803
R0137,anfield,74.087,617841
R0138,bootle,73.820,862422
R0139,kirkdale,71.664,933336
R0140,birkenhead,71.557,277675
R0141,mossley_hill,73.406,837671
R0142,garston,74.569,659803
R0143,wavertree,72.717,396641
R0144,aigburth,72.982,993978
R0145,prescot,73.938,639176
R0146,allerton,74.493,381642
R0147,anfield,74.845,617841
R0148,kirkdale,73.746,933336
R0149,birkenhead,73.739,277675
R0150,toxteth,74.719,816700
R0151,wavertree,73.486,396641
R0152,maghull,74.785,267610
R0153,broadgreen,73.125,457292
R0154,childwall,75.257,740656
R0155,broadgreen,74.142,457292
R0156,huyton,73.918,755441
R0157,speke,74.272,744523
R0158,bootle,74.161,862422
R0159,aigburth,73.304,993978
R0160,west_derby,72.650,251050
R0161,aigburth,74.671,993978
R0162,childwall,71.917,740656
R0163,woolton,71.978,620975
R0164,sefton_park,75.162,407891
R0165,allerton,71.855,381642
R0166,toxteth,70.955,816700
R0167,crosby,74.215,985703
R0168,sefton_park,73.049,407891
R0169,prescot,75.885,639176
R0170,garston,73.568,659803
R0171,maghull,72.705,267610
R0172,kirkby,74.204,869672
R0173,mossley_hill,74.318,837671
R0174,maghull,72.403,267610
R0175,childwall,72.641,740656
R0176,anfield,74.338,617841
R0177,west_derby,73.276,251050
R0178,fazakerley,73.805,494015
R0179,garston,72.226,659803
R0180,maghull,72.955,267610
R0181,fazakerley,72.346,494015
R0182,woolton,72.663,620975
R0183,everton,72.817,292398
R0184,anfield,74.481,617841
R0185,childwall,72.926,740656
R0186,kirkdale,73.422,933336
R0187,knotty_ash,72.317,517525
R0188,anfield,71.441,617841
R0189,toxteth,73.366,816700
R0190,anfield,73.124,617841
R0191,fazakerley,72.787,494015
R0192,aigburth,75.062,993978
R0193,prescot,74.795,639176
R0194,bootle,74.133,862422
R0195,sefton_park,73.074,407891
R0196,woolton,73.070,620975
R0197,kirkdale,72.230,933336
R0198,sefton_park,73.706,407891
R0199,huyton,74.303,755441
R0200,crosby,72.503,985703
R0201,crosby,74.180,985703
R0202,allerton,75.856,381642
R0203,sefton_park,72.714,407891
R0204,anfield,72.617,617841
R0205,maghull,73.137,267610
R0206,huyton,72.707,755441
R0207,prescot,74.302,639176
R0208,toxteth,75.297,816700
R0209,knotty_ash,72.519,517525
R0210,old_swan,73.597,836027
R0211,bootle,73.026,862422
R0212,aigburth,73.331,993978
R0213,huyton,73.670,755441
R0214,huyton,71.851,755441
R0215,kirkdale,74.126,933336
R0216,kirkdale,72.229,933336
R0217,allerton,71.303,381642
R0218,woolton,72.631,620975
R0219,childwall,71.086,740656
R0220,wavertree,72.671,396641
R0221,prescot,73.882,639176
R0222,allerton,73.646,381642
R0223,knotty_ash,72.052,517525
R0224,sefton_park,74.187,407891
R0225,childwall,74.213,740656
R0226,garston,71.946,659803
R0227,mossley_hill,73.326,837671
R0228,sefton_park,72.075,407891
R0229,birkenhead,74.233,277675
R0230,toxteth,70.870,816700
R0231,sefton_park,73.446,407891
R0232,old_swan,72.950,836027
R0233,mossley_hill,75.522,837671
R0234,allerton,73.305,381642
R0235,allerton,71.569,381642
R0236,birkenhead,74.058,277675
R0237,childwall,73.348,740656
R0238,allerton,73.052,381642
R0239,west_derby,72.983,251050
R0240,toxteth,73.158,816700
R0241,mossley_hill,71.472,837671
R0242,mossley_hill,73.377,837671
R0243,anfield,73.711,617841
R0244,anfield,74.179,617841
R0245,kirkdale,73.497,933336
R0246,sefton_park,73.548,407891
R0247,aigburth,74.613,993978
R0248,childwall,74.022,740656
R0249,birkenhead,73.607,277675
R0250,sefton_park,72.383,407891
R0251,bootle,75.258,862422
R0252,childwall,72.437,740656
R0253,toxteth,73.589,816700
R0254,woolton,73.299,620975
R0255,speke,72.821,744523
R0256,west_derby,71.623,251050
R0257,sefton_park,73.032,407891
R0258,huyton,72.394,755441
R0259,old_swan,73.188,836027
R0260,kirkby,73.547,869672
R0261,maghull,73.805,267610
R0262,prescot,71.859,639176
R0263,woolton,72.676,620975
R0264,aigburth,71.773,993978
R0265,kirkdale,74.174,933336
R0266,toxteth,72.459,816700
R0267,crosby,74.321,985703
R0268,kirkdale,72.905,933336
R0269,bootle,72.983,862422
R0270,anfield,72.313,617841
R0271,wavertree,72.435,396641
R0272,fazakerley,72.545,494015
R0273,fazakerley,73.894,494015
R0274,mossley_hill,73.610,837671
R0275,prescot,73.601,639176
R0276,prescot,71.128,639176
R0277,sefton_park,74.478,407891
R0278,bootle,72.534,862422
R0279,old_swan,73.937,836027
R0280,fazakerley,74.188,494015
R0281,everton,72.043,292398
R0282,allerton,73.538,381642
R0283,prescot,71.858,639176
R0284,prescot,71.191,639176
R0285,broadgreen,75.142,457292
R0286,allerton,73.254,381642
R0287,west_derby,73.081,251050
R0288,prescot,73.779,639176
R0289,allerton,74.851,381642
R0290,anfield,73.087,617841
R0291,speke,73.470,744523
R0292,childwall,70.161,740656
R0293,maghull,75.054,267610
R0294,garston,73.748,659803
R0295,childwall,73.694,740656
R0296,allerton,73.592,381642
R0297,sefton_park,73.175,407891
R0298,knotty_ash,73.314,517525
R0299,old_swan,72.050,836027
R0300,broadgreen,73.520,457292
R0301,woolton,72.813,620975
R0302,birkenhead,71.298,277675
R0303,allerton,73.992,381642
R0304,west_derby,72.776,251050
R0305,prescot,72.734,639176
R0306,woolton,74.121,620975
R0307,west_derby,74.615,251050
R0308,aigburth,73.425,993978
R0309,wavertree,70.772,396641
R0310,woolton,75.009,620975
R0311,anfield,74.037,617841
R0312,anfield,73.217,617841
R0313,kirkdale,73.433,933336
R0314,childwall,72.536,740656
R0315,speke,73.680,744523
R0316,woolton,74.058,620975
R0317,woolton,75.625,620975
R0318,toxteth,73.010,816700
R0319,toxteth,72.932,816700
R0320,allerton,73.942,381642
R0321,garston,72.377,659803
R0322,allerton,72.150,381642
R0323,bootle,74.069,862422
R0324,childwall,71.171,740656
R0325,knotty_ash,72.770,517525
R0326,garston,74.844,659803
R0327,crosby,72.838,985703
R0328,prescot,72.726,639176
R0329,anfield,72.479,617841
R0330,anfield,73.638,617841
R0331,anfield,75.580,617841
R0332,toxteth,73.077,816700
R0333,birkenhead,74.084,277675
R0334,huyton,73.074,755441
R0335,broadgreen,71.865,457292
R0336,everton,73.824,292398
R0337,aigburth,73.067,993978
R0338,maghull,72.737,267610
R0339,wavertree,72.646,396641
