record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,transit,ACTIVE,1,4,220,1,5282
R0002,transit,ACTIVE,1,4,220,1,5282
R0003,traffic,ACTIVE,1,5,220,1,5282
R0004,power,ACTIVE,1,5,220,1,5282
R0005,emergency,ACTIVE,1,3,102,76,5282
R0006,water,ACTIVE,1,5,220,1,5282
R0007,emergency,ACTIVE,1,6,220,1,5282
R0008,traffic,ACTIVE,1,5,220,1,5282
R0009,transit,ACTIVE,1,7,220,1,5282
R0010,transit,ACTIVE,1,7,220,1,5282
R0011,traffic,ACTIVE,1,4,220,1,5282
R0012,communications,ACTIVE,1,4,220,1,5282
R0013,communications,ACTIVE,1,5,220,1,5282
R0014,waste,ACTIVE,1,5,220,1,5282
R0015,traffic,ACTIVE,1,4,220,1,5282
R0016,power,ACTIVE,1,4,220,1,5282
R0017,waste,ACTIVE,1,7,220,1,5282
R0018,power,ACTIVE,1,4,220,1,5282
R0019,communications,ACTIVE,1,5,220,1,5282
R0020,traffic,ACTIVE,1,6,220,1,5282
R0021,power,ACTIVE,1,4,220,1,5282
R0022,waste,ACTIVE,1,4,220,1,5282
R0023,traffic,ACTIVE,1,4,220,1,5282
R0024,emergency,ACTIVE,1,7,220,1,5282
R0025,traffic,ACTIVE,1,4,220,1,5282
R0026,waste,ACTIVE,1,5,220,1,5282
R0027,emergency,ACTIVE,1,5,220,1,5282
R0028,power,ACTIVE,1,5,220,1,5282
R0029,power,ACTIVE,1,6,220,1,5282
R0030,traffic,ACTIVE,1,4,220,1,5282
R0031,communications,ACTIVE,1,5,220,1,5282
R0032,communications,ACTIVE,1,7,220,1,5282
R0033,communications,ACTIVE,1,5,220,1,5282
R0034,waste,ACTIVE,1,5,220,1,5282
R0035,communications,ACTIVE,1,5,220,1,5282
R0036,power,ACTIVE,1,4,220,1,5282
R0037,power,ACTIVE,1,7,220,1,5282
R0038,waste,ACTIVE,1,6,220,1,5282
R0039,communications,ACTIVE,1,5,220,1,5282
R0040,water,ACTIVE,1,5,220,1,5282
R0041,communications,ACTIVE,1,6,220,1,5282
R0042,power,ACTIVE,1,5,220,1,5282
R0043,water,ACTIVE,1,7,220,1,5282
R0044,water,ACTIVE,1,5,220,1,5282
R0045,power,ACTIVE,1,5,220,1,5282
R0046,communications,ACTIVE,1,6,220,1,5282
R0047,communications,ACTIVE,1,4,220,1,5282
R0048,power,ACTIVE,1,4,220,1,5282
R0049,traffic,ACTIVE,1,7,220,1,5282
R0050,waste,ACTIVE,1,6,220,1,5282
R0051,communications,ACTIVE,1,4,220,1,5282
R0052,water,ACTIVE,1,6,220,1,5282
R0053,water,ACTIVE,1,6,220,1,5282
R0054,water,ACTIVE,1,4,220,1,5282
R0055,transit,ACTIVE,1,5,220,1,5282
R0056,water,ACTIVE,1,6,220,1,5282
R0057,emergency,ACTIVE,1,5,220,1,5282
R0058,waste,ACTIVE,1,5,220,1,5282
R0059,water,ACTIVE,1,4,220,1,5282
R0060,traffic,ACTIVE,1,5,220,1,5282
R0061,transit,ACTIVE,1,5,220,1,5282
R0062,waste,ACTIVE,1,6,220,1,5282
R0063,traffic,ACTIVE,1,5,220,1,5282
R0064,transit,ACTIVE,1,4,220,1,5282
R0065,waste,ACTIVE,1,7,220,1,5282
R0066,transit,ACTIVE,1,7,220,1,5282
R0067,power,ACTIVE,1,6,220,1,5282
R0068,transit,ACTIVE,1,6,220,1,5282
R0069,waste,ACTIVE,1,5,220,1,5282
R0070,waste,ACTIVE,1,6,220,1,5282
R0071,communications,ACTIVE,1,5,220,1,5282
R0072,traffic,ACTIVE,1,5,220,1,5282
R0073,water,ACTIVE,1,6,220,1,5282
R0074,waste,ACTIVE,1,6,220,1,5282
R0075,communications,ACTIVE,1,7,220,1,5282
R0076,traffic,ACTIVE,1,5,220,1,5282
R0077,water,ACTIVE,1,5,220,1,5282
R0078,emergency,ACTIVE,1,6,220,1,5282
R0079,power,ACTIVE,1,7,220,1,5282
R0080,traffic,ACTIVE,1,5,220,1,5282
R0081,transit,ACTIVE,1,6,220,1,5282
R0082,water,ACTIVE,1,5,220,1,5282
R0083,communications,ACTIVE,1,6,220,1,5282
R0084,emergency,ACTIVE,1,4,220,1,5282
