record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,water,ACTIVE,1,6,220,1,6741
R0002,transit,ACTIVE,1,4,220,1,6741
R0003,power,ACTIVE,1,7,220,1,6741
R0004,transit,ACTIVE,1,5,220,1,6741
R0005,water,ACTIVE,1,5,220,1,6741
R0006,waste,ACTIVE,1,7,220,1,6741
R0007,power,ACTIVE,1,6,220,1,6741
R0008,power,ACTIVE,1,5,220,1,6741
R0009,transit,ACTIVE,1,5,220,1,6741
R0010,transit,ACTIVE,1,4,220,1,6741
R0011,power,ACTIVE,1,4,220,1,6741
R0012,power,ACTIVE,1,7,220,1,6741
R0013,water,ACTIVE,1,7,220,1,6741
R0014,power,ACTIVE,1,6,220,1,6741
R0015,power,ACTIVE,1,7,220,1,6741
R0016,emergency,ACTIVE,1,5,220,1,6741
R0017,waste,ACTIVE,1,7,220,1,6741
R0018,communications,ACTIVE,1,4,220,1,6741
R0019,water,ACTIVE,1,5,220,1,6741
R0020,water,ACTIVE,1,6,220,1,6741
R0021,traffic,ACTIVE,1,4,220,1,6741
R0022,water,ACTIVE,1,4,220,1,6741
R0023,communications,ACTIVE,1,7,220,1,6741
R0024,water,ACTIVE,1,4,220,1,6741
R0025,emergency,ACTIVE,1,7,220,1,6741
R0026,communications,ACTIVE,1,4,220,1,6741
R0027,communications,ACTIVE,1,4,220,1,6741
R0028,transit,ACTIVE,1,7,220,1,6741
R0029,transit,ACTIVE,1,6,220,1,6741
R0030,emergency,ACTIVE,1,6,220,1,6741
R0031,transit,ACTIVE,1,6,220,1,6741
R0032,emergency,ACTIVE,1,7,220,1,6741
R0033,communications,ACTIVE,1,7,220,1,6741
R0034,transit,ACTIVE,1,6,102,34,6741
R0035,water,ACTIVE,1,6,220,1,6741
R0036,power,ACTIVE,1,7,220,1,6741
R0037,transit,ACTIVE,1,7,220,1,6741
R0038,emergency,ACTIVE,1,6,220,1,6741
R0039,emergency,ACTIVE,1,7,220,1,6741
R0040,traffic,ACTIVE,1,6,220,1,6741
R0041,water,ACTIVE,1,7,220,1,6741
R0042,power,ACTIVE,1,5,220,1,6741
R0043,waste,ACTIVE,1,5,220,1,6741
R0044,transit,ACTIVE,1,7,220,1,6741
R0045,emergency,ACTIVE,1,6,220,1,6741
R0046,communications,ACTIVE,1,5,220,1,6741
R0047,power,ACTIVE,1,7,220,1,6741
R0048,emergency,ACTIVE,1,5,220,1,6741
R0049,waste,ACTIVE,1,7,220,1,6741
R0050,transit,ACTIVE,1,6,220,1,6741
R0051,traffic,ACTIVE,1,7,220,1,6741
R0052,power,ACTIVE,1,6,220,1,6741
R0053,traffic,ACTIVE,1,4,220,1,6741
R0054,waste,ACTIVE,1,6,220,1,6741
R0055,waste,ACTIVE,1,7,220,1,6741
R0056,communications,ACTIVE,1,6,220,1,6741
R0057,communications,ACTIVE,1,5,220,1,6741
R0058,communications,ACTIVE,1,6,220,1,6741
R0059,emergency,ACTIVE,1,7,220,1,6741
R0060,communications,ACTIVE,1,5,220,1,6741
R0061,waste,ACTIVE,1,6,220,1,6741
R0062,transit,ACTIVE,1,6,220,1,6741
R0063,waste,ACTIVE,1,4,220,1,6741
R0064,transit,ACTIVE,1,6,220,1,6741
R0065,power,ACTIVE,1,5,220,1,6741
R0066,traffic,ACTIVE,1,5,220,1,6741
R0067,emergency,ACTIVE,1,4,220,1,6741
R0068,traffic,ACTIVE,1,4,220,1,6741
R0069,communications,ACTIVE,1,5,220,1,6741
R0070,waste,ACTIVE,1,6,220,1,6741
R0071,transit,ACTIVE,1,7,220,1,6741
R0072,water,ACTIVE,1,7,220,1,6741
R0073,communications,ACTIVE,1,4,220,1,6741
R0074,waste,ACTIVE,1,6,220,1,6741
R0075,transit,ACTIVE,1,5,220,1,6741
R0076,communications,ACTIVE,1,4,220,1,6741
R0077,traffic,ACTIVE,1,5,220,1,6741
R0078,traffic,ACTIVE,1,4,220,1,6741
R0079,communications,ACTIVE,1,5,220,1,6741
R0080,communications,ACTIVE,1,6,220,1,6741
R0081,waste,ACTIVE,1,5,220,1,6741
R0082,water,ACTIVE,1,4,220,1,6741
R0083,transit,ACTIVE,1,4,220,1,6741
R0084,power,ACTIVE,1,7,220,1,6741
R0085,communications,ACTIVE,1,7,220,1,6741
R0086,power,ACTIVE,1,5,220,1,6741
R0087,transit,ACTIVE,1,6,220,1,6741
R0088,waste,ACTIVE,1,5,220,1,6741
R0089,waste,ACTIVE,1,4,220,1,6741
R0090,power,ACTIVE,1,5,220,1,6741
R0091,communications,ACTIVE,1,6,220,1,6741
R0092,waste,ACTIVE,1,5,220,1,6741
R0093,communications,ACTIVE,1,7,220,1,6741
R0094,waste,ACTIVE,1,5,220,1,6741
R0095,power,ACTIVE,1,6,220,1,6741
R0096,power,ACTIVE,1,7,220,1,6741
R0097,transit,ACTIVE,1,4,220,1,6741
R0098,communications,ACTIVE,1,6,220,1,6741
R0099,waste,ACTIVE,1,6,220,1,6741
R0100,waste,ACTIVE,1,6,220,1,6741
R0101,communications,ACTIVE,1,7,220,1,6741
R0102,waste,ACTIVE,1,5,220,1,6741
R0103,power,ACTIVE,1,7,220,1,6741
R0104,communications,ACTIVE,1,7,220,1,6741
R0105,transit,ACTIVE,1,5,220,1,6741
