record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,communications,ACTIVE,1,7,220,1,8474
R0002,emergency,ACTIVE,1,5,220,1,8474
R0003,emergency,ACTIVE,1,7,220,1,8474
R0004,traffic,ACTIVE,1,6,220,1,8474
R0005,communications,ACTIVE,1,7,220,1,8474
R0006,traffic,ACTIVE,1,4,220,1,8474
R0007,water,ACTIVE,1,7,220,1,8474
R0008,transit,ACTIVE,1,6,220,1,8474
R0009,emergency,ACTIVE,1,6,220,1,8474
R0010,waste,ACTIVE,1,4,220,1,8474
R0011,communications,ACTIVE,1,5,220,1,8474
R0012,waste,ACTIVE,1,6,220,1,8474
R0013,communications,ACTIVE,1,4,220,1,8474
R0014,water,ACTIVE,1,4,220,1,8474
R0015,water,ACTIVE,1,6,220,1,8474
R0016,transit,ACTIVE,1,5,220,1,8474
R0017,water,ACTIVE,1,6,220,1,8474
R0018,emergency,ACTIVE,1,5,220,1,8474
R0019,traffic,ACTIVE,1,7,220,1,8474
R0020,water,ACTIVE,1,6,220,1,8474
R0021,traffic,ACTIVE,0,6,154,43,8474
R0022,emergency,ACTIVE,1,4,220,1,8474
R0023,emergency,ACTIVE,1,6,220,1,8474
R0024,power,ACTIVE,1,6,220,1,8474
R0025,emergency,ACTIVE,1,4,220,1,8474
R0026,power,ACTIVE,1,5,220,1,8474
R0027,traffic,ACTIVE,1,5,220,1,8474
R0028,waste,ACTIVE,1,4,220,1,8474
R0029,emergency,ACTIVE,1,4,220,1,8474
R0030,waste,ACTIVE,0,6,145,128,8474
R0031,water,ACTIVE,1,5,220,1,8474
R0032,communications,ACTIVE,1,7,220,1,8474
R0033,traffic,ACTIVE,1,7,220,1,8474
R0034,power,ACTIVE,1,4,220,1,8474
R0035,transit,ACTIVE,1,7,220,1,8474
R0036,transit,ACTIVE,1,6,220,1,8474
R0037,emergency,ACTIVE,0,4,173,18,8474
R0038,transit,ACTIVE,1,5,220,1,8474
R0039,communications,ACTIVE,1,6,220,1,8474
R0040,traffic,ACTIVE,1,4,220,1,8474
R0041,transit,ACTIVE,1,7,220,1,8474
R0042,waste,ACTIVE,1,4,220,1,8474
R0043,communications,ACTIVE,1,5,220,1,8474
R0044,emergency,ACTIVE,1,4,220,1,8474
R0045,transit,ACTIVE,1,6,220,1,8474
R0046,communications,ACTIVE,1,5,220,1,8474
R0047,power,ACTIVE,1,5,220,1,8474
R0048,waste,ACTIVE,1,5,220,1,8474
R0049,waste,ACTIVE,1,5,220,1,8474
