record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,transit,ACTIVE,1,5,220,1,6226
R0002,communications,ACTIVE,1,7,220,1,6226
R0003,water,ACTIVE,1,7,220,1,6226
R0004,water,ACTIVE,1,7,220,1,6226
R0005,water,ACTIVE,1,7,220,1,6226
R0006,communications,ACTIVE,1,5,220,1,6226
R0007,transit,ACTIVE,1,4,220,1,6226
R0008,emergency,ACTIVE,1,6,220,1,6226
R0009,emergency,ACTIVE,1,4,220,1,6226
R0010,transit,ACTIVE,1,7,220,1,6226
R0011,traffic,ACTIVE,1,4,220,1,6226
R0012,water,ACTIVE,1,6,220,1,6226
R0013,water,ACTIVE,1,7,220,1,6226
R0014,traffic,ACTIVE,1,5,220,1,6226
R0015,transit,ACTIVE,1,4,220,1,6226
R0016,waste,QUEUED,0,2,32,38,6226
R0017,waste,ACTIVE,1,5,220,1,6226
R0018,emergency,ACTIVE,1,5,220,1,6226
R0019,communications,ACTIVE,1,5,220,1,6226
R0020,traffic,ACTIVE,1,4,220,1,6226
R0021,communications,ACTIVE,1,6,220,1,6226
R0022,traffic,ACTIVE,1,4,53,13,6226
R0023,traffic,ACTIVE,1,7,220,1,6226
R0024,water,ACTIVE,1,6,220,1,6226
R0025,waste,QUEUED,0,3,87,112,6226
R0026,waste,ACTIVE,1,4,220,1,6226
R0027,water,ACTIVE,1,6,220,1,6226
R0028,transit,ACTIVE,1,4,220,1,6226
R0029,power,ACTIVE,1,5,220,1,6226
R0030,communications,ACTIVE,1,7,220,1,6226
R0031,emergency,ACTIVE,1,6,220,1,6226
R0032,emergency,ACTIVE,1,6,220,1,6226
R0033,power,ACTIVE,1,7,220,1,6226
R0034,traffic,ACTIVE,1,5,220,1,6226
R0035,transit,ACTIVE,1,5,220,1,6226
R0036,water,ACTIVE,1,6,96,63,6226
R0037,power,ACTIVE,1,7,220,1,6226
R0038,water,ACTIVE,1,7,220,1,6226
R0039,communications,ACTIVE,0,7,24,114,6226
R0040,communications,ACTIVE,1,4,220,1,6226
R0041,communications,ACTIVE,1,7,220,1,6226
R0042,traffic,ACTIVE,1,7,220,1,6226
R0043,power,ACTIVE,1,5,220,1,6226
R0044,power,ACTIVE,1,7,220,1,6226
R0045,power,ACTIVE,1,7,220,1,6226
R0046,water,ACTIVE,1,5,220,1,6226
R0047,water,ACTIVE,1,4,220,1,6226
R0048,power,ACTIVE,1,6,220,1,6226
R0049,waste,ACTIVE,1,7,220,1,6226
R0050,transit,ACTIVE,1,5,220,1,6226
R0051,power,ACTIVE,1,6,220,1,6226
R0052,communications,ACTIVE,1,5,220,1,6226
R0053,water,ACTIVE,1,4,220,1,6226
R0054,emergency,ACTIVE,1,4,220,1,6226
R0055,waste,ACTIVE,1,6,220,1,6226
R0056,waste,ACTIVE,1,6,220,1,6226
R0057,communications,ACTIVE,1,7,220,1,6226
R0058,communications,ACTIVE,1,3,65,109,6226
R0059,waste,ACTIVE,1,4,220,1,6226
R0060,power,ACTIVE,1,6,220,1,6226
R0061,waste,ACTIVE,1,5,220,1,6226
R0062,emergency,ACTIVE,1,6,220,1,6226
R0063,communications,ACTIVE,1,7,220,1,6226
R0064,power,ACTIVE,1,5,220,1,6226
R0065,transit,ACTIVE,1,7,220,1,6226
R0066,traffic,ACTIVE,1,6,220,1,6226
R0067,transit,ACTIVE,1,4,220,1,6226
R0068,power,ACTIVE,1,4,220,1,6226
R0069,communications,ACTIVE,1,7,220,1,6226
R0070,power,ACTIVE,1,7,220,1,6226
R0071,communications,ACTIVE,1,4,220,1,6226
R0072,traffic,ACTIVE,1,7,220,1,6226
R0073,emergency,DEFERRED,1,7,83,31,6226
R0074,transit,ACTIVE,1,6,220,1,6226
R0075,power,ACTIVE,1,5,220,1,6226
R0076,water,ACTIVE,1,3,172,67,6226
R0077,power,ACTIVE,1,7,220,1,6226
R0078,water,ACTIVE,1,4,220,1,6226
R0079,water,ACTIVE,1,7,220,1,6226
R0080,waste,ACTIVE,1,5,220,1,6226
R0081,waste,ACTIVE,1,6,220,1,6226
R0082,emergency,ACTIVE,1,5,220,1,6226
R0083,emergency,ACTIVE,1,4,220,1,6226
R0084,power,ACTIVE,1,7,220,1,6226
R0085,power,COMPLETE,1,7,25,27,6226
R0086,traffic,ACTIVE,1,4,220,1,6226
R0087,transit,ACTIVE,1,5,220,1,6226
R0088,power,ACTIVE,1,7,220,1,6226
R0089,traffic,ACTIVE,1,6,220,1,6226
R0090,traffic,ACTIVE,1,7,220,1,6226
R0091,waste,ACTIVE,1,7,220,1,6226
R0092,transit,ACTIVE,1,7,220,1,6226
R0093,water,ACTIVE,1,4,220,1,6226
R0094,emergency,ACTIVE,1,7,220,1,6226
R0095,power,ACTIVE,1,4,220,1,6226
R0096,communications,ACTIVE,1,4,220,1,6226
R0097,traffic,ACTIVE,1,6,220,1,6226
R0098,waste,ACTIVE,1,5,220,1,6226
R0099,communications,ACTIVE,1,5,220,1,6226
R0100,communications,ACTIVE,1,7,220,1,6226
R0101,water,ACTIVE,1,7,220,1,6226
R0102,transit,ACTIVE,1,7,94,29,6226
R0103,power,ACTIVE,1,4,220,1,6226
R0104,water,ACTIVE,1,6,220,1,6226
R0105,traffic,ACTIVE,1,4,220,1,6226
R0106,waste,ACTIVE,1,5,220,1,6226
R0107,water,ACTIVE,1,7,220,1,6226
R0108,traffic,ACTIVE,1,7,220,1,6226
R0109,water,ACTIVE,1,7,220,1,6226
R0110,transit,ACTIVE,1,6,220,1,6226
R0111,transit,ACTIVE,1,6,220,1,6226
R0112,transit,ACTIVE,1,7,220,1,6226
R0113,water,ACTIVE,1,7,220,1,6226
R0114,power,ACTIVE,1,6,220,1,6226
R0115,traffic,ACTIVE,1,7,220,1,6226
R0116,waste,ACTIVE,1,7,220,1,6226
R0117,transit,ACTIVE,1,2,87,6,6226
R0118,communications,ACTIVE,1,6,220,1,6226
R0119,water,ACTIVE,1,6,220,1,6226
R0120,emergency,ACTIVE,1,4,220,1,6226
R0121,water,ACTIVE,1,5,220,1,6226
R0122,emergency,ACTIVE,1,5,220,1,6226
R0123,traffic,ACTIVE,1,6,220,1,6226
R0124,waste,ACTIVE,1,6,220,1,6226
R0125,emergency,ACTIVE,1,6,220,1,6226
R0126,waste,ACTIVE,1,3,92,91,6226
R0127,waste,ACTIVE,1,5,220,1,6226
R0128,communications,ACTIVE,1,6,220,1,6226
R0129,transit,ACTIVE,1,5,220,1,6226
R0130,traffic,ACTIVE,1,6,220,1,6226
R0131,waste,ACTIVE,1,7,174,105,6226
R0132,emergency,ACTIVE,1,5,220,1,6226
R0133,communications,ACTIVE,1,7,220,1,6226
R0134,communications,ACTIVE,1,6,220,1,6226
R0135,communications,ACTIVE,0,5,125,136,6226
R0136,transit,ACTIVE,1,6,220,1,6226
R0137,transit,ACTIVE,1,7,220,1,6226
R0138,traffic,COMPLETE,1,6,107,12,6226
R0139,emergency,ACTIVE,1,5,220,1,6226
R0140,emergency,ACTIVE,1,7,220,1,6226
R0141,power,ACTIVE,1,7,220,1,6226
R0142,water,ACTIVE,1,4,220,1,6226
R0143,waste,ACTIVE,1,4,220,1,6226
R0144,communications,ACTIVE,1,6,220,1,6226
R0145,waste,ACTIVE,1,4,220,1,6226
R0146,traffic,ACTIVE,1,6,220,1,6226
R0147,transit,ACTIVE,1,4,220,1,6226
R0148,waste,ACTIVE,1,5,220,1,6226
R0149,waste,ACTIVE,1,5,220,1,6226
R0150,power,ACTIVE,1,7,220,1,6226
R0151,waste,ACTIVE,1,5,220,1,6226
R0152,communications,ACTIVE,1,4,220,1,6226
R0153,power,ACTIVE,1,4,220,1,6226
R0154,waste,ACTIVE,1,7,220,1,6226
R0155,transit,ACTIVE,1,7,220,1,6226
R0156,traffic,ACTIVE,1,6,220,1,6226
R0157,communications,ACTIVE,1,7,220,1,6226
R0158,traffic,ACTIVE,1,5,220,1,6226
R0159,transit,ACTIVE,1,7,220,1,6226
R0160,traffic,ACTIVE,1,5,220,1,6226
R0161,communications,ACTIVE,1,4,220,1,6226
R0162,traffic,INACTIVE,1,4,80,26,6226
R0163,communications,ACTIVE,1,6,220,1,6226
R0164,traffic,ACTIVE,1,7,220,1,6226
R0165,power,ACTIVE,1,6,220,1,6226
R0166,communications,ACTIVE,0,4,47,91,6226
R0167,waste,ACTIVE,1,5,220,1,6226
R0168,waste,ACTIVE,1,6,220,1,6226
R0169,waste,ACTIVE,1,4,220,1,6226
R0170,communications,ACTIVE,1,5,220,1,6226
R0171,traffic,ACTIVE,1,6,220,1,6226
R0172,transit,ACTIVE,1,7,220,1,6226
R0173,waste,ACTIVE,1,7,220,1,6226
R0174,waste,ACTIVE,1,5,220,1,6226
R0175,emergency,ACTIVE,1,4,220,1,6226
R0176,traffic,ACTIVE,1,5,220,1,6226
R0177,waste,QUEUED,1,3,49,17,6226
R0178,transit,ACTIVE,1,5,220,1,6226
R0179,waste,ACTIVE,1,4,220,1,6226
R0180,emergency,ACTIVE,1,7,220,1,6226
R0181,transit,ACTIVE,1,7,220,1,6226
R0182,transit,ACTIVE,1,5,220,1,6226
R0183,emergency,ACTIVE,1,7,220,1,6226
R0184,emergency,ACTIVE,1,6,72,108,6226
R0185,water,ACTIVE,1,7,220,1,6226
R0186,transit,ACTIVE,1,4,220,1,6226
R0187,waste,ACTIVE,1,6,220,1,6226
R0188,water,ACTIVE,1,4,220,1,6226
R0189,water,ACTIVE,1,6,220,1,6226
R0190,transit,ACTIVE,1,5,220,1,6226
R0191,traffic,QUEUED,1,5,118,127,6226
R0192,power,ACTIVE,1,4,220,1,6226
R0193,waste,ACTIVE,1,4,220,1,6226
R0194,emergency,ACTIVE,1,7,220,1,6226
R0195,traffic,ACTIVE,1,7,220,1,6226
R0196,communications,ACTIVE,1,5,220,1,6226
R0197,emergency,ACTIVE,1,5,220,1,6226
R0198,traffic,ACTIVE,1,5,220,1,6226
R0199,transit,ACTIVE,1,5,220,1,6226
R0200,waste,ACTIVE,1,6,220,1,6226
R0201,transit,ACTIVE,1,6,220,1,6226
R0202,transit,ACTIVE,1,4,220,1,6226
R0203,traffic,ACTIVE,1,4,220,1,6226
R0204,waste,ACTIVE,1,6,220,1,6226
R0205,transit,ACTIVE,1,5,220,1,6226
R0206,traffic,ACTIVE,1,6,220,1,6226
R0207,traffic,ACTIVE,1,5,220,1,6226
R0208,traffic,ACTIVE,1,7,220,1,6226
R0209,water,ACTIVE,1,5,220,1,6226
R0210,transit,ACTIVE,1,4,220,1,6226
R0211,transit,ACTIVE,0,7,61,127,6226
R0212,communications,ACTIVE,1,6,220,1,6226
R0213,communications,ACTIVE,1,5,220,1,6226
R0214,traffic,ACTIVE,1,7,220,1,6226
R0215,transit,ACTIVE,1,5,220,1,6226
R0216,waste,ACTIVE,1,6,220,1,6226
R0217,waste,ACTIVE,1,6,220,1,6226
R0218,traffic,ACTIVE,1,4,220,1,6226
R0219,communications,ACTIVE,1,6,220,1,6226
R0220,waste,ACTIVE,1,7,220,1,6226
R0221,emergency,ACTIVE,1,6,220,1,6226
R0222,waste,ACTIVE,1,5,220,1,6226
R0223,communications,ACTIVE,1,4,220,1,6226
R0224,waste,ACTIVE,1,4,220,1,6226
R0225,communications,ACTIVE,1,5,220,1,6226
R0226,waste,ACTIVE,1,7,220,1,6226
R0227,emergency,ACTIVE,1,6,220,1,6226
R0228,water,ACTIVE,1,7,220,1,6226
R0229,communications,ACTIVE,1,6,220,1,6226
R0230,emergency,ACTIVE,1,7,220,1,6226
R0231,emergency,ACTIVE,1,6,220,1,6226
R0232,traffic,ACTIVE,1,6,220,1,6226
R0233,waste,ACTIVE,1,5,220,1,6226
R0234,transit,ACTIVE,1,6,220,1,6226
R0235,waste,ACTIVE,1,4,220,1,6226
R0236,communications,ACTIVE,1,4,220,1,6226
R0237,water,ACTIVE,1,5,220,1,6226
R0238,power,ACTIVE,1,5,130,42,6226
R0239,traffic,ACTIVE,1,4,220,1,6226
R0240,power,QUEUED,1,6,94,60,6226
R0241,water,ACTIVE,1,5,220,1,6226
R0242,waste,ACTIVE,1,7,220,1,6226
R0243,traffic,ACTIVE,1,4,220,1,6226
R0244,water,INACTIVE,1,4,169,13,6226
R0245,waste,COMPLETE,1,4,124,65,6226
R0246,communications,ACTIVE,1,5,220,1,6226
R0247,waste,ACTIVE,1,4,220,1,6226
R0248,waste,ACTIVE,1,5,220,1,6226
R0249,emergency,ACTIVE,1,4,220,1,6226
R0250,power,ACTIVE,1,4,220,1,6226
R0251,transit,ACTIVE,1,7,220,1,6226
R0252,water,ACTIVE,1,4,220,1,6226
R0253,water,ACTIVE,1,6,220,1,6226
R0254,waste,ACTIVE,1,4,220,1,6226
R0255,transit,ACTIVE,1,6,220,1,6226
R0256,power,ACTIVE,1,7,220,1,6226
R0257,water,ACTIVE,1,4,220,1,6226
R0258,communications,ACTIVE,1,4,139,6,6226
R0259,water,ACTIVE,1,4,220,1,6226
R0260,transit,ACTIVE,1,7,220,1,6226
R0261,power,ACTIVE,1,7,220,1,6226
R0262,traffic,ACTIVE,1,4,220,1,6226
R0263,traffic,ACTIVE,1,6,220,1,6226
R0264,transit,ACTIVE,1,4,41,95,6226
R0265,communications,ACTIVE,1,4,220,1,6226
R0266,waste,ACTIVE,1,6,220,1,6226
R0267,water,ACTIVE,1,5,220,1,6226
R0268,water,ACTIVE,1,6,220,1,6226
R0269,traffic,ACTIVE,1,6,220,1,6226
R0270,emergency,ACTIVE,1,7,220,1,6226
R0271,transit,ACTIVE,1,7,220,1,6226
R0272,power,ACTIVE,1,4,220,1,6226
R0273,transit,ACTIVE,1,5,220,1,6226
R0274,power,ACTIVE,1,7,220,1,6226
R0275,water,ACTIVE,1,5,220,1,6226
R0276,waste,ACTIVE,1,6,220,1,6226
R0277,traffic,ACTIVE,1,7,220,1,6226
R0278,waste,ACTIVE,0,7,14,129,6226
R0279,communications,ACTIVE,1,7,220,1,6226
R0280,emergency,ACTIVE,1,6,220,1,6226
R0281,water,ACTIVE,1,4,220,1,6226
R0282,power,ACTIVE,1,7,220,1,6226
R0283,waste,ACTIVE,1,6,220,1,6226
R0284,transit,ACTIVE,1,6,220,1,6226
R0285,power,ACTIVE,1,6,220,1,6226
R0286,emergency,ACTIVE,1,4,72,47,6226
R0287,waste,ACTIVE,1,6,220,1,6226
R0288,water,ACTIVE,1,6,220,1,6226
R0289,waste,ACTIVE,1,7,220,1,6226
R0290,waste,ACTIVE,1,5,220,1,6226
R0291,emergency,ACTIVE,1,7,220,1,6226
R0292,traffic,ACTIVE,1,7,220,1,6226
R0293,power,ACTIVE,1,4,220,1,6226
R0294,power,ACTIVE,1,4,220,1,6226
R0295,traffic,ACTIVE,1,4,220,1,6226
R0296,power,ACTIVE,1,5,220,1,6226
R0297,emergency,ACTIVE,1,5,220,1,6226
R0298,water,ACTIVE,1,4,220,1,6226
