reading_id,district,signal_strength,district_code
R0001,everton,70.047,122704
R0002,prescot,69.031,568499
R0003,birkenhead,70.880,843369
R0004,wavertree,70.284,736633
R0005,fazakerley,71.118,804142
R0006,birkenhead,72.545,843369
R0007,huyton,71.380,251283
R0008,aigburth,69.215,272116
R0009,garston,70.028,718995
R0010,toxteth,70.176,452769
R0011,crosby,69.037,882823
R0012,allerton,71.916,538715
R0013,old_swan,69.607,985440
R0014,childwall,70.405,451835
R0015,birkenhead,69.842,843369
R0016,knotty_ash,70.712,755502
R0017,bootle,73.294,142909
R0018,garston,70.083,718995
R0019,anfield,69.977,943289
R0020,sefton_park,70.670,280264
R0021,sefton_park,67.786,280264
R0022,birkenhead,70.906,843369
R0023,birkenhead,70.545,843369
R0024,crosby,71.667,882823
R0025,kirkby,71.523,621455
R0026,old_swan,71.075,985440
R0027,woolton,69.580,452457
R0028,speke,68.881,398086
R0029,woolton,71.218,452457
R0030,bootle,70.420,142909
R0031,childwall,71.783,451835
R0032,old_swan,71.528,985440
R0033,anfield,70.691,943289
R0034,everton,70.134,122704
R0035,broadgreen,68.177,600616
R0036,knotty_ash,70.589,755502
R0037,prescot,71.365,568499
R0038,mossley_hill,71.507,647796
R0039,bootle,70.124,142909
R0040,childwall,71.333,451835
R0041,everton,70.179,122704
R0042,woolton,71.115,452457
R0043,garston,70.393,718995
R0044,anfield,70.602,943289
R0045,birkenhead,71.320,843369
R0046,sefton_park,67.913,280264
R0047,crosby,70.460,882823
R0048,kirkby,68.647,621455
R0049,woolton,72.706,452457
R0050,mossley_hill,69.418,647796
R0051,childwall,70.593,451835
R0052,knotty_ash,69.869,755502
R0053,toxteth,69.508,452769
R0054,woolton,69.913,452457
R0055,huyton,68.878,251283
R0056,maghull,69.474,414451
R0057,childwall,70.584,451835
R0058,knotty_ash,71.406,755502
R0059,west_derby,69.745,658590
R0060,huyton,70.673,251283
R0061,fazakerley,71.059,804142
R0062,broadgreen,68.898,600616
R0063,huyton,72.730,251283
R0064,west_derby,69.561,658590
R0065,aigburth,70.669,272116
R0066,west_derby,69.875,658590
R0067,crosby,70.040,882823
R0068,childwall,71.012,451835
R0069,aigburth,71.831,272116
R0070,broadgreen,68.273,600616
R0071,west_derby,72.166,658590
R0072,crosby,69.282,882823
R0073,kirkby,69.969,621455
R0074,huyton,69.522,251283
R0075,anfield,71.344,943289
R0076,old_swan,69.726,985440
R0077,woolton,70.828,452457
R0078,knotty_ash,69.828,755502
R0079,allerton,72.766,538715
R0080,childwall,71.596,451835
R0081,aigburth,72.024,272116
R0082,mossley_hill,68.801,647796
R0083,bootle,71.081,142909
R0084,knotty_ash,71.043,755502
R0085,everton,70.735,122704
R0086,sefton_park,70.288,280264
R0087,speke,69.612,398086
R0088,allerton,72.023,538715
R0089,allerton,72.226,538715
R0090,sefton_park,70.208,280264
R0091,everton,71.108,122704
R0092,huyton,69.503,251283
R0093,speke,70.927,398086
R0094,broadgreen,67.549,600616
R0095,wavertree,70.113,736633
R0096,sefton_park,69.869,280264
R0097,huyton,71.298,251283
R0098,bootle,70.017,142909
R0099,wavertree,69.659,736633
R0100,aigburth,70.829,272116
R0101,huyton,70.448,251283
R0102,broadgreen,69.898,600616
R0103,old_swan,69.951,985440
R0104,sefton_park,69.385,280264
R0105,garston,71.870,718995
R0106,allerton,69.354,538715
R0107,toxteth,70.941,452769
R0108,kirkdale,68.402,968136
R0109,kirkdale,71.486,968136
R0110,kirkdale,69.486,968136
R0111,aigburth,72.215,272116
R0112,sefton_park,69.752,280264
R0113,woolton,70.316,452457
R0114,bootle,70.730,142909
R0115,garston,69.989,718995
R0116,anfield,69.717,943289
R0117,everton,69.652,122704
R0118,woolton,69.837,452457
R0119,crosby,70.590,882823
R0120,huyton,71.951,251283
R0121,crosby,70.173,882823
R0122,west_derby,69.746,658590
R0123,mossley_hill,69.944,647796
R0124,kirkdale,69.726,968136
R0125,broadgreen,71.652,600616
R0126,toxteth,71.171,452769
R0127,anfield,70.148,943289
R0128,everton,67.996,122704
R0129,crosby,70.065,882823
R0130,anfield,70.008,943289
R0131,maghull,71.287,414451
R0132,anfield,68.586,943289
R0133,broadgreen,69.294,600616
R0134,maghull,69.398,414451
R0135,childwall,70.850,451835
R0136,crosby,68.573,882823
