record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,water,ACTIVE,1,6,220,1,4757
R0002,emergency,ACTIVE,1,4,220,1,4757
R0003,water,ACTIVE,1,4,220,1,4757
R0004,communications,ACTIVE,1,7,220,1,4757
R0005,water,ACTIVE,1,6,220,1,4757
R0006,power,ACTIVE,1,4,220,1,4757
R0007,traffic,ACTIVE,1,7,220,1,4757
R0008,traffic,ACTIVE,1,4,220,1,4757
R0009,water,ACTIVE,1,7,220,1,4757
R0010,power,ACTIVE,1,7,220,1,4757
R0011,traffic,ACTIVE,1,5,220,1,4757
R0012,transit,ACTIVE,1,4,220,1,4757
R0013,emergency,ACTIVE,1,4,220,1,4757
R0014,power,ACTIVE,1,4,220,1,4757
R0015,waste,ACTIVE,1,4,220,1,4757
R0016,emergency,ACTIVE,1,4,220,1,4757
R0017,water,ACTIVE,1,4,220,1,4757
R0018,waste,ACTIVE,1,4,220,1,4757
R0019,traffic,ACTIVE,1,6,220,1,4757
R0020,power,ACTIVE,1,7,220,1,4757
R0021,waste,ACTIVE,1,7,220,1,4757
R0022,emergency,ACTIVE,1,4,220,1,4757
R0023,traffic,ACTIVE,1,6,220,1,4757
R0024,communications,ACTIVE,1,4,220,1,4757
R0025,communications,ACTIVE,1,5,220,1,4757
R0026,waste,ACTIVE,1,5,220,1,4757
R0027,emergency,ACTIVE,1,4,220,1,4757
R0028,transit,ACTIVE,1,4,220,1,4757
R0029,communications,ACTIVE,1,6,220,1,4757
R0030,power,ACTIVE,1,4,220,1,4757
R0031,waste,ACTIVE,1,5,220,1,4757
R0032,waste,ACTIVE,1,7,220,1,4757
R0033,waste,ACTIVE,1,6,220,1,4757
R0034,waste,ACTIVE,1,7,220,1,4757
R0035,emergency,ACTIVE,1,6,220,1,4757
R0036,communications,ACTIVE,1,4,220,1,4757
R0037,waste,ACTIVE,1,5,220,1,4757
R0038,communications,ACTIVE,1,4,220,1,4757
R0039,waste,ACTIVE,1,5,220,1,4757
R0040,water,ACTIVE,1,7,220,1,4757
R0041,communications,ACTIVE,1,7,220,1,4757
R0042,communications,ACTIVE,1,6,220,1,4757
R0043,communications,ACTIVE,1,4,220,1,4757
R0044,power,ACTIVE,1,4,220,1,4757
R0045,communications,ACTIVE,1,4,220,1,4757
R0046,transit,ACTIVE,1,7,220,1,4757
R0047,water,ACTIVE,1,2,14,48,4757
R0048,power,ACTIVE,1,5,220,1,4757
R0049,power,ACTIVE,1,6,220,1,4757
R0050,power,ACTIVE,1,7,220,1,4757
R0051,traffic,ACTIVE,1,6,220,1,4757
R0052,traffic,ACTIVE,1,5,220,1,4757
R0053,communications,ACTIVE,1,4,220,1,4757
R0054,traffic,ACTIVE,1,4,220,1,4757
R0055,transit,ACTIVE,1,4,220,1,4757
