reading_id,district,signal_strength,district_code
R0001,kirkby,72.419,458866
R0002,old_swan,72.968,506296
R0003,old_swan,72.142,506296
R0004,crosby,71.018,394150
R0005,toxteth,74.837,157887
R0006,prescot,71.465,798785
R0007,sefton_park,72.867,323084
R0008,broadgreen,72.511,500645
R0009,old_swan,72.389,506296
R0010,toxteth,72.919,157887
R0011,knotty_ash,73.091,604679
R0012,everton,72.406,770536
R0013,maghull,74.011,366062
R0014,maghull,73.282,366062
R0015,crosby,72.610,394150
R0016,birkenhead,73.568,365508
R0017,kirkdale,71.542,475083
R0018,west_derby,71.994,850642
R0019,sefton_park,75.067,323084
R0020,mossley_hill,73.648,337604
R0021,everton,73.613,770536
R0022,west_derby,74.014,850642
R0023,knotty_ash,70.748,604679
R0024,toxteth,74.490,157887
R0025,prescot,71.719,798785
R0026,bootle,72.933,717436
R0027,maghull,73.174,366062
R0028,garston,73.636,621636
R0029,garston,73.376,621636
R0030,speke,72.951,568209
R0031,kirkby,71.290,458866
R0032,aigburth,73.097,147784
R0033,speke,74.051,568209
R0034,mossley_hill,72.392,337604
R0035,crosby,73.570,394150
R0036,speke,72.984,568209
R0037,allerton,72.490,373356
R0038,mossley_hill,72.353,337604
R0039,everton,73.381,770536
R0040,fazakerley,71.210,411131
R0041,woolton,73.796,431970
R0042,mossley_hill,70.784,337604
R0043,old_swan,71.814,506296
R0044,old_swan,72.112,506296
R0045,huyton,71.897,564184
R0046,mossley_hill,73.970,337604
R0047,old_swan,71.190,506296
R0048,childwall,72.486,290362
R0049,wavertree,76.234,700986
R0050,speke,72.256,568209
R0051,sefton_park,72.022,323084
R0052,fazakerley,73.454,411131
R0053,birkenhead,71.868,365508
R0054,crosby,71.339,394150
R0055,speke,73.788,568209
R0056,mossley_hill,72.673,337604
R0057,anfield,72.796,126844
R0058,maghull,73.164,366062
R0059,garston,74.038,621636
R0060,woolton,71.164,431970
R0061,allerton,72.208,373356
R0062,bootle,73.516,717436
R0063,speke,74.965,568209
R0064,huyton,71.954,564184
R0065,toxteth,72.864,157887
R0066,woolton,72.377,431970
R0067,maghull,72.564,366062
R0068,wavertree,72.584,700986
R0069,old_swan,71.896,506296
R0070,crosby,71.699,394150
R0071,crosby,73.382,394150
R0072,huyton,71.374,564184
R0073,maghull,73.441,366062
R0074,sefton_park,72.253,323084
R0075,crosby,71.934,394150
R0076,mossley_hill,70.724,337604
R0077,kirkby,72.702,458866
R0078,speke,72.571,568209
R0079,anfield,72.608,126844
R0080,knotty_ash,73.476,604679
R0081,birkenhead,72.940,365508
R0082,knotty_ash,72.378,604679
R0083,mossley_hill,72.980,337604
R0084,huyton,71.495,564184
R0085,aigburth,74.926,147784
R0086,toxteth,74.035,157887
R0087,birkenhead,73.650,365508
R0088,fazakerley,71.401,411131
R0089,crosby,72.143,394150
R0090,crosby,72.759,394150
R0091,prescot,73.263,798785
R0092,west_derby,73.554,850642
R0093,mossley_hill,73.158,337604
R0094,childwall,74.968,290362
R0095,crosby,72.974,394150
R0096,birkenhead,73.330,365508
R0097,toxteth,73.364,157887
R0098,aigburth,72.584,147784
R0099,fazakerley,73.090,411131
R0100,broadgreen,71.829,500645
R0101,mossley_hill,70.685,337604
R0102,old_swan,72.857,506296
R0103,wavertree,74.712,700986
R0104,birkenhead,72.975,365508
R0105,allerton,71.557,373356
R0106,mossley_hill,72.365,337604
R0107,fazakerley,71.994,411131
R0108,garston,72.677,621636
R0109,everton,73.432,770536
R0110,knotty_ash,74.049,604679
R0111,old_swan,72.525,506296
R0112,huyton,73.578,564184
R0113,prescot,72.630,798785
R0114,fazakerley,71.963,411131
R0115,west_derby,73.519,850642
R0116,garston,73.214,621636
R0117,garston,73.303,621636
R0118,garston,73.089,621636
R0119,kirkdale,72.368,475083
R0120,garston,73.204,621636
R0121,prescot,72.006,798785
R0122,mossley_hill,71.805,337604
R0123,kirkdale,73.249,475083
R0124,huyton,71.443,564184
R0125,bootle,73.928,717436
R0126,wavertree,73.540,700986
R0127,woolton,72.328,431970
R0128,mossley_hill,73.386,337604
R0129,mossley_hill,71.880,337604
R0130,fazakerley,72.122,411131
R0131,sefton_park,70.516,323084
R0132,anfield,72.951,126844
R0133,anfield,73.027,126844
R0134,allerton,72.473,373356
R0135,everton,73.552,770536
R0136,bootle,71.617,717436
R0137,kirkdale,72.547,475083
R0138,wavertree,74.247,700986
R0139,maghull,74.060,366062
R0140,west_derby,74.554,850642
R0141,old_swan,74.106,506296
R0142,huyton,72.420,564184
R0143,prescot,73.629,798785
R0144,bootle,73.276,717436
R0145,anfield,71.966,126844
R0146,old_swan,71.653,506296
R0147,speke,72.330,568209
R0148,bootle,70.984,717436
R0149,garston,71.854,621636
R0150,woolton,74.615,431970
R0151,mossley_hill,71.728,337604
R0152,toxteth,72.027,157887
R0153,bootle,72.816,717436
R0154,garston,72.810,621636
R0155,knotty_ash,73.730,604679
R0156,fazakerley,71.087,411131
R0157,birkenhead,72.475,365508
R0158,west_derby,72.396,850642
R0159,kirkdale,73.319,475083
