reading_id,district,signal_strength,district_code
R0001,kirkby,73.910,554559
R0002,aigburth,74.453,255479
R0003,fazakerley,75.108,205156
R0004,garston,74.892,396825
R0005,crosby,73.373,174160
R0006,knotty_ash,74.559,369127
R0007,fazakerley,74.592,205156
R0008,mossley_hill,75.764,230458
R0009,childwall,73.444,747874
R0010,fazakerley,73.495,205156
R0011,kirkdale,75.487,680567
R0012,kirkby,73.864,554559
R0013,wavertree,73.522,164901
R0014,maghull,74.300,521658
R0015,kirkdale,74.556,680567
R0016,huyton,75.047,895888
R0017,woolton,73.976,162030
R0018,wavertree,72.459,164901
R0019,speke,77.197,963370
R0020,aigburth,75.439,255479
R0021,fazakerley,73.884,205156
R0022,sefton_park,72.655,642420
R0023,west_derby,75.500,542279
R0024,huyton,72.049,895888
R0025,everton,73.254,676499
R0026,kirkdale,74.480,680567
R0027,kirkby,73.452,554559
R0028,old_swan,73.703,605714
R0029,woolton,74.808,162030
R0030,toxteth,76.099,953067
R0031,allerton,74.282,904489
R0032,childwall,73.786,747874
R0033,anfield,73.524,803884
R0034,wavertree,73.983,164901
R0035,crosby,73.948,174160
R0036,prescot,73.240,713260
R0037,west_derby,72.372,542279
R0038,anfield,74.440,803884
R0039,speke,74.171,963370
R0040,crosby,72.065,174160
R0041,maghull,76.640,521658
R0042,speke,74.175,963370
R0043,mossley_hill,73.151,230458
R0044,aigburth,74.062,255479
R0045,kirkby,73.744,554559
R0046,knotty_ash,74.024,369127
R0047,speke,73.109,963370
R0048,aigburth,74.177,255479
R0049,knotty_ash,74.742,369127
R0050,fazakerley,74.758,205156
R0051,crosby,73.675,174160
R0052,maghull,72.889,521658
R0053,fazakerley,74.939,205156
R0054,fazakerley,75.230,205156
R0055,garston,75.290,396825
R0056,toxteth,76.089,953067
R0057,huyton,73.969,895888
R0058,kirkby,74.334,554559
R0059,aigburth,73.680,255479
R0060,crosby,74.591,174160
R0061,woolton,74.425,162030
R0062,speke,74.983,963370
R0063,wavertree,72.658,164901
R0064,childwall,74.519,747874
R0065,woolton,73.902,162030
R0066,huyton,73.930,895888
R0067,everton,73.214,676499
R0068,old_swan,74.668,605714
R0069,knotty_ash,74.571,369127
R0070,old_swan,74.987,605714
R0071,woolton,72.459,162030
R0072,birkenhead,74.498,963058
R0073,wavertree,73.653,164901
R0074,crosby,74.999,174160
R0075,prescot,72.857,713260
R0076,wavertree,73.934,164901
R0077,allerton,72.799,904489
R0078,mossley_hill,73.635,230458
R0079,mossley_hill,74.343,230458
R0080,broadgreen,74.463,613183
R0081,bootle,73.574,880611
R0082,everton,74.208,676499
R0083,bootle,73.248,880611
R0084,mossley_hill,74.896,230458
R0085,broadgreen,73.817,613183
R0086,toxteth,74.201,953067
R0087,kirkdale,72.664,680567
R0088,allerton,75.323,904489
R0089,prescot,74.062,713260
R0090,everton,75.049,676499
R0091,broadgreen,73.649,613183
R0092,aigburth,73.485,255479
R0093,sefton_park,74.258,642420
R0094,anfield,75.535,803884
R0095,everton,74.534,676499
R0096,kirkby,73.773,554559
R0097,everton,74.054,676499
R0098,wavertree,74.239,164901
R0099,wavertree,74.764,164901
R0100,huyton,73.078,895888
R0101,old_swan,76.593,605714
R0102,birkenhead,73.659,963058
R0103,allerton,73.940,904489
R0104,sefton_park,74.010,642420
R0105,mossley_hill,73.426,230458
R0106,prescot,72.233,713260
R0107,aigburth,75.265,255479
R0108,bootle,73.172,880611
R0109,prescot,74.289,713260
R0110,kirkby,74.226,554559
R0111,speke,75.136,963370
R0112,knotty_ash,74.866,369127
R0113,wavertree,72.472,164901
R0114,kirkdale,72.721,680567
R0115,childwall,73.291,747874
R0116,maghull,72.307,521658
R0117,toxteth,75.056,953067
R0118,kirkby,75.254,554559
R0119,old_swan,74.333,605714
R0120,west_derby,74.186,542279
R0121,birkenhead,74.225,963058
R0122,west_derby,76.744,542279
R0123,speke,75.167,963370
R0124,mossley_hill,74.697,230458
R0125,fazakerley,74.375,205156
R0126,toxteth,75.335,953067
R0127,wavertree,73.799,164901
R0128,west_derby,73.233,542279
R0129,anfield,73.636,803884
R0130,knotty_ash,75.812,369127
R0131,garston,73.419,396825
R0132,fazakerley,74.308,205156
R0133,birkenhead,73.504,963058
R0134,broadgreen,74.014,613183
R0135,birkenhead,74.127,963058
R0136,woolton,72.814,162030
R0137,garston,74.774,396825
R0138,mossley_hill,75.131,230458
R0139,huyton,72.642,895888
R0140,broadgreen,73.522,613183
R0141,maghull,74.122,521658
R0142,mossley_hill,72.950,230458
R0143,woolton,72.497,162030
R0144,speke,74.381,963370
R0145,speke,72.880,963370
R0146,allerton,74.489,904489
R0147,birkenhead,73.659,963058
R0148,birkenhead,74.959,963058
R0149,knotty_ash,73.635,369127
R0150,garston,74.069,396825
R0151,fazakerley,75.439,205156
R0152,west_derby,74.273,542279
R0153,speke,73.190,963370
R0154,fazakerley,73.475,205156
R0155,maghull,74.609,521658
R0156,birkenhead,72.203,963058
R0157,garston,72.643,396825
R0158,west_derby,73.155,542279
R0159,woolton,75.937,162030
R0160,old_swan,74.212,605714
R0161,wavertree,74.420,164901
