record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,communications,ACTIVE,1,6,220,1,4215
R0002,transit,ACTIVE,1,4,220,1,4215
R0003,traffic,ACTIVE,1,5,220,1,4215
R0004,traffic,ACTIVE,1,5,220,1,4215
R0005,waste,ACTIVE,1,4,220,1,4215
R0006,transit,QUEUED,1,5,86,26,4215
R0007,power,ACTIVE,1,7,220,1,4215
R0008,traffic,ACTIVE,1,6,220,1,4215
R0009,water,ACTIVE,1,6,220,1,4215
R0010,water,ACTIVE,1,6,220,1,4215
R0011,water,ACTIVE,1,5,220,1,4215
R0012,communications,ACTIVE,1,7,220,1,4215
R0013,waste,ACTIVE,1,5,220,1,4215
R0014,traffic,ACTIVE,1,5,220,1,4215
R0015,transit,ACTIVE,1,6,220,1,4215
R0016,waste,ACTIVE,1,6,220,1,4215
R0017,communications,ACTIVE,1,5,220,1,4215
R0018,communications,ACTIVE,1,7,220,1,4215
R0019,emergency,ACTIVE,1,5,220,1,4215
R0020,transit,ACTIVE,1,7,220,1,4215
R0021,communications,ACTIVE,1,4,220,1,4215
R0022,waste,ACTIVE,1,5,220,1,4215
R0023,emergency,ACTIVE,1,5,220,1,4215
R0024,waste,ACTIVE,1,4,220,1,4215
R0025,power,ACTIVE,1,7,220,1,4215
R0026,power,ACTIVE,1,7,220,1,4215
R0027,traffic,ACTIVE,1,4,220,1,4215
R0028,communications,ACTIVE,1,7,220,1,4215
R0029,traffic,ACTIVE,1,7,220,1,4215
R0030,traffic,ACTIVE,1,4,220,1,4215
R0031,power,ACTIVE,1,5,220,1,4215
R0032,communications,ACTIVE,1,5,220,1,4215
R0033,communications,ACTIVE,1,5,220,1,4215
R0034,traffic,ACTIVE,1,6,220,1,4215
R0035,emergency,ACTIVE,1,7,220,1,4215
R0036,water,ACTIVE,1,5,220,1,4215
R0037,traffic,ACTIVE,1,7,220,1,4215
R0038,water,ACTIVE,1,5,220,1,4215
R0039,emergency,ACTIVE,1,4,220,1,4215
R0040,transit,ACTIVE,1,6,220,1,4215
R0041,emergency,ACTIVE,1,7,220,1,4215
R0042,emergency,ACTIVE,1,4,220,1,4215
R0043,water,ACTIVE,1,7,220,1,4215
R0044,traffic,ACTIVE,1,7,220,1,4215
