reading_id,district,signal_strength,district_code
R0001,woolton,75.184,118884
R0002,garston,74.312,316552
R0003,toxteth,72.960,680059
R0004,toxteth,75.483,680059
R0005,toxteth,74.016,680059
R0006,sefton_park,76.482,862942
R0007,sefton_park,73.372,862942
R0008,speke,75.930,824237
R0009,crosby,74.700,281262
R0010,fazakerley,72.802,857936
R0011,toxteth,73.976,680059
R0012,kirkdale,74.099,402874
R0013,west_derby,75.558,470475
R0014,huyton,73.582,911566
R0015,fazakerley,77.440,857936
R0016,everton,74.009,923730
R0017,garston,75.570,316552
R0018,garston,74.930,316552
R0019,huyton,75.577,911566
R0020,woolton,73.869,118884
R0021,old_swan,75.448,121770
R0022,wavertree,72.953,857552
R0023,garston,75.782,316552
R0024,maghull,74.603,493023
R0025,speke,71.704,824237
R0026,garston,74.838,316552
R0027,aigburth,72.610,595147
R0028,west_derby,75.565,470475
R0029,childwall,73.588,520509
R0030,anfield,75.286,590971
R0031,kirkby,73.714,143287
R0032,broadgreen,71.660,328025
R0033,anfield,73.288,590971
R0034,speke,72.701,824237
R0035,knotty_ash,74.146,700942
R0036,prescot,73.701,556232
R0037,toxteth,73.679,680059
R0038,birkenhead,74.599,691758
R0039,kirkby,75.652,143287
R0040,garston,75.235,316552
R0041,aigburth,75.457,595147
R0042,birkenhead,75.177,691758
R0043,everton,77.131,923730
R0044,west_derby,75.136,470475
R0045,anfield,74.197,590971
R0046,allerton,74.292,656479
R0047,speke,73.803,824237
R0048,kirkby,73.785,143287
R0049,maghull,75.602,493023
R0050,aigburth,74.424,595147
R0051,bootle,72.942,607165
R0052,speke,75.495,824237
R0053,kirkby,74.480,143287
R0054,woolton,73.750,118884
R0055,wavertree,76.622,857552
R0056,aigburth,74.091,595147
R0057,everton,75.213,923730
R0058,woolton,73.648,118884
R0059,maghull,74.393,493023
R0060,bootle,72.968,607165
R0061,everton,74.602,923730
R0062,wavertree,74.968,857552
R0063,aigburth,74.757,595147
R0064,old_swan,76.232,121770
R0065,anfield,73.679,590971
R0066,west_derby,75.714,470475
R0067,allerton,76.245,656479
R0068,wavertree,73.859,857552
R0069,childwall,74.942,520509
R0070,woolton,73.052,118884
R0071,crosby,72.283,281262
R0072,broadgreen,74.315,328025
R0073,kirkdale,75.016,402874
R0074,kirkdale,76.947,402874
R0075,crosby,72.620,281262
R0076,old_swan,76.743,121770
R0077,wavertree,75.696,857552
R0078,kirkdale,75.288,402874
R0079,huyton,74.066,911566
R0080,huyton,74.005,911566
R0081,woolton,73.450,118884
R0082,kirkby,74.077,143287
R0083,allerton,73.805,656479
R0084,kirkby,74.267,143287
R0085,kirkby,72.708,143287
R0086,west_derby,75.630,470475
R0087,mossley_hill,75.035,257652
R0088,bootle,74.221,607165
R0089,kirkby,72.588,143287
R0090,aigburth,75.698,595147
R0091,huyton,73.708,911566
R0092,childwall,74.490,520509
R0093,broadgreen,74.592,328025
R0094,fazakerley,73.811,857936
R0095,woolton,73.224,118884
R0096,aigburth,75.583,595147
R0097,toxteth,74.900,680059
R0098,mossley_hill,76.179,257652
R0099,broadgreen,74.008,328025
R0100,childwall,76.124,520509
R0101,childwall,76.030,520509
R0102,sefton_park,74.914,862942
R0103,kirkdale,75.678,402874
R0104,fazakerley,74.398,857936
R0105,speke,75.271,824237
R0106,old_swan,73.115,121770
R0107,birkenhead,73.897,691758
R0108,toxteth,74.059,680059
R0109,maghull,75.172,493023
R0110,fazakerley,74.636,857936
R0111,aigburth,75.892,595147
R0112,mossley_hill,76.590,257652
R0113,anfield,74.540,590971
R0114,kirkdale,74.880,402874
R0115,birkenhead,73.718,691758
R0116,west_derby,75.287,470475
R0117,birkenhead,74.783,691758
R0118,bootle,72.688,607165
R0119,knotty_ash,72.528,700942
R0120,kirkby,77.718,143287
R0121,garston,75.478,316552
R0122,birkenhead,76.034,691758
R0123,birkenhead,75.263,691758
R0124,crosby,73.853,281262
R0125,huyton,73.084,911566
R0126,huyton,75.742,911566
R0127,anfield,75.807,590971
R0128,childwall,76.746,520509
R0129,wavertree,76.953,857552
R0130,woolton,74.628,118884
R0131,birkenhead,75.874,691758
R0132,speke,75.327,824237
R0133,knotty_ash,74.129,700942
R0134,mossley_hill,74.979,257652
R0135,knotty_ash,74.141,700942
R0136,fazakerley,73.816,857936
R0137,west_derby,75.206,470475
R0138,childwall,74.916,520509
R0139,sefton_park,74.299,862942
R0140,wavertree,72.947,857552
R0141,mossley_hill,74.667,257652
R0142,wavertree,75.436,857552
R0143,wavertree,75.955,857552
R0144,speke,75.955,824237
R0145,anfield,74.686,590971
R0146,woolton,75.886,118884
R0147,crosby,75.424,281262
R0148,broadgreen,75.554,328025
R0149,speke,75.046,824237
R0150,anfield,74.300,590971
R0151,birkenhead,73.509,691758
R0152,woolton,74.776,118884
R0153,kirkdale,74.664,402874
R0154,everton,74.983,923730
R0155,kirkdale,74.808,402874
R0156,west_derby,75.293,470475
R0157,speke,74.546,824237
R0158,sefton_park,73.447,862942
R0159,west_derby,74.924,470475
R0160,allerton,74.791,656479
R0161,aigburth,73.502,595147
R0162,allerton,75.042,656479
R0163,huyton,73.533,911566
R0164,garston,78.001,316552
R0165,childwall,74.006,520509
R0166,aigburth,75.246,595147
R0167,sefton_park,76.455,862942
R0168,prescot,73.968,556232
R0169,maghull,75.533,493023
R0170,knotty_ash,74.969,700942
R0171,crosby,72.417,281262
R0172,everton,75.102,923730
R0173,old_swan,75.953,121770
R0174,bootle,75.868,607165
R0175,birkenhead,73.901,691758
R0176,knotty_ash,74.997,700942
R0177,knotty_ash,74.744,700942
R0178,maghull,75.534,493023
R0179,birkenhead,75.667,691758
R0180,aigburth,73.608,595147
R0181,woolton,74.223,118884
R0182,aigburth,73.556,595147
R0183,garston,77.478,316552
R0184,woolton,74.410,118884
R0185,maghull,75.254,493023
R0186,kirkdale,74.962,402874
R0187,sefton_park,74.042,862942
R0188,bootle,76.139,607165
R0189,mossley_hill,76.019,257652
R0190,prescot,75.296,556232
R0191,old_swan,75.194,121770
R0192,kirkdale,75.552,402874
R0193,birkenhead,75.424,691758
R0194,west_derby,76.444,470475
R0195,huyton,74.420,911566
R0196,kirkby,75.784,143287
R0197,broadgreen,74.775,328025
R0198,toxteth,75.756,680059
R0199,speke,75.959,824237
R0200,allerton,72.643,656479
R0201,fazakerley,74.007,857936
R0202,prescot,75.044,556232
R0203,mossley_hill,74.342,257652
R0204,huyton,73.316,911566
R0205,speke,77.226,824237
R0206,everton,74.873,923730
