record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,communications,ACTIVE,1,4,220,1,9894
R0002,emergency,ACTIVE,1,7,220,1,9894
R0003,transit,ACTIVE,1,4,220,1,9894
R0004,communications,ACTIVE,1,4,220,1,9894
R0005,emergency,ACTIVE,1,5,220,1,9894
R0006,transit,ACTIVE,1,5,220,1,9894
R0007,traffic,ACTIVE,1,5,220,1,9894
R0008,transit,ACTIVE,1,4,220,1,9894
R0009,waste,ACTIVE,1,6,220,1,9894
R0010,traffic,ACTIVE,1,5,220,1,9894
R0011,communications,COMPLETE,1,7,43,125,9894
R0012,traffic,ACTIVE,1,6,220,1,9894
R0013,traffic,ACTIVE,1,7,220,1,9894
R0014,traffic,ACTIVE,1,7,220,1,9894
R0015,waste,ACTIVE,1,4,220,1,9894
R0016,emergency,ACTIVE,1,5,220,1,9894
R0017,waste,ACTIVE,1,5,220,1,9894
R0018,communications,ACTIVE,1,5,220,1,9894
R0019,waste,ACTIVE,1,5,220,1,9894
R0020,water,ACTIVE,1,4,220,1,9894
R0021,emergency,ACTIVE,1,5,220,1,9894
R0022,power,ACTIVE,1,7,220,1,9894
R0023,power,ACTIVE,1,7,220,1,9894
R0024,water,ACTIVE,1,7,220,1,9894
R0025,communications,ACTIVE,1,6,220,1,9894
R0026,water,ACTIVE,1,6,220,1,9894
R0027,waste,ACTIVE,1,4,220,1,9894
R0028,emergency,ACTIVE,1,7,220,1,9894
R0029,waste,ACTIVE,1,6,220,1,9894
R0030,emergency,ACTIVE,1,6,220,1,9894
R0031,traffic,ACTIVE,1,5,220,1,9894
R0032,power,ACTIVE,1,7,220,1,9894
R0033,water,ACTIVE,1,7,220,1,9894
R0034,water,INACTIVE,0,1,6,91,9894
R0035,waste,ACTIVE,1,7,220,1,9894
R0036,communications,ACTIVE,1,7,220,1,9894
R0037,emergency,ACTIVE,1,4,220,1,9894
R0038,transit,ACTIVE,1,4,220,1,9894
R0039,waste,ACTIVE,1,5,220,1,9894
R0040,water,ACTIVE,1,5,220,1,9894
R0041,communications,ACTIVE,1,4,220,1,9894
R0042,traffic,ACTIVE,1,4,220,1,9894
R0043,emergency,ACTIVE,1,6,220,1,9894
R0044,emergency,ACTIVE,1,4,220,1,9894
R0045,water,ACTIVE,1,5,220,1,9894
R0046,communications,ACTIVE,1,5,220,1,9894
R0047,traffic,ACTIVE,1,4,220,1,9894
R0048,power,ACTIVE,1,6,220,1,9894
R0049,power,ACTIVE,0,7,104,13,9894
R0050,power,ACTIVE,1,5,220,1,9894
R0051,transit,ACTIVE,1,7,220,1,9894
R0052,waste,ACTIVE,1,7,220,1,9894
R0053,communications,ACTIVE,1,4,220,1,9894
R0054,emergency,ACTIVE,1,6,220,1,9894
R0055,transit,ACTIVE,1,6,220,1,9894
R0056,traffic,ACTIVE,1,5,220,1,9894
R0057,emergency,ACTIVE,1,4,220,1,9894
R0058,waste,ACTIVE,1,7,220,1,9894
R0059,traffic,ACTIVE,1,5,220,1,9894
R0060,waste,ACTIVE,1,7,220,1,9894
R0061,communications,ACTIVE,1,7,220,1,9894
R0062,emergency,ACTIVE,1,4,220,1,9894
R0063,waste,ACTIVE,1,4,220,1,9894
R0064,waste,ACTIVE,1,4,220,1,9894
R0065,traffic,ACTIVE,1,5,220,1,9894
R0066,traffic,ACTIVE,1,6,220,1,9894
R0067,waste,ACTIVE,1,6,220,1,9894
R0068,traffic,ACTIVE,1,7,220,1,9894
R0069,power,ACTIVE,1,4,220,1,9894
R0070,traffic,ACTIVE,1,5,220,1,9894
R0071,waste,ACTIVE,1,4,220,1,9894
R0072,communications,ACTIVE,1,4,220,1,9894
R0073,traffic,ACTIVE,1,7,220,1,9894
R0074,traffic,ACTIVE,1,7,220,1,9894
R0075,power,ACTIVE,1,6,220,1,9894
R0076,communications,ACTIVE,1,6,220,1,9894
R0077,traffic,ACTIVE,1,6,220,1,9894
R0078,emergency,ACTIVE,1,6,220,1,9894
R0079,waste,ACTIVE,1,5,220,1,9894
R0080,transit,ACTIVE,1,7,220,1,9894
R0081,power,ACTIVE,1,5,220,1,9894
R0082,emergency,ACTIVE,1,5,220,1,9894
R0083,water,ACTIVE,1,5,220,1,9894
R0084,communications,ACTIVE,1,6,220,1,9894
