reading_id,district,signal_strength,district_code
R0001,woolton,70.944,598013
R0002,broadgreen,71.363,323568
R0003,kirkby,69.535,914531
R0004,kirkdale,70.363,792776
R0005,broadgreen,69.514,323568
R0006,knotty_ash,71.666,687735
R0007,mossley_hill,69.768,203457
R0008,birkenhead,71.880,293767
R0009,old_swan,70.946,544684
R0010,prescot,70.057,270209
R0011,anfield,71.422,612411
R0012,prescot,70.552,270209
R0013,anfield,70.428,612411
R0014,knotty_ash,69.229,687735
R0015,crosby,70.884,287811
R0016,bootle,70.937,143950
R0017,woolton,72.786,598013
R0018,everton,69.624,600613
R0019,maghull,71.339,283326
R0020,sefton_park,70.538,654965
R0021,prescot,71.601,270209
R0022,kirkdale,69.917,792776
R0023,mossley_hill,69.925,203457
R0024,huyton,74.608,329061
R0025,kirkdale,71.187,792776
R0026,kirkdale,69.794,792776
R0027,woolton,69.464,598013
R0028,childwall,71.017,599323
R0029,crosby,70.571,287811
R0030,crosby,67.767,287811
R0031,everton,70.072,600613
R0032,kirkby,69.094,914531
R0033,kirkdale,69.393,792776
R0034,fazakerley,70.181,854346
R0035,crosby,68.401,287811
R0036,bootle,71.577,143950
R0037,woolton,71.294,598013
R0038,aigburth,70.028,457440
R0039,old_swan,70.752,544684
R0040,kirkdale,70.265,792776
R0041,bootle,69.137,143950
R0042,wavertree,69.525,448083
R0043,allerton,69.815,117366
R0044,broadgreen,68.472,323568
R0045,toxteth,71.985,212278
R0046,aigburth,72.621,457440
R0047,fazakerley,69.683,854346
R0048,kirkby,70.201,914531
R0049,kirkdale,69.587,792776
R0050,sefton_park,71.637,654965
R0051,knotty_ash,72.940,687735
R0052,birkenhead,69.714,293767
R0053,mossley_hill,70.553,203457
R0054,everton,68.465,600613
R0055,aigburth,72.277,457440
R0056,anfield,69.356,612411
R0057,anfield,70.926,612411
R0058,toxteth,69.631,212278
R0059,toxteth,69.937,212278
R0060,childwall,72.037,599323
R0061,kirkby,70.913,914531
R0062,knotty_ash,68.751,687735
R0063,sefton_park,70.474,654965
R0064,huyton,70.542,329061
R0065,prescot,69.064,270209
R0066,sefton_park,72.585,654965
R0067,prescot,70.373,270209
R0068,west_derby,69.936,366017
R0069,prescot,70.302,270209
R0070,prescot,71.156,270209
R0071,mossley_hill,70.076,203457
R0072,allerton,68.298,117366
R0073,birkenhead,70.136,293767
R0074,speke,69.929,388554
R0075,childwall,69.711,599323
R0076,fazakerley,69.171,854346
R0077,prescot,71.643,270209
R0078,everton,70.520,600613
R0079,knotty_ash,71.328,687735
R0080,everton,69.088,600613
R0081,kirkby,70.333,914531
R0082,wavertree,71.437,448083
R0083,toxteth,67.578,212278
R0084,sefton_park,69.903,654965
R0085,prescot,71.325,270209
R0086,allerton,70.593,117366
R0087,huyton,71.310,329061
R0088,everton,72.030,600613
R0089,knotty_ash,70.659,687735
R0090,huyton,71.763,329061
R0091,fazakerley,71.348,854346
R0092,west_derby,70.043,366017
R0093,anfield,70.363,612411
R0094,kirkdale,70.552,792776
