record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,communications,ACTIVE,0,6,176,83,7912
R0002,waste,ACTIVE,0,7,33,133,7912
R0003,waste,ACTIVE,1,5,148,61,7912
R0004,traffic,ACTIVE,1,4,146,76,7912
R0005,traffic,ACTIVE,0,6,87,116,7912
R0006,waste,ACTIVE,0,5,161,118,7912
R0007,power,ACTIVE,1,4,119,123,7912
R0008,water,ACTIVE,0,6,66,54,7912
R0009,power,COMPLETE,1,4,16,70,7912
R0010,communications,DEFERRED,1,6,167,7,7912
R0011,power,ACTIVE,1,5,34,139,7912
R0012,traffic,ACTIVE,1,3,68,134,7912
R0013,transit,ACTIVE,1,6,42,55,7912
R0014,transit,DEFERRED,1,6,65,75,7912
R0015,emergency,ACTIVE,0,7,73,67,7912
R0016,water,ACTIVE,1,5,130,117,7912
R0017,transit,ACTIVE,1,3,124,121,7912
R0018,waste,ACTIVE,1,1,154,10,7912
R0019,water,QUEUED,1,7,8,51,7912
R0020,transit,ACTIVE,1,1,144,138,7912
R0021,power,DEFERRED,1,1,6,42,7912
R0022,emergency,ACTIVE,1,6,45,50,7912
R0023,transit,ACTIVE,1,2,121,73,7912
R0024,traffic,ACTIVE,0,7,176,7,7912
R0025,power,ACTIVE,1,4,169,44,7912
R0026,water,COMPLETE,1,1,68,123,7912
R0027,waste,QUEUED,1,4,67,44,7912
R0028,water,DEFERRED,1,2,26,138,7912
R0029,power,ACTIVE,1,2,126,36,7912
R0030,power,ACTIVE,0,6,33,26,7912
R0031,power,ACTIVE,0,4,60,37,7912
R0032,communications,ACTIVE,1,2,12,63,7912
R0033,water,ACTIVE,1,7,219,126,7912
R0034,communications,ACTIVE,1,3,118,68,7912
R0035,transit,ACTIVE,0,7,46,98,7912
R0036,transit,INACTIVE,0,1,67,106,7912
R0037,waste,ACTIVE,1,6,114,19,7912
R0038,water,ACTIVE,1,2,160,85,7912
R0039,communications,ACTIVE,1,4,64,140,7912
R0040,transit,DEFERRED,1,6,172,87,7912
R0041,emergency,ACTIVE,0,5,174,28,7912
R0042,emergency,ACTIVE,1,3,77,61,7912
R0043,communications,COMPLETE,0,1,12,20,7912
R0044,water,ACTIVE,1,2,98,62,7912
R0045,emergency,INACTIVE,1,5,151,132,7912
R0046,power,COMPLETE,1,6,65,66,7912
R0047,water,ACTIVE,0,5,51,71,7912
R0048,communications,ACTIVE,1,4,53,9,7912
R0049,communications,COMPLETE,0,2,154,11,7912
R0050,transit,INACTIVE,0,1,20,113,7912
R0051,communications,QUEUED,1,7,28,109,7912
R0052,power,ACTIVE,1,1,90,32,7912
R0053,traffic,ACTIVE,1,1,124,38,7912
R0054,power,DEFERRED,1,7,179,128,7912
R0055,traffic,ACTIVE,1,5,28,48,7912
R0056,waste,COMPLETE,1,7,29,65,7912
R0057,power,ACTIVE,0,4,72,73,7912
R0058,emergency,ACTIVE,1,7,28,94,7912
R0059,waste,ACTIVE,1,3,150,54,7912
R0060,communications,ACTIVE,1,4,66,28,7912
R0061,transit,ACTIVE,1,2,87,4,7912
R0062,water,COMPLETE,1,2,178,26,7912
R0063,emergency,ACTIVE,1,4,190,83,7912
R0064,transit,DEFERRED,1,1,42,122,7912
R0065,communications,ACTIVE,1,4,84,60,7912
R0066,transit,ACTIVE,1,2,46,100,7912
R0067,traffic,ACTIVE,0,7,16,7,7912
R0068,emergency,ACTIVE,1,2,60,20,7912
R0069,waste,ACTIVE,1,3,122,127,7912
R0070,emergency,DEFERRED,0,2,175,75,7912
R0071,waste,QUEUED,0,3,98,39,7912
R0072,power,ACTIVE,1,1,94,58,7912
R0073,waste,ACTIVE,1,5,36,86,7912
R0074,communications,QUEUED,1,4,48,102,7912
R0075,water,COMPLETE,1,3,118,11,7912
R0076,waste,ACTIVE,1,7,199,12,7912
R0077,emergency,QUEUED,0,2,177,11,7912
R0078,water,ACTIVE,1,1,49,44,7912
R0079,traffic,ACTIVE,0,7,94,111,7912
R0080,transit,ACTIVE,1,1,117,105,7912
R0081,communications,COMPLETE,0,3,108,108,7912
R0082,water,DEFERRED,1,5,102,40,7912
R0083,traffic,DEFERRED,1,6,108,101,7912
R0084,communications,INACTIVE,1,4,105,54,7912
R0085,transit,ACTIVE,0,5,83,34,7912
R0086,power,ACTIVE,0,7,138,92,7912
R0087,traffic,ACTIVE,1,5,13,55,7912
R0088,water,DEFERRED,1,2,73,114,7912
