reading_id,district,signal_strength,district_code
R0001,kirkdale,69.167,381336
R0002,anfield,69.944,663710
R0003,toxteth,68.530,320221
R0004,allerton,68.423,813305
R0005,kirkdale,70.685,381336
R0006,birkenhead,68.982,702761
R0007,garston,68.688,850916
R0008,garston,70.976,850916
R0009,bootle,69.843,513929
R0010,sefton_park,69.006,502600
R0011,west_derby,70.089,138638
R0012,crosby,70.591,562874
R0013,childwall,71.259,287385
R0014,huyton,71.695,927652
R0015,kirkby,69.650,580330
R0016,anfield,68.415,663710
R0017,speke,68.521,909734
R0018,prescot,68.169,105245
R0019,prescot,67.893,105245
R0020,mossley_hill,71.362,402340
R0021,maghull,70.285,351682
R0022,sefton_park,69.728,502600
R0023,west_derby,69.995,138638
R0024,west_derby,68.406,138638
R0025,maghull,71.818,351682
R0026,sefton_park,71.678,502600
R0027,toxteth,70.081,320221
R0028,wavertree,73.610,893185
R0029,anfield,70.277,663710
R0030,garston,68.727,850916
R0031,huyton,68.273,927652
R0032,allerton,70.207,813305
R0033,west_derby,68.602,138638
R0034,woolton,70.010,159617
R0035,allerton,70.389,813305
R0036,woolton,70.674,159617
R0037,kirkby,69.774,580330
R0038,old_swan,71.437,851985
R0039,prescot,69.776,105245
R0040,bootle,69.599,513929
R0041,childwall,70.713,287385
R0042,childwall,70.011,287385
R0043,kirkby,70.715,580330
R0044,sefton_park,70.213,502600
R0045,allerton,69.890,813305
R0046,huyton,69.755,927652
R0047,knotty_ash,70.499,277505
R0048,huyton,72.134,927652
R0049,kirkdale,68.550,381336
R0050,kirkby,69.682,580330
R0051,west_derby,71.448,138638
R0052,west_derby,71.229,138638
R0053,woolton,70.523,159617
R0054,bootle,66.995,513929
R0055,west_derby,70.361,138638
R0056,knotty_ash,69.897,277505
R0057,crosby,69.979,562874
R0058,mossley_hill,69.880,402340
R0059,knotty_ash,70.453,277505
R0060,sefton_park,69.744,502600
R0061,crosby,70.800,562874
R0062,old_swan,70.267,851985
R0063,knotty_ash,70.365,277505
