reading_id,district,signal_strength,district_code
R0001,birkenhead,71.866,858554
R0002,kirkdale,69.138,270415
R0003,kirkby,70.260,452290
R0004,fazakerley,70.505,231015
R0005,prescot,71.652,424188
R0006,huyton,70.081,880816
R0007,anfield,71.125,496855
R0008,huyton,68.650,880816
R0009,sefton_park,70.875,920915
R0010,anfield,72.745,496855
R0011,old_swan,71.521,732791
R0012,west_derby,71.676,913040
R0013,wavertree,69.492,814005
R0014,woolton,74.411,570405
R0015,anfield,69.588,496855
R0016,huyton,72.193,880816
R0017,broadgreen,70.971,234695
R0018,kirkby,70.344,452290
R0019,crosby,72.993,820560
R0020,mossley_hill,71.281,188784
R0021,broadgreen,71.109,234695
R0022,maghull,68.746,714496
R0023,anfield,72.620,496855
R0024,aigburth,72.117,194832
R0025,speke,71.692,625764
R0026,sefton_park,69.781,920915
R0027,toxteth,71.879,261592
R0028,wavertree,70.871,814005
R0029,everton,71.298,304408
R0030,birkenhead,71.470,858554
R0031,childwall,69.645,964331
R0032,wavertree,71.307,814005
R0033,aigburth,72.618,194832
R0034,old_swan,70.189,732791
R0035,woolton,71.804,570405
R0036,aigburth,68.594,194832
R0037,huyton,70.663,880816
R0038,wavertree,72.440,814005
R0039,woolton,70.015,570405
R0040,bootle,70.989,514284
R0041,west_derby,71.955,913040
R0042,aigburth,70.833,194832
R0043,mossley_hill,71.283,188784
R0044,mossley_hill,70.900,188784
R0045,speke,70.743,625764
R0046,bootle,72.350,514284
R0047,childwall,70.524,964331
R0048,toxteth,71.728,261592
R0049,knotty_ash,71.119,782822
R0050,childwall,71.803,964331
R0051,sefton_park,70.180,920915
R0052,wavertree,71.133,814005
R0053,huyton,70.704,880816
R0054,woolton,70.334,570405
R0055,sefton_park,71.492,920915
R0056,toxteth,69.275,261592
R0057,allerton,71.179,930653
R0058,kirkdale,69.662,270415
R0059,crosby,69.626,820560
R0060,sefton_park,69.168,920915
R0061,broadgreen,70.815,234695
R0062,mossley_hill,70.299,188784
R0063,huyton,70.914,880816
R0064,kirkby,70.134,452290
R0065,old_swan,72.537,732791
R0066,birkenhead,72.222,858554
R0067,speke,71.253,625764
R0068,aigburth,72.126,194832
R0069,sefton_park,71.784,920915
R0070,anfield,70.594,496855
R0071,aigburth,72.102,194832
R0072,broadgreen,70.416,234695
R0073,aigburth,72.433,194832
R0074,bootle,71.674,514284
R0075,birkenhead,72.410,858554
R0076,mossley_hill,70.102,188784
R0077,fazakerley,71.034,231015
R0078,kirkdale,70.385,270415
R0079,bootle,71.407,514284
R0080,aigburth,70.055,194832
R0081,bootle,70.622,514284
R0082,old_swan,70.056,732791
R0083,kirkdale,71.678,270415
R0084,crosby,70.790,820560
R0085,everton,70.472,304408
R0086,garston,70.775,332321
R0087,knotty_ash,70.603,782822
R0088,everton,69.210,304408
R0089,maghull,70.567,714496
R0090,maghull,71.496,714496
R0091,crosby,71.724,820560
R0092,toxteth,71.252,261592
R0093,huyton,70.940,880816
R0094,old_swan,68.865,732791
R0095,mossley_hill,70.993,188784
R0096,birkenhead,70.740,858554
R0097,huyton,70.417,880816
R0098,kirkby,70.538,452290
R0099,maghull,72.057,714496
R0100,garston,74.570,332321
R0101,sefton_park,69.928,920915
R0102,birkenhead,69.232,858554
R0103,garston,68.756,332321
R0104,sefton_park,71.786,920915
R0105,anfield,71.346,496855
R0106,bootle,71.009,514284
R0107,maghull,71.166,714496
R0108,huyton,74.393,880816
R0109,sefton_park,70.074,920915
R0110,maghull,71.432,714496
R0111,wavertree,70.622,814005
R0112,maghull,71.161,714496
R0113,kirkdale,71.950,270415
R0114,fazakerley,70.079,231015
R0115,birkenhead,70.485,858554
R0116,anfield,70.073,496855
R0117,knotty_ash,70.234,782822
R0118,maghull,70.554,714496
R0119,bootle,70.412,514284
R0120,prescot,71.392,424188
R0121,west_derby,69.038,913040
R0122,everton,71.246,304408
R0123,west_derby,70.486,913040
R0124,kirkby,72.631,452290
R0125,everton,70.316,304408
R0126,speke,69.990,625764
R0127,woolton,71.276,570405
R0128,kirkby,71.132,452290
