reading_id,district,signal_strength,district_code
R0001,mossley_hill,74.505,888294
R0002,mossley_hill,75.606,888294
R0003,birkenhead,75.561,132628
R0004,woolton,74.203,252559
R0005,huyton,75.321,979678
R0006,woolton,73.858,252559
R0007,woolton,73.808,252559
R0008,garston,72.887,723591
R0009,kirkdale,76.095,717928
R0010,woolton,76.352,252559
R0011,fazakerley,72.906,865146
R0012,old_swan,75.025,749839
R0013,mossley_hill,75.086,888294
R0014,toxteth,74.885,986408
R0015,west_derby,75.506,411139
R0016,mossley_hill,72.797,888294
R0017,aigburth,74.008,718101
R0018,kirkby,75.884,780523
R0019,toxteth,75.780,986408
R0020,prescot,73.002,186481
R0021,toxteth,77.613,986408
R0022,mossley_hill,74.659,888294
R0023,aigburth,73.753,718101
R0024,maghull,76.159,350392
R0025,anfield,75.753,716518
R0026,crosby,74.093,930956
R0027,mossley_hill,75.546,888294
R0028,toxteth,74.267,986408
R0029,old_swan,75.392,749839
R0030,knotty_ash,75.465,964848
R0031,crosby,75.220,930956
R0032,huyton,75.352,979678
R0033,huyton,73.728,979678
R0034,garston,74.459,723591
R0035,woolton,75.932,252559
R0036,woolton,75.388,252559
R0037,maghull,75.907,350392
R0038,maghull,76.093,350392
R0039,fazakerley,73.412,865146
R0040,everton,74.409,865412
R0041,sefton_park,76.336,809240
R0042,allerton,77.800,254150
R0043,maghull,74.279,350392
R0044,bootle,74.998,798729
R0045,kirkby,74.638,780523
R0046,old_swan,75.219,749839
R0047,everton,75.210,865412
R0048,aigburth,73.810,718101
R0049,toxteth,73.927,986408
R0050,anfield,74.838,716518
R0051,kirkby,73.557,780523
R0052,garston,73.347,723591
R0053,sefton_park,75.040,809240
R0054,wavertree,75.035,202926
R0055,woolton,75.826,252559
R0056,maghull,74.357,350392
R0057,prescot,77.863,186481
R0058,prescot,74.707,186481
R0059,allerton,76.743,254150
R0060,kirkdale,75.644,717928
R0061,crosby,73.833,930956
R0062,maghull,75.951,350392
R0063,mossley_hill,73.940,888294
R0064,garston,76.241,723591
R0065,prescot,76.962,186481
R0066,toxteth,75.452,986408
R0067,huyton,74.011,979678
R0068,fazakerley,75.234,865146
R0069,bootle,77.785,798729
R0070,everton,75.095,865412
R0071,prescot,75.037,186481
R0072,prescot,74.079,186481
R0073,anfield,76.737,716518
R0074,bootle,75.086,798729
R0075,sefton_park,73.736,809240
R0076,mossley_hill,73.201,888294
R0077,sefton_park,75.584,809240
R0078,allerton,76.238,254150
R0079,fazakerley,75.418,865146
R0080,garston,73.534,723591
R0081,prescot,74.458,186481
R0082,bootle,76.772,798729
R0083,sefton_park,75.401,809240
R0084,aigburth,75.959,718101
R0085,bootle,74.917,798729
R0086,huyton,74.900,979678
R0087,childwall,75.691,397045
R0088,kirkdale,74.542,717928
R0089,speke,76.063,333179
R0090,broadgreen,74.483,807615
R0091,everton,76.205,865412
R0092,sefton_park,76.081,809240
R0093,prescot,73.512,186481
R0094,bootle,75.362,798729
R0095,sefton_park,73.710,809240
R0096,knotty_ash,75.913,964848
R0097,old_swan,73.690,749839
R0098,aigburth,74.918,718101
R0099,bootle,75.011,798729
R0100,aigburth,76.590,718101
R0101,sefton_park,75.637,809240
R0102,woolton,75.446,252559
R0103,anfield,78.033,716518
R0104,bootle,76.142,798729
R0105,crosby,75.767,930956
R0106,old_swan,74.592,749839
R0107,birkenhead,74.838,132628
R0108,toxteth,74.723,986408
R0109,toxteth,74.076,986408
R0110,wavertree,75.465,202926
R0111,bootle,76.019,798729
R0112,maghull,76.162,350392
R0113,old_swan,74.269,749839
R0114,maghull,76.144,350392
R0115,prescot,74.873,186481
R0116,anfield,74.873,716518
R0117,anfield,76.676,716518
R0118,childwall,74.258,397045
R0119,kirkdale,75.828,717928
R0120,childwall,76.032,397045
R0121,birkenhead,76.567,132628
R0122,wavertree,76.149,202926
R0123,everton,74.117,865412
R0124,kirkby,74.818,780523
R0125,kirkby,74.052,780523
R0126,west_derby,75.447,411139
R0127,anfield,74.616,716518
R0128,toxteth,75.669,986408
R0129,huyton,75.200,979678
R0130,childwall,74.015,397045
R0131,everton,75.315,865412
R0132,huyton,73.678,979678
R0133,birkenhead,73.764,132628
R0134,everton,74.530,865412
R0135,maghull,73.436,350392
R0136,huyton,75.201,979678
R0137,west_derby,73.624,411139
R0138,west_derby,72.820,411139
R0139,childwall,75.113,397045
R0140,crosby,74.436,930956
R0141,kirkby,73.925,780523
R0142,crosby,74.298,930956
R0143,speke,77.798,333179
R0144,prescot,75.436,186481
R0145,allerton,75.873,254150
R0146,crosby,75.215,930956
R0147,wavertree,73.829,202926
R0148,crosby,76.191,930956
R0149,prescot,75.387,186481
R0150,garston,74.364,723591
R0151,aigburth,76.674,718101
R0152,sefton_park,75.670,809240
R0153,mossley_hill,75.990,888294
R0154,kirkdale,76.146,717928
R0155,woolton,73.476,252559
R0156,aigburth,73.954,718101
R0157,aigburth,74.678,718101
R0158,allerton,75.774,254150
R0159,birkenhead,73.707,132628
R0160,prescot,73.563,186481
R0161,crosby,74.936,930956
R0162,maghull,73.765,350392
R0163,bootle,76.651,798729
R0164,fazakerley,75.480,865146
R0165,bootle,76.942,798729
R0166,birkenhead,74.808,132628
R0167,kirkby,74.360,780523
R0168,birkenhead,75.832,132628
R0169,west_derby,72.319,411139
R0170,knotty_ash,76.024,964848
R0171,birkenhead,74.652,132628
R0172,kirkby,75.423,780523
R0173,wavertree,73.107,202926
R0174,speke,76.992,333179
R0175,kirkdale,75.208,717928
R0176,old_swan,75.095,749839
R0177,everton,76.376,865412
R0178,birkenhead,77.269,132628
R0179,maghull,73.181,350392
R0180,broadgreen,74.290,807615
R0181,everton,76.158,865412
R0182,west_derby,73.217,411139
R0183,aigburth,75.835,718101
R0184,wavertree,74.229,202926
R0185,huyton,74.534,979678
R0186,garston,75.092,723591
R0187,birkenhead,75.605,132628
R0188,sefton_park,74.341,809240
R0189,allerton,77.017,254150
R0190,kirkdale,74.315,717928
R0191,prescot,74.621,186481
R0192,allerton,74.632,254150
R0193,crosby,74.801,930956
R0194,speke,75.152,333179
R0195,birkenhead,74.206,132628
R0196,old_swan,73.278,749839
R0197,kirkdale,74.972,717928
R0198,anfield,74.404,716518
R0199,garston,74.841,723591
R0200,kirkby,73.835,780523
R0201,knotty_ash,75.401,964848
R0202,childwall,75.222,397045
R0203,kirkdale,74.930,717928
R0204,woolton,74.320,252559
R0205,broadgreen,76.089,807615
R0206,kirkdale,75.521,717928
R0207,sefton_park,73.439,809240
R0208,bootle,73.793,798729
R0209,garston,76.773,723591
R0210,everton,76.704,865412
R0211,crosby,74.532,930956
R0212,birkenhead,74.251,132628
R0213,everton,76.176,865412
R0214,fazakerley,75.001,865146
R0215,bootle,74.215,798729
R0216,broadgreen,73.246,807615
R0217,kirkby,75.955,780523
R0218,aigburth,75.014,718101
R0219,maghull,75.996,350392
R0220,knotty_ash,74.369,964848
R0221,toxteth,75.265,986408
R0222,old_swan,73.511,749839
R0223,garston,74.091,723591
R0224,speke,75.951,333179
R0225,sefton_park,74.532,809240
R0226,crosby,72.922,930956
R0227,maghull,75.104,350392
R0228,old_swan,75.324,749839
R0229,knotty_ash,73.378,964848
R0230,old_swan,73.822,749839
R0231,birkenhead,74.645,132628
R0232,crosby,73.534,930956
R0233,prescot,75.471,186481
R0234,knotty_ash,73.842,964848
R0235,crosby,73.858,930956
R0236,garston,74.843,723591
R0237,huyton,74.593,979678
R0238,kirkdale,75.672,717928
R0239,garston,76.625,723591
R0240,fazakerley,73.675,865146
R0241,kirkby,73.998,780523
R0242,birkenhead,75.998,132628
R0243,mossley_hill,75.074,888294
R0244,huyton,75.153,979678
R0245,knotty_ash,74.548,964848
R0246,sefton_park,76.862,809240
R0247,west_derby,74.515,411139
R0248,speke,75.301,333179
R0249,allerton,75.182,254150
R0250,west_derby,74.163,411139
R0251,kirkby,74.689,780523
R0252,maghull,75.941,350392
R0253,broadgreen,74.316,807615
R0254,allerton,76.664,254150
R0255,aigburth,74.053,718101
R0256,birkenhead,73.827,132628
R0257,kirkdale,74.687,717928
R0258,wavertree,75.813,202926
R0259,aigburth,72.510,718101
R0260,allerton,74.458,254150
R0261,maghull,73.125,350392
R0262,bootle,75.604,798729
R0263,prescot,75.341,186481
R0264,fazakerley,75.927,865146
R0265,sefton_park,74.763,809240
R0266,birkenhead,75.653,132628
R0267,bootle,75.749,798729
R0268,childwall,75.782,397045
R0269,mossley_hill,75.438,888294
R0270,broadgreen,75.950,807615
R0271,speke,77.301,333179
R0272,mossley_hill,74.081,888294
R0273,aigburth,77.043,718101
R0274,prescot,74.634,186481
R0275,wavertree,74.846,202926
R0276,everton,73.819,865412
R0277,garston,75.682,723591
R0278,crosby,75.488,930956
R0279,old_swan,74.036,749839
R0280,west_derby,74.019,411139
R0281,kirkdale,73.458,717928
R0282,prescot,76.716,186481
R0283,old_swan,76.011,749839
R0284,wavertree,75.123,202926
R0285,garston,73.377,723591
R0286,mossley_hill,76.239,888294
R0287,maghull,75.590,350392
R0288,toxteth,75.042,986408
R0289,mossley_hill,74.665,888294
R0290,aigburth,74.722,718101
R0291,old_swan,76.196,749839
R0292,knotty_ash,73.949,964848
R0293,west_derby,75.820,411139
R0294,old_swan,74.946,749839
R0295,kirkby,75.063,780523
R0296,maghull,76.105,350392
R0297,birkenhead,76.791,132628
R0298,huyton,73.501,979678
R0299,childwall,76.217,397045
R0300,speke,74.675,333179
R0301,wavertree,75.700,202926
R0302,wavertree,76.259,202926
R0303,everton,75.800,865412
R0304,speke,72.969,333179
R0305,speke,74.003,333179
R0306,knotty_ash,74.162,964848
R0307,old_swan,73.195,749839
R0308,birkenhead,74.429,132628
R0309,birkenhead,77.015,132628
R0310,birkenhead,74.927,132628
R0311,everton,74.704,865412
R0312,sefton_park,74.897,809240
R0313,childwall,75.712,397045
R0314,kirkdale,74.850,717928
R0315,sefton_park,76.987,809240
R0316,garston,72.614,723591
R0317,broadgreen,74.688,807615
R0318,kirkdale,75.482,717928
R0319,broadgreen,76.354,807615
R0320,old_swan,74.656,749839
R0321,huyton,74.916,979678
R0322,childwall,74.355,397045
R0323,wavertree,76.726,202926
R0324,allerton,75.941,254150
R0325,childwall,76.599,397045
R0326,kirkdale,75.722,717928
R0327,everton,73.657,865412
R0328,childwall,77.677,397045
R0329,allerton,76.064,254150
R0330,bootle,75.120,798729
R0331,fazakerley,72.552,865146
R0332,west_derby,73.633,411139
R0333,mossley_hill,72.819,888294
R0334,childwall,73.127,397045
R0335,west_derby,74.867,411139
R0336,fazakerley,75.864,865146
R0337,mossley_hill,75.001,888294
R0338,aigburth,72.616,718101
R0339,aigburth,75.000,718101
R0340,kirkdale,74.802,717928
R0341,maghull,77.580,350392
R0342,old_swan,75.810,749839
R0343,crosby,74.624,930956
R0344,kirkby,75.421,780523
R0345,old_swan,75.833,749839
R0346,aigburth,75.895,718101
R0347,crosby,75.158,930956
R0348,bootle,73.974,798729
R0349,maghull,75.447,350392
R0350,mossley_hill,74.558,888294
R0351,childwall,75.493,397045
R0352,woolton,75.096,252559
R0353,west_derby,74.487,411139
R0354,maghull,76.796,350392
R0355,broadgreen,75.766,807615
R0356,speke,78.062,333179
R0357,broadgreen,74.016,807615
R0358,bootle,75.056,798729
R0359,maghull,75.849,350392
