reading_id,district,signal_strength,district_code
R0001,birkenhead,75.350,739074
R0002,anfield,73.146,349011
R0003,huyton,73.866,787868
R0004,speke,72.566,558345
R0005,fazakerley,75.071,900245
R0006,huyton,75.561,787868
R0007,everton,73.462,592057
R0008,crosby,74.012,635592
R0009,fazakerley,74.490,900245
R0010,fazakerley,73.929,900245
R0011,maghull,74.853,328851
R0012,anfield,74.772,349011
R0013,speke,76.161,558345
R0014,huyton,73.939,787868
R0015,mossley_hill,75.208,923279
R0016,speke,73.475,558345
R0017,kirkdale,73.474,469115
R0018,crosby,75.221,635592
R0019,birkenhead,74.684,739074
R0020,old_swan,74.778,846820
R0021,broadgreen,75.138,321121
R0022,wavertree,74.075,601439
R0023,mossley_hill,74.306,923279
R0024,wavertree,73.726,601439
R0025,kirkdale,73.130,469115
R0026,wavertree,73.929,601439
R0027,broadgreen,75.207,321121
R0028,garston,74.200,996216
R0029,west_derby,72.859,962492
R0030,knotty_ash,74.014,506165
R0031,anfield,73.778,349011
R0032,west_derby,74.759,962492
R0033,kirkby,75.604,996064
R0034,west_derby,74.779,962492
R0035,old_swan,75.356,846820
R0036,childwall,74.790,149064
R0037,aigburth,72.337,605459
R0038,crosby,74.417,635592
R0039,knotty_ash,75.777,506165
R0040,childwall,74.401,149064
R0041,kirkby,73.142,996064
R0042,sefton_park,73.483,838121
R0043,birkenhead,75.591,739074
R0044,kirkby,75.187,996064
R0045,fazakerley,76.601,900245
R0046,birkenhead,74.729,739074
R0047,childwall,75.373,149064
R0048,fazakerley,72.119,900245
R0049,prescot,75.183,780591
R0050,bootle,74.738,339798
R0051,prescot,75.156,780591
R0052,sefton_park,72.283,838121
R0053,bootle,76.925,339798
R0054,anfield,74.496,349011
R0055,childwall,73.384,149064
R0056,sefton_park,73.216,838121
R0057,kirkby,73.229,996064
R0058,maghull,74.793,328851
R0059,sefton_park,75.047,838121
R0060,woolton,75.985,297658
R0061,west_derby,76.947,962492
R0062,garston,75.001,996216
R0063,childwall,75.600,149064
R0064,prescot,75.506,780591
R0065,mossley_hill,74.280,923279
R0066,west_derby,76.912,962492
R0067,old_swan,75.179,846820
R0068,speke,73.622,558345
R0069,garston,74.546,996216
R0070,speke,73.065,558345
R0071,bootle,74.297,339798
R0072,kirkby,74.272,996064
R0073,kirkby,73.779,996064
R0074,wavertree,74.078,601439
R0075,childwall,74.415,149064
R0076,anfield,74.684,349011
R0077,speke,72.882,558345
R0078,maghull,75.446,328851
R0079,garston,72.525,996216
R0080,crosby,75.847,635592
R0081,toxteth,75.454,742657
R0082,west_derby,74.614,962492
R0083,broadgreen,74.696,321121
R0084,sefton_park,74.576,838121
R0085,broadgreen,74.582,321121
R0086,old_swan,75.374,846820
R0087,huyton,74.952,787868
R0088,broadgreen,76.316,321121
R0089,mossley_hill,74.269,923279
R0090,birkenhead,73.574,739074
R0091,speke,73.597,558345
R0092,garston,75.863,996216
R0093,huyton,75.031,787868
R0094,mossley_hill,73.656,923279
R0095,west_derby,73.878,962492
R0096,fazakerley,75.251,900245
R0097,kirkdale,73.071,469115
R0098,wavertree,74.138,601439
R0099,crosby,73.690,635592
R0100,speke,72.648,558345
R0101,allerton,74.361,497014
R0102,west_derby,73.630,962492
R0103,toxteth,74.289,742657
R0104,broadgreen,75.317,321121
R0105,woolton,75.412,297658
R0106,aigburth,76.013,605459
R0107,bootle,76.970,339798
R0108,mossley_hill,75.604,923279
R0109,allerton,74.343,497014
R0110,huyton,74.205,787868
R0111,childwall,74.521,149064
R0112,garston,73.655,996216
R0113,wavertree,76.378,601439
R0114,prescot,73.757,780591
R0115,maghull,72.776,328851
R0116,prescot,73.486,780591
R0117,prescot,73.807,780591
R0118,childwall,76.453,149064
R0119,allerton,74.109,497014
R0120,anfield,74.475,349011
R0121,aigburth,76.533,605459
R0122,woolton,74.492,297658
R0123,knotty_ash,73.008,506165
R0124,sefton_park,72.913,838121
R0125,sefton_park,74.464,838121
R0126,broadgreen,75.005,321121
R0127,mossley_hill,73.065,923279
R0128,sefton_park,74.353,838121
R0129,crosby,74.954,635592
R0130,bootle,75.773,339798
R0131,garston,76.621,996216
R0132,speke,72.304,558345
R0133,anfield,75.732,349011
R0134,fazakerley,75.555,900245
R0135,childwall,75.364,149064
R0136,prescot,73.431,780591
R0137,huyton,75.447,787868
R0138,crosby,73.441,635592
R0139,knotty_ash,73.918,506165
R0140,prescot,73.966,780591
R0141,huyton,74.167,787868
R0142,kirkby,73.963,996064
R0143,old_swan,75.544,846820
R0144,kirkdale,74.818,469115
R0145,bootle,73.741,339798
R0146,knotty_ash,75.273,506165
R0147,crosby,73.585,635592
R0148,fazakerley,74.465,900245
R0149,childwall,76.935,149064
R0150,kirkdale,72.378,469115
R0151,old_swan,73.945,846820
R0152,everton,74.536,592057
R0153,wavertree,75.188,601439
R0154,everton,74.321,592057
R0155,kirkby,74.028,996064
R0156,fazakerley,75.748,900245
R0157,knotty_ash,71.929,506165
R0158,broadgreen,75.649,321121
R0159,kirkdale,75.898,469115
R0160,anfield,73.442,349011
R0161,wavertree,74.850,601439
R0162,birkenhead,73.690,739074
R0163,wavertree,73.196,601439
R0164,huyton,73.822,787868
R0165,birkenhead,75.411,739074
R0166,anfield,75.403,349011
R0167,knotty_ash,73.998,506165
R0168,old_swan,76.137,846820
R0169,birkenhead,75.714,739074
R0170,sefton_park,73.145,838121
R0171,maghull,73.143,328851
R0172,kirkby,74.357,996064
R0173,speke,71.812,558345
R0174,west_derby,74.286,962492
R0175,sefton_park,73.886,838121
R0176,wavertree,74.603,601439
R0177,broadgreen,75.342,321121
R0178,everton,76.679,592057
R0179,prescot,72.856,780591
R0180,childwall,74.931,149064
R0181,knotty_ash,73.337,506165
R0182,childwall,75.497,149064
R0183,broadgreen,71.938,321121
R0184,broadgreen,75.184,321121
R0185,aigburth,74.836,605459
R0186,allerton,73.988,497014
R0187,huyton,74.722,787868
R0188,huyton,76.636,787868
R0189,broadgreen,75.170,321121
R0190,woolton,75.528,297658
R0191,maghull,76.271,328851
R0192,sefton_park,73.324,838121
R0193,kirkdale,74.184,469115
R0194,maghull,73.932,328851
R0195,crosby,76.495,635592
R0196,allerton,73.520,497014
R0197,allerton,73.943,497014
R0198,kirkby,75.823,996064
R0199,fazakerley,72.621,900245
R0200,kirkdale,74.608,469115
R0201,old_swan,76.384,846820
R0202,toxteth,74.490,742657
R0203,garston,75.815,996216
R0204,aigburth,73.521,605459
R0205,childwall,75.387,149064
R0206,fazakerley,76.396,900245
R0207,prescot,76.787,780591
R0208,maghull,75.617,328851
R0209,fazakerley,73.669,900245
R0210,fazakerley,73.678,900245
R0211,crosby,74.031,635592
R0212,birkenhead,74.568,739074
R0213,wavertree,75.122,601439
R0214,garston,73.117,996216
R0215,childwall,75.565,149064
R0216,birkenhead,71.480,739074
R0217,broadgreen,75.227,321121
R0218,broadgreen,76.199,321121
R0219,childwall,75.651,149064
R0220,huyton,73.565,787868
R0221,west_derby,74.872,962492
R0222,allerton,73.733,497014
R0223,kirkdale,73.614,469115
R0224,wavertree,75.282,601439
R0225,kirkby,74.449,996064
R0226,west_derby,75.458,962492
R0227,huyton,76.298,787868
R0228,mossley_hill,75.337,923279
R0229,woolton,76.035,297658
R0230,garston,71.910,996216
R0231,anfield,73.125,349011
R0232,knotty_ash,74.073,506165
R0233,sefton_park,75.108,838121
R0234,allerton,74.695,497014
R0235,old_swan,74.562,846820
R0236,mossley_hill,72.443,923279
R0237,mossley_hill,75.478,923279
R0238,crosby,74.449,635592
R0239,maghull,75.327,328851
R0240,everton,75.038,592057
R0241,knotty_ash,73.819,506165
R0242,kirkdale,73.358,469115
R0243,knotty_ash,75.042,506165
R0244,kirkby,74.238,996064
R0245,childwall,74.213,149064
R0246,broadgreen,75.416,321121
R0247,mossley_hill,74.738,923279
R0248,birkenhead,75.148,739074
R0249,everton,74.185,592057
R0250,aigburth,73.462,605459
R0251,maghull,72.806,328851
R0252,sefton_park,72.635,838121
R0253,bootle,74.154,339798
R0254,prescot,75.587,780591
R0255,wavertree,74.395,601439
R0256,crosby,75.436,635592
R0257,wavertree,76.035,601439
R0258,bootle,76.666,339798
R0259,allerton,74.175,497014
R0260,anfield,74.860,349011
R0261,knotty_ash,74.212,506165
R0262,allerton,73.362,497014
R0263,old_swan,75.267,846820
R0264,old_swan,75.797,846820
R0265,fazakerley,74.161,900245
R0266,mossley_hill,73.876,923279
R0267,kirkdale,75.661,469115
R0268,wavertree,74.077,601439
R0269,birkenhead,71.867,739074
R0270,aigburth,74.841,605459
R0271,garston,73.703,996216
R0272,old_swan,74.774,846820
R0273,kirkdale,73.292,469115
R0274,prescot,75.795,780591
R0275,anfield,77.095,349011
R0276,prescot,74.805,780591
R0277,childwall,77.205,149064
R0278,old_swan,75.368,846820
R0279,childwall,75.812,149064
R0280,toxteth,73.803,742657
R0281,allerton,74.143,497014
R0282,speke,73.811,558345
R0283,kirkby,74.192,996064
R0284,crosby,73.977,635592
R0285,allerton,74.174,497014
R0286,huyton,73.932,787868
R0287,fazakerley,76.476,900245
R0288,prescot,74.395,780591
R0289,everton,72.551,592057
R0290,maghull,75.342,328851
R0291,everton,76.511,592057
R0292,broadgreen,73.875,321121
R0293,speke,74.291,558345
R0294,crosby,75.126,635592
R0295,birkenhead,73.962,739074
R0296,huyton,76.431,787868
R0297,toxteth,72.761,742657
R0298,prescot,75.529,780591
R0299,fazakerley,75.073,900245
R0300,huyton,72.831,787868
R0301,sefton_park,72.970,838121
R0302,broadgreen,75.790,321121
R0303,fazakerley,74.294,900245
R0304,crosby,74.838,635592
R0305,childwall,74.305,149064
R0306,anfield,75.769,349011
R0307,kirkby,76.530,996064
R0308,mossley_hill,73.271,923279
R0309,huyton,75.234,787868
R0310,woolton,74.244,297658
R0311,everton,74.664,592057
R0312,mossley_hill,73.123,923279
R0313,maghull,74.925,328851
R0314,garston,73.887,996216
R0315,anfield,72.872,349011
R0316,garston,72.055,996216
R0317,bootle,74.420,339798
R0318,speke,74.899,558345
R0319,anfield,75.527,349011
R0320,wavertree,75.037,601439
R0321,wavertree,74.969,601439
R0322,woolton,73.487,297658
R0323,old_swan,75.226,846820
R0324,kirkby,74.611,996064
R0325,maghull,74.795,328851
R0326,kirkdale,73.222,469115
R0327,crosby,74.482,635592
R0328,bootle,74.093,339798
R0329,maghull,72.353,328851
R0330,wavertree,75.443,601439
R0331,woolton,74.833,297658
R0332,allerton,73.862,497014
R0333,speke,73.407,558345
R0334,garston,74.430,996216
R0335,everton,74.478,592057
R0336,mossley_hill,74.935,923279
R0337,fazakerley,74.861,900245
R0338,prescot,73.330,780591
R0339,knotty_ash,76.234,506165
R0340,woolton,73.580,297658
R0341,broadgreen,73.974,321121
R0342,allerton,74.300,497014
R0343,wavertree,75.079,601439
R0344,aigburth,74.854,605459
R0345,garston,75.154,996216
R0346,fazakerley,76.261,900245
R0347,everton,74.268,592057
R0348,anfield,73.905,349011
R0349,fazakerley,74.835,900245
R0350,anfield,75.634,349011
R0351,kirkdale,72.235,469115
R0352,mossley_hill,74.299,923279
R0353,bootle,75.047,339798
R0354,speke,72.644,558345
R0355,childwall,75.291,149064
R0356,anfield,76.825,349011
R0357,childwall,73.977,149064
R0358,crosby,75.290,635592
R0359,birkenhead,74.545,739074
R0360,broadgreen,74.294,321121
R0361,kirkby,74.613,996064
R0362,crosby,76.167,635592
R0363,maghull,75.596,328851
R0364,wavertree,76.749,601439
R0365,old_swan,76.242,846820
R0366,bootle,76.603,339798
R0367,childwall,75.578,149064
R0368,kirkdale,74.253,469115
R0369,woolton,74.577,297658
R0370,crosby,73.702,635592
R0371,allerton,74.254,497014
R0372,broadgreen,74.878,321121
R0373,huyton,74.045,787868
R0374,speke,75.808,558345
R0375,crosby,74.317,635592
R0376,allerton,73.940,497014
R0377,everton,75.349,592057
R0378,childwall,74.302,149064
R0379,crosby,72.809,635592
R0380,mossley_hill,72.471,923279
R0381,crosby,74.570,635592
R0382,birkenhead,75.118,739074
R0383,garston,75.105,996216
R0384,knotty_ash,75.643,506165
R0385,allerton,73.989,497014
R0386,wavertree,75.170,601439
R0387,prescot,74.975,780591
R0388,kirkdale,75.115,469115
R0389,prescot,74.808,780591
R0390,broadgreen,75.438,321121
R0391,childwall,75.894,149064
R0392,old_swan,74.740,846820
R0393,crosby,75.458,635592
R0394,prescot,74.590,780591
R0395,allerton,73.249,497014
R0396,prescot,74.747,780591
R0397,aigburth,75.621,605459
R0398,anfield,77.082,349011
R0399,west_derby,75.954,962492
R0400,knotty_ash,74.750,506165
R0401,sefton_park,76.609,838121
R0402,prescot,74.672,780591
R0403,sefton_park,75.103,838121
R0404,mossley_hill,73.195,923279
R0405,everton,73.092,592057
R0406,childwall,74.762,149064
R0407,garston,76.041,996216
R0408,old_swan,74.574,846820
R0409,speke,73.250,558345
R0410,anfield,75.747,349011
R0411,aigburth,74.727,605459
R0412,aigburth,73.572,605459
R0413,garston,73.293,996216
R0414,sefton_park,75.159,838121
R0415,allerton,73.440,497014
R0416,wavertree,72.754,601439
R0417,allerton,73.471,497014
R0418,speke,74.357,558345
R0419,broadgreen,75.785,321121
R0420,woolton,74.443,297658
R0421,knotty_ash,72.738,506165
R0422,old_swan,74.686,846820
R0423,childwall,75.066,149064
R0424,birkenhead,74.549,739074
R0425,kirkby,74.240,996064
R0426,bootle,76.162,339798
R0427,garston,73.581,996216
R0428,old_swan,74.540,846820
R0429,mossley_hill,73.465,923279
R0430,west_derby,73.371,962492
R0431,woolton,75.042,297658
R0432,west_derby,75.667,962492
R0433,kirkdale,72.730,469115
R0434,huyton,73.142,787868
R0435,knotty_ash,73.373,506165
R0436,prescot,74.783,780591
R0437,garston,74.369,996216
R0438,kirkdale,74.232,469115
R0439,toxteth,75.597,742657
R0440,bootle,75.515,339798
R0441,prescot,75.995,780591
R0442,maghull,73.377,328851
R0443,kirkdale,76.080,469115
R0444,garston,71.927,996216
R0445,kirkdale,73.700,469115
R0446,kirkby,74.264,996064
R0447,woolton,73.506,297658
R0448,crosby,74.790,635592
R0449,speke,74.344,558345
R0450,knotty_ash,74.923,506165
R0451,sefton_park,71.849,838121
R0452,broadgreen,75.147,321121
R0453,speke,73.393,558345
R0454,toxteth,74.314,742657
R0455,aigburth,74.004,605459
R0456,bootle,75.399,339798
R0457,mossley_hill,75.038,923279
R0458,broadgreen,76.283,321121
R0459,wavertree,75.033,601439
R0460,allerton,73.997,497014
R0461,childwall,78.055,149064
R0462,fazakerley,73.699,900245
R0463,kirkdale,72.590,469115
R0464,fazakerley,77.239,900245
R0465,old_swan,73.667,846820
R0466,huyton,75.081,787868
R0467,prescot,74.108,780591
R0468,huyton,74.243,787868
R0469,childwall,72.370,149064
R0470,broadgreen,74.339,321121
R0471,crosby,77.614,635592
R0472,maghull,75.017,328851
R0473,west_derby,76.943,962492
R0474,old_swan,76.639,846820
R0475,wavertree,74.703,601439
R0476,kirkdale,74.625,469115
R0477,everton,74.231,592057
R0478,knotty_ash,73.726,506165
R0479,bootle,74.017,339798
R0480,bootle,75.963,339798
R0481,anfield,74.542,349011
R0482,west_derby,76.456,962492
R0483,sefton_park,73.282,838121
R0484,maghull,74.168,328851
R0485,garston,74.794,996216
R0486,broadgreen,75.871,321121
R0487,broadgreen,76.132,321121
R0488,aigburth,73.492,605459
R0489,fazakerley,77.101,900245
R0490,aigburth,74.909,605459
R0491,garston,75.813,996216
R0492,speke,74.424,558345
R0493,knotty_ash,74.790,506165
R0494,woolton,75.563,297658
R0495,crosby,74.097,635592
R0496,kirkdale,72.834,469115
R0497,broadgreen,73.112,321121
R0498,knotty_ash,73.071,506165
R0499,kirkby,75.131,996064
R0500,wavertree,74.733,601439
