record_id,sector,status,authentic,priority,units,multiplier,bias_key
R0001,transit,ACTIVE,1,5,220,1,6982
R0002,traffic,ACTIVE,1,6,220,1,6982
R0003,power,ACTIVE,1,6,220,1,6982
R0004,power,ACTIVE,1,4,220,1,6982
R0005,emergency,ACTIVE,1,6,220,1,6982
R0006,water,ACTIVE,1,7,220,1,6982
R0007,communications,ACTIVE,1,6,220,1,6982
R0008,communications,ACTIVE,1,6,220,1,6982
R0009,waste,ACTIVE,1,4,220,1,6982
R0010,power,ACTIVE,1,6,220,1,6982
R0011,communications,ACTIVE,1,4,220,1,6982
R0012,traffic,ACTIVE,1,6,220,1,6982
R0013,transit,ACTIVE,1,4,220,1,6982
R0014,water,ACTIVE,1,7,220,1,6982
R0015,transit,ACTIVE,1,7,220,1,6982
R0016,transit,ACTIVE,1,5,220,1,6982
R0017,power,ACTIVE,1,7,220,1,6982
R0018,waste,ACTIVE,1,6,220,1,6982
R0019,water,ACTIVE,1,5,220,1,6982
R0020,traffic,ACTIVE,1,4,220,1,6982
R0021,emergency,ACTIVE,1,6,220,1,6982
R0022,communications,ACTIVE,1,4,220,1,6982
R0023,transit,ACTIVE,1,7,220,1,6982
R0024,transit,ACTIVE,1,5,220,1,6982
R0025,waste,ACTIVE,1,4,220,1,6982
R0026,water,ACTIVE,1,4,220,1,6982
R0027,communications,ACTIVE,1,7,220,1,6982
R0028,waste,ACTIVE,1,5,220,1,6982
R0029,traffic,ACTIVE,1,7,220,1,6982
R0030,traffic,ACTIVE,1,7,220,1,6982
R0031,communications,ACTIVE,1,4,220,1,6982
R0032,traffic,ACTIVE,1,6,220,1,6982
R0033,water,ACTIVE,1,7,220,1,6982
R0034,water,ACTIVE,1,6,220,1,6982
R0035,transit,ACTIVE,1,6,220,1,6982
R0036,communications,ACTIVE,1,7,220,1,6982
R0037,traffic,ACTIVE,1,5,220,1,6982
R0038,transit,ACTIVE,1,6,220,1,6982
R0039,power,ACTIVE,1,7,220,1,6982
R0040,transit,ACTIVE,1,6,220,1,6982
R0041,water,ACTIVE,1,4,220,1,6982
R0042,waste,ACTIVE,1,5,220,1,6982
R0043,communications,ACTIVE,1,6,220,1,6982
R0044,waste,ACTIVE,1,6,220,1,6982
R0045,transit,ACTIVE,1,6,220,1,6982
R0046,power,ACTIVE,1,4,220,1,6982
R0047,transit,ACTIVE,1,7,220,1,6982
R0048,power,ACTIVE,1,5,220,1,6982
R0049,waste,ACTIVE,1,7,220,1,6982
R0050,transit,ACTIVE,1,6,220,1,6982
R0051,power,ACTIVE,1,7,220,1,6982
R0052,water,ACTIVE,1,4,220,1,6982
R0053,power,ACTIVE,1,5,220,1,6982
R0054,transit,ACTIVE,1,4,220,1,6982
R0055,waste,ACTIVE,1,4,220,1,6982
R0056,communications,ACTIVE,1,7,220,1,6982
R0057,transit,ACTIVE,1,6,220,1,6982
R0058,transit,ACTIVE,1,7,220,1,6982
R0059,communications,ACTIVE,1,6,220,1,6982
