reading_id,district,signal_strength,district_code
R0001,garston,71.700,655804
R0002,everton,74.410,729215
R0003,west_derby,70.369,647316
R0004,everton,71.884,729215
R0005,garston,71.322,655804
R0006,fazakerley,73.129,212600
R0007,old_swan,72.025,587109
R0008,kirkby,73.563,484635
R0009,anfield,71.453,416220
R0010,wavertree,71.725,134000
R0011,childwall,71.594,740097
R0012,sefton_park,71.216,528136
R0013,crosby,71.790,465521
R0014,fazakerley,73.763,212600
R0015,huyton,71.226,167768
R0016,sefton_park,68.858,528136
R0017,fazakerley,70.481,212600
R0018,birkenhead,72.457,430140
R0019,kirkby,73.257,484635
R0020,wavertree,71.350,134000
R0021,west_derby,71.758,647316
R0022,allerton,72.070,153639
R0023,kirkby,72.469,484635
R0024,crosby,73.544,465521
R0025,bootle,71.551,103250
R0026,speke,72.974,953082
R0027,prescot,71.788,767698
R0028,crosby,72.602,465521
R0029,broadgreen,70.950,247434
R0030,birkenhead,71.657,430140
R0031,west_derby,72.317,647316
R0032,anfield,71.381,416220
R0033,garston,70.163,655804
R0034,kirkby,71.377,484635
R0035,childwall,71.540,740097
R0036,bootle,72.015,103250
R0037,garston,72.782,655804
R0038,anfield,71.977,416220
R0039,west_derby,72.785,647316
R0040,everton,70.859,729215
R0041,kirkby,72.095,484635
R0042,speke,72.303,953082
R0043,allerton,71.303,153639
R0044,knotty_ash,71.356,872777
R0045,bootle,72.381,103250
R0046,anfield,73.128,416220
R0047,childwall,71.746,740097
R0048,everton,72.573,729215
R0049,kirkdale,71.837,284488
R0050,bootle,72.173,103250
R0051,birkenhead,70.737,430140
R0052,sefton_park,69.359,528136
R0053,old_swan,72.833,587109
R0054,speke,70.691,953082
R0055,birkenhead,74.846,430140
R0056,kirkdale,72.318,284488
R0057,allerton,70.183,153639
R0058,sefton_park,72.034,528136
R0059,speke,71.891,953082
R0060,crosby,72.494,465521
R0061,fazakerley,72.928,212600
R0062,sefton_park,74.650,528136
R0063,west_derby,70.636,647316
R0064,old_swan,71.722,587109
R0065,huyton,73.948,167768
R0066,huyton,70.727,167768
R0067,allerton,72.143,153639
R0068,allerton,72.002,153639
R0069,anfield,72.743,416220
R0070,knotty_ash,70.454,872777
R0071,anfield,73.226,416220
R0072,aigburth,73.019,756776
R0073,sefton_park,71.398,528136
R0074,garston,73.061,655804
R0075,everton,69.019,729215
R0076,toxteth,73.331,736077
R0077,everton,69.440,729215
R0078,old_swan,72.458,587109
R0079,garston,72.624,655804
R0080,toxteth,74.363,736077
R0081,broadgreen,70.504,247434
R0082,allerton,72.019,153639
R0083,mossley_hill,72.117,957758
R0084,woolton,73.411,997098
R0085,wavertree,71.580,134000
R0086,wavertree,73.327,134000
R0087,broadgreen,72.344,247434
R0088,crosby,71.818,465521
R0089,woolton,71.594,997098
R0090,crosby,72.335,465521
R0091,wavertree,70.978,134000
R0092,childwall,71.203,740097
R0093,huyton,73.390,167768
R0094,maghull,70.368,321819
R0095,wavertree,72.459,134000
R0096,sefton_park,71.308,528136
R0097,kirkby,70.878,484635
R0098,mossley_hill,72.297,957758
R0099,speke,73.635,953082
R0100,knotty_ash,70.875,872777
R0101,allerton,73.394,153639
R0102,old_swan,72.597,587109
R0103,maghull,71.761,321819
R0104,prescot,71.854,767698
R0105,childwall,71.659,740097
R0106,bootle,69.890,103250
R0107,fazakerley,72.645,212600
R0108,old_swan,73.426,587109
R0109,maghull,73.538,321819
R0110,wavertree,71.142,134000
R0111,allerton,71.753,153639
R0112,crosby,72.386,465521
R0113,huyton,71.723,167768
R0114,maghull,70.860,321819
R0115,kirkdale,72.626,284488
R0116,kirkdale,71.762,284488
R0117,childwall,71.232,740097
R0118,old_swan,71.611,587109
R0119,fazakerley,71.021,212600
R0120,old_swan,72.201,587109
R0121,huyton,72.290,167768
R0122,mossley_hill,72.128,957758
R0123,broadgreen,72.818,247434
R0124,knotty_ash,73.654,872777
R0125,old_swan,72.404,587109
R0126,aigburth,72.042,756776
R0127,huyton,73.666,167768
R0128,birkenhead,72.278,430140
R0129,broadgreen,69.821,247434
R0130,speke,71.856,953082
R0131,allerton,72.242,153639
R0132,speke,72.057,953082
R0133,toxteth,71.525,736077
R0134,kirkdale,70.286,284488
R0135,kirkby,72.687,484635
R0136,allerton,72.754,153639
R0137,woolton,71.810,997098
R0138,crosby,70.874,465521
R0139,childwall,72.238,740097
R0140,woolton,73.397,997098
R0141,kirkby,72.585,484635
R0142,sefton_park,70.604,528136
R0143,everton,73.321,729215
R0144,wavertree,71.627,134000
R0145,crosby,70.209,465521
R0146,knotty_ash,69.058,872777
R0147,allerton,70.691,153639
R0148,crosby,70.932,465521
R0149,mossley_hill,71.069,957758
R0150,huyton,73.952,167768
R0151,prescot,70.885,767698
R0152,childwall,71.534,740097
R0153,fazakerley,73.539,212600
R0154,childwall,71.277,740097
R0155,birkenhead,72.681,430140
R0156,wavertree,73.724,134000
R0157,garston,72.735,655804
R0158,aigburth,71.538,756776
R0159,childwall,70.646,740097
R0160,sefton_park,72.203,528136
R0161,west_derby,69.713,647316
R0162,allerton,74.570,153639
R0163,huyton,71.354,167768
R0164,knotty_ash,71.474,872777
R0165,bootle,71.274,103250
R0166,sefton_park,71.328,528136
R0167,old_swan,71.512,587109
R0168,kirkby,71.620,484635
R0169,maghull,72.226,321819
R0170,bootle,71.077,103250
R0171,everton,71.043,729215
R0172,mossley_hill,71.956,957758
R0173,toxteth,71.632,736077
R0174,garston,70.901,655804
R0175,crosby,71.499,465521
R0176,broadgreen,73.002,247434
R0177,garston,68.859,655804
R0178,wavertree,71.008,134000
R0179,fazakerley,72.289,212600
R0180,old_swan,72.136,587109
R0181,sefton_park,72.085,528136
R0182,fazakerley,72.366,212600
R0183,broadgreen,70.752,247434
R0184,wavertree,72.886,134000
R0185,kirkby,72.759,484635
R0186,huyton,72.174,167768
R0187,birkenhead,70.854,430140
R0188,knotty_ash,71.423,872777
R0189,garston,71.219,655804
R0190,mossley_hill,71.853,957758
R0191,knotty_ash,71.730,872777
R0192,sefton_park,71.573,528136
R0193,anfield,69.652,416220
R0194,maghull,71.386,321819
R0195,prescot,71.603,767698
R0196,fazakerley,72.375,212600
R0197,sefton_park,72.158,528136
R0198,west_derby,71.567,647316
R0199,everton,72.715,729215
R0200,mossley_hill,74.179,957758
R0201,garston,70.137,655804
R0202,anfield,71.928,416220
R0203,huyton,74.218,167768
R0204,garston,73.420,655804
R0205,broadgreen,71.702,247434
R0206,aigburth,71.682,756776
R0207,mossley_hill,72.358,957758
R0208,broadgreen,72.698,247434
R0209,west_derby,70.741,647316
R0210,old_swan,72.285,587109
R0211,speke,72.479,953082
R0212,knotty_ash,70.422,872777
R0213,maghull,73.063,321819
R0214,maghull,73.325,321819
R0215,everton,70.716,729215
R0216,kirkdale,72.680,284488
R0217,west_derby,70.921,647316
R0218,aigburth,73.967,756776
R0219,sefton_park,70.781,528136
R0220,huyton,73.018,167768
R0221,prescot,70.150,767698
R0222,speke,73.253,953082
R0223,huyton,74.662,167768
R0224,old_swan,72.344,587109
R0225,bootle,71.231,103250
