reading_id,district,signal_strength,district_code
R0001,anfield,73.940,429086
R0002,old_swan,74.094,104886
R0003,mossley_hill,74.941,214495
R0004,prescot,76.363,797579
R0005,birkenhead,73.413,426929
R0006,garston,77.173,334351
R0007,garston,77.182,334351
R0008,sefton_park,74.492,252433
R0009,old_swan,74.874,104886
R0010,kirkby,75.386,373126
R0011,toxteth,74.582,733708
R0012,broadgreen,75.554,124793
R0013,childwall,75.907,968317
R0014,prescot,75.340,797579
R0015,kirkby,73.084,373126
R0016,kirkdale,78.080,670149
R0017,allerton,75.831,338421
R0018,old_swan,76.864,104886
R0019,crosby,75.526,829594
R0020,speke,75.518,528158
R0021,everton,75.219,338524
R0022,speke,74.287,528158
R0023,maghull,75.663,432306
R0024,sefton_park,75.645,252433
R0025,bootle,74.352,775061
R0026,kirkby,73.989,373126
R0027,knotty_ash,75.055,874330
R0028,anfield,74.552,429086
R0029,fazakerley,75.249,582687
R0030,aigburth,75.217,910098
R0031,woolton,73.256,106538
R0032,fazakerley,75.569,582687
R0033,aigburth,75.093,910098
R0034,mossley_hill,74.757,214495
R0035,birkenhead,75.286,426929
R0036,kirkby,75.494,373126
R0037,allerton,75.885,338421
R0038,fazakerley,73.472,582687
R0039,toxteth,74.749,733708
R0040,bootle,75.462,775061
R0041,wavertree,75.511,823165
R0042,wavertree,74.594,823165
R0043,knotty_ash,75.290,874330
R0044,birkenhead,74.630,426929
R0045,sefton_park,75.279,252433
R0046,allerton,74.758,338421
R0047,mossley_hill,74.590,214495
R0048,toxteth,75.502,733708
R0049,wavertree,73.830,823165
R0050,kirkdale,72.710,670149
R0051,knotty_ash,73.756,874330
R0052,toxteth,74.345,733708
R0053,crosby,73.275,829594
R0054,mossley_hill,74.985,214495
R0055,knotty_ash,74.127,874330
R0056,old_swan,74.156,104886
R0057,maghull,73.380,432306
R0058,sefton_park,74.071,252433
R0059,childwall,75.236,968317
R0060,prescot,74.932,797579
R0061,old_swan,76.152,104886
R0062,mossley_hill,75.273,214495
R0063,garston,73.470,334351
R0064,childwall,75.817,968317
R0065,prescot,71.768,797579
R0066,huyton,73.816,180423
R0067,anfield,74.203,429086
R0068,wavertree,74.198,823165
R0069,broadgreen,73.352,124793
R0070,broadgreen,74.563,124793
R0071,bootle,75.170,775061
R0072,kirkdale,75.230,670149
R0073,everton,74.100,338524
R0074,kirkdale,75.283,670149
R0075,allerton,75.710,338421
R0076,bootle,74.331,775061
R0077,crosby,73.728,829594
R0078,childwall,74.849,968317
R0079,wavertree,72.946,823165
R0080,kirkby,73.859,373126
R0081,fazakerley,76.250,582687
R0082,prescot,73.932,797579
R0083,everton,74.244,338524
R0084,garston,73.284,334351
R0085,anfield,72.958,429086
R0086,crosby,74.189,829594
R0087,old_swan,76.471,104886
R0088,wavertree,73.505,823165
R0089,maghull,75.215,432306
R0090,maghull,76.354,432306
